strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,3,4,0,1614.7840023
B0_FULL_SERIAL,0,3,4,1,1618.27194691
B0_FULL_SERIAL,0,3,4,2,1621.76001072
B0_FULL_SERIAL,0,3,4,3,1625.53596497
B0_FULL_SERIAL,1,3,4,0,1658.33604336
B0_FULL_SERIAL,1,3,4,1,1661.88800335
B0_FULL_SERIAL,1,3,4,2,1665.40801525
B0_FULL_SERIAL,1,3,4,3,1669.2160368
B0_FULL_SERIAL,2,3,4,0,1839.39194679
B0_FULL_SERIAL,2,3,4,1,1842.94402599
B0_FULL_SERIAL,2,3,4,2,1846.52805328
B0_FULL_SERIAL,2,3,4,3,1850.11196136
B0_FULL_SERIAL,3,3,4,0,1815.61601162
B0_FULL_SERIAL,3,3,4,1,1819.20003891
B0_FULL_SERIAL,3,3,4,2,1823.04000854
B0_FULL_SERIAL,3,3,4,3,1826.59196854
B0_FULL_SERIAL,4,3,4,0,1632.51197338
B0_FULL_SERIAL,4,3,4,1,1636.03198528
B0_FULL_SERIAL,4,3,4,2,1639.58394527
B0_FULL_SERIAL,4,3,4,3,1643.10395718
B0_FULL_SERIAL,5,3,4,0,1671.32794857
B0_FULL_SERIAL,5,3,4,1,1674.88002777
B0_FULL_SERIAL,5,3,4,2,1678.43198776
B0_FULL_SERIAL,5,3,4,3,1682.17599392
B0_FULL_SERIAL,6,3,4,0,1690.08004665
B0_FULL_SERIAL,6,3,4,1,1693.63200665
B0_FULL_SERIAL,6,3,4,2,1697.15201855
B0_FULL_SERIAL,6,3,4,3,1700.79994202
B0_FULL_SERIAL,7,3,4,0,1681.7599535
B0_FULL_SERIAL,7,3,4,1,1685.2799654
B0_FULL_SERIAL,7,3,4,2,1688.8320446
B0_FULL_SERIAL,7,3,4,3,1692.38400459
B0_FULL_SERIAL,8,3,4,0,1659.45601463
B0_FULL_SERIAL,8,3,4,1,1662.97602654
B0_FULL_SERIAL,8,3,4,2,1666.49603844
B0_FULL_SERIAL,8,3,4,3,1670.01605034
B0_FULL_SERIAL,9,3,4,0,1751.64794922
B0_FULL_SERIAL,9,3,4,1,1755.23197651
B0_FULL_SERIAL,9,3,4,2,1758.75198841
B0_FULL_SERIAL,9,3,4,3,1762.3039484
B0_FULL_SERIAL,10,3,4,0,1681.63204193
B0_FULL_SERIAL,10,3,4,1,1685.11998653
B0_FULL_SERIAL,10,3,4,2,1688.63999844
B0_FULL_SERIAL,10,3,4,3,1692.54398346
B0_FULL_SERIAL,11,3,4,0,1673.63202572
B0_FULL_SERIAL,11,3,4,1,1678.30395699
B0_FULL_SERIAL,11,3,4,2,1681.85603619
B0_FULL_SERIAL,11,3,4,3,1685.43994427
B0_FULL_SERIAL,12,3,4,0,1675.16803741
B0_FULL_SERIAL,12,3,4,1,1678.71999741
B0_FULL_SERIAL,12,3,4,2,1682.2719574
B0_FULL_SERIAL,12,3,4,3,1685.7919693
B0_FULL_SERIAL,13,3,4,0,1637.82405853
B0_FULL_SERIAL,13,3,4,1,1641.34395123
B0_FULL_SERIAL,13,3,4,2,1645.02394199
B0_FULL_SERIAL,13,3,4,3,1648.5439539
B0_FULL_SERIAL,14,3,4,0,1639.26398754
B0_FULL_SERIAL,14,3,4,1,1642.78399944
B0_FULL_SERIAL,14,3,4,2,1646.30401134
B0_FULL_SERIAL,14,3,4,3,1649.85597134
B0_FULL_SERIAL,15,3,4,0,1633.98396969
B0_FULL_SERIAL,15,3,4,1,1637.50398159
B0_FULL_SERIAL,15,3,4,2,1641.02399349
B0_FULL_SERIAL,15,3,4,3,1644.54400539
B0_FULL_SERIAL,16,3,4,0,1633.18395615
B0_FULL_SERIAL,16,3,4,1,1636.70396805
B0_FULL_SERIAL,16,3,4,2,1640.22397995
B0_FULL_SERIAL,16,3,4,3,1643.74399185
B0_FULL_SERIAL,17,3,4,0,1634.91201401
B0_FULL_SERIAL,17,3,4,1,1638.43202591
B0_FULL_SERIAL,17,3,4,2,1642.07994938
B0_FULL_SERIAL,17,3,4,3,1645.59996128
B0_FULL_SERIAL,18,3,4,0,1721.0880518
B0_FULL_SERIAL,18,3,4,1,1725.0880003
B0_FULL_SERIAL,18,3,4,2,1729.40802574
B0_FULL_SERIAL,18,3,4,3,1733.34395885
B0_FULL_SERIAL,19,3,4,0,1712.57603168
B0_FULL_SERIAL,19,3,4,1,1716.57598019
B0_FULL_SERIAL,19,3,4,2,1720.5439806
B0_FULL_SERIAL,19,3,4,3,1724.51198101
B0_FULL_SERIAL,20,3,4,0,1880.51199913
B0_FULL_SERIAL,20,3,4,1,1884.47999954
B0_FULL_SERIAL,20,3,4,2,1888.41605186
B0_FULL_SERIAL,20,3,4,3,1892.38405228
B0_FULL_SERIAL,21,3,4,0,1719.26403046
B0_FULL_SERIAL,21,3,4,1,1723.16801548
B0_FULL_SERIAL,21,3,4,2,1727.0720005
B0_FULL_SERIAL,21,3,4,3,1731.00805283
B0_FULL_SERIAL,22,3,4,0,1764.09602165
B0_FULL_SERIAL,22,3,4,1,1768.00000668
B0_FULL_SERIAL,22,3,4,2,1771.936059
B0_FULL_SERIAL,22,3,4,3,1775.84004402
B0_FULL_SERIAL,23,3,4,0,1724.95996952
B0_FULL_SERIAL,23,3,4,1,1728.86395454
B0_FULL_SERIAL,23,3,4,2,1732.80000687
B0_FULL_SERIAL,23,3,4,3,1736.73605919
B0_FULL_SERIAL,24,3,4,0,1761.7919445
B0_FULL_SERIAL,24,3,4,1,1765.75994492
B0_FULL_SERIAL,24,3,4,2,1769.76001263
B0_FULL_SERIAL,24,3,4,3,1773.72801304
B0_FULL_SERIAL,25,3,4,0,1732.06400871
B0_FULL_SERIAL,25,3,4,1,1735.96799374
B0_FULL_SERIAL,25,3,4,2,1739.90404606
B0_FULL_SERIAL,25,3,4,3,1743.80803108
B0_FULL_SERIAL,26,3,4,0,1723.5519886
B0_FULL_SERIAL,26,3,4,1,1727.51998901
B0_FULL_SERIAL,26,3,4,2,1731.42397404
B0_FULL_SERIAL,26,3,4,3,1735.36002636
B0_FULL_SERIAL,27,3,4,0,1740.1599884
B0_FULL_SERIAL,27,3,4,1,1744.35198307
B0_FULL_SERIAL,27,3,4,2,1748.31998348
B0_FULL_SERIAL,27,3,4,3,1752.28798389
B0_FULL_SERIAL,28,3,4,0,3005.85603714
B0_FULL_SERIAL,28,3,4,1,3009.85598564
B0_FULL_SERIAL,28,3,4,2,3013.82398605
B0_FULL_SERIAL,28,3,4,3,3017.79198647
B0_FULL_SERIAL,29,3,4,0,1742.36798286
B0_FULL_SERIAL,29,3,4,1,1746.30403519
B0_FULL_SERIAL,29,3,4,2,1750.20802021
B0_FULL_SERIAL,29,3,4,3,1754.14395332
B0_FULL_SERIAL,30,3,4,0,1773.31197262
B0_FULL_SERIAL,30,3,4,1,1777.27997303
B0_FULL_SERIAL,30,3,4,2,1781.21602535
B0_FULL_SERIAL,30,3,4,3,1785.21597385
B0_FULL_SERIAL,31,3,4,0,1768.35203171
B0_FULL_SERIAL,31,3,4,1,1772.32003212
B0_FULL_SERIAL,31,3,4,2,1776.25596523
B0_FULL_SERIAL,31,3,4,3,1780.25603294
B0_FULL_SERIAL,32,3,4,0,1719.0079689
B0_FULL_SERIAL,32,3,4,1,1722.94402122
B0_FULL_SERIAL,32,3,4,2,1726.87995434
B0_FULL_SERIAL,32,3,4,3,1730.78405857
B0_FULL_SERIAL,33,3,4,0,1728.96003723
B0_FULL_SERIAL,33,3,4,1,1732.89597034
B0_FULL_SERIAL,33,3,4,2,1736.79995537
B0_FULL_SERIAL,33,3,4,3,1740.73600769
B0_FULL_SERIAL,34,3,4,0,1767.45605469
B0_FULL_SERIAL,34,3,4,1,1771.52001858
B0_FULL_SERIAL,34,3,4,2,1775.67994595
B0_FULL_SERIAL,34,3,4,3,1779.68001366
B0_FULL_SERIAL,35,3,4,0,1731.39202595
B0_FULL_SERIAL,35,3,4,1,1735.29601097
B0_FULL_SERIAL,35,3,4,2,1739.23194408
B0_FULL_SERIAL,35,3,4,3,1743.1999445
B0_FULL_SERIAL,36,3,4,0,1768.64004135
B0_FULL_SERIAL,36,3,4,1,1772.57597446
B0_FULL_SERIAL,36,3,4,2,1776.54397488
B0_FULL_SERIAL,36,3,4,3,1780.57599068
B0_FULL_SERIAL,37,3,4,0,1765.43998718
B0_FULL_SERIAL,37,3,4,1,1769.66404915
B0_FULL_SERIAL,37,3,4,2,1773.50401878
B0_FULL_SERIAL,37,3,4,3,1777.40800381
B0_FULL_SERIAL,38,3,4,0,1773.05603027
B0_FULL_SERIAL,38,3,4,1,1777.02403069
B0_FULL_SERIAL,38,3,4,2,1781.18395805
B0_FULL_SERIAL,38,3,4,3,1785.12001038
B0_FULL_SERIAL,39,3,4,0,1738.91198635
B0_FULL_SERIAL,39,3,4,1,1742.84803867
B0_FULL_SERIAL,39,3,4,2,1746.7520237
B0_FULL_SERIAL,39,3,4,3,1750.65600872
B0_FULL_SERIAL,40,3,4,0,1769.11997795
B0_FULL_SERIAL,40,3,4,1,1773.12004566
B0_FULL_SERIAL,40,3,4,2,1777.11999416
B0_FULL_SERIAL,40,3,4,3,1781.05604649
B0_FULL_SERIAL,41,3,4,0,1746.46401405
B0_FULL_SERIAL,41,3,4,1,1750.36799908
B0_FULL_SERIAL,41,3,4,2,1754.3040514
B0_FULL_SERIAL,41,3,4,3,1758.23998451
B0_FULL_SERIAL,42,3,4,0,1743.99995804
B0_FULL_SERIAL,42,3,4,1,1747.93601036
B0_FULL_SERIAL,42,3,4,2,1751.90401077
B0_FULL_SERIAL,42,3,4,3,1755.83994389
B0_FULL_SERIAL,43,3,4,0,1750.11205673
B0_FULL_SERIAL,43,3,4,1,1754.17602062
B0_FULL_SERIAL,43,3,4,2,1758.11195374
B0_FULL_SERIAL,43,3,4,3,1762.01605797
B0_FULL_SERIAL,44,3,4,0,1730.88002205
B0_FULL_SERIAL,44,3,4,1,1734.78400707
B0_FULL_SERIAL,44,3,4,2,1738.6879921
B0_FULL_SERIAL,44,3,4,3,1742.62404442
B0_FULL_SERIAL,45,3,4,0,1753.50403786
B0_FULL_SERIAL,45,3,4,1,1757.50398636
B0_FULL_SERIAL,45,3,4,2,1761.75999641
B0_FULL_SERIAL,45,3,4,3,1765.69604874
B0_FULL_SERIAL,46,3,4,0,1746.59204483
B0_FULL_SERIAL,46,3,4,1,1750.49602985
B0_FULL_SERIAL,46,3,4,2,1754.40001488
B0_FULL_SERIAL,46,3,4,3,1758.3039999
B0_FULL_SERIAL,47,3,4,0,1770.78402042
B0_FULL_SERIAL,47,3,4,1,1774.71995354
B0_FULL_SERIAL,47,3,4,2,1778.65600586
B0_FULL_SERIAL,47,3,4,3,1782.55999088
B0_FULL_SERIAL,48,3,4,0,1722.65601158
B0_FULL_SERIAL,48,3,4,1,1726.59194469
B0_FULL_SERIAL,48,3,4,2,1730.52799702
B0_FULL_SERIAL,48,3,4,3,1734.43198204
B0_FULL_SERIAL,49,3,4,0,1770.46394348
B0_FULL_SERIAL,49,3,4,1,1774.3999958
B0_FULL_SERIAL,49,3,4,2,1778.39994431
B0_FULL_SERIAL,49,3,4,3,1782.36794472
B1_SLICE_SERIAL,0,3,4,0,509.696006775
B1_SLICE_SERIAL,0,3,4,1,3452.51202583
B1_SLICE_SERIAL,0,3,4,2,6399.90377426
