run_id,timestamp_utc,status,rank_count,local_rows,M,N,K,q,warmup,iterations,backend,gpu_model,transport_hint,raw_rank_csv,raw_global_csv,summary_csv,rank_log_pattern,window
stage1_B_DEFAULT_S4_m512k4096n4096_q4w0_rep3,2026-09-03T03:40:02Z,PASS,4,512,2048,4096,4096,4,20,50,NCCL,NVIDIA A800-SXM4-80GB,DEFAULT,raw_rank{rank}.csv,raw_global_samples.csv,summary.csv,rank{rank}.log,0
