strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,2,16,0,258.816003799
B0_FULL_SERIAL,0,2,16,1,262.751996517
B0_FULL_SERIAL,0,2,16,2,266.687989235
B0_FULL_SERIAL,0,2,16,3,270.624011755
B0_FULL_SERIAL,0,2,16,4,274.527996778
B0_FULL_SERIAL,0,2,16,5,278.432011604
B0_FULL_SERIAL,0,2,16,6,282.335996628
B0_FULL_SERIAL,0,2,16,7,286.271989346
B0_FULL_SERIAL,0,2,16,8,290.176004171
B0_FULL_SERIAL,0,2,16,9,294.111996889
B0_FULL_SERIAL,0,2,16,10,298.047989607
B0_FULL_SERIAL,0,2,16,11,301.984012127
B0_FULL_SERIAL,0,2,16,12,306.272000074
B0_FULL_SERIAL,0,2,16,13,310.207992792
B0_FULL_SERIAL,0,2,16,14,314.175993204
B0_FULL_SERIAL,0,2,16,15,318.111985922
B0_FULL_SERIAL,1,2,16,0,299.008011818
B0_FULL_SERIAL,1,2,16,1,302.944004536
B0_FULL_SERIAL,1,2,16,2,306.879997253
B0_FULL_SERIAL,1,2,16,3,310.847997665
B0_FULL_SERIAL,1,2,16,4,314.815998077
B0_FULL_SERIAL,1,2,16,5,318.720012903
B0_FULL_SERIAL,1,2,16,6,322.688013315
B0_FULL_SERIAL,1,2,16,7,326.624006033
B0_FULL_SERIAL,1,2,16,8,330.559998751
B0_FULL_SERIAL,1,2,16,9,334.495991468
B0_FULL_SERIAL,1,2,16,10,338.46399188
B0_FULL_SERIAL,1,2,16,11,342.4000144
B0_FULL_SERIAL,1,2,16,12,346.688002348
B0_FULL_SERIAL,1,2,16,13,350.623995066
B0_FULL_SERIAL,1,2,16,14,354.559987783
B0_FULL_SERIAL,1,2,16,15,358.464002609
B0_FULL_SERIAL,2,2,16,0,478.399991989
B0_FULL_SERIAL,2,2,16,1,481.983989477
B0_FULL_SERIAL,2,2,16,2,485.536009073
B0_FULL_SERIAL,2,2,16,3,489.120006561
B0_FULL_SERIAL,2,2,16,4,492.704004049
B0_FULL_SERIAL,2,2,16,5,496.223986149
B0_FULL_SERIAL,2,2,16,6,499.871999025
B0_FULL_SERIAL,2,2,16,7,503.455996513
B0_FULL_SERIAL,2,2,16,8,507.327973843
B0_FULL_SERIAL,2,2,16,9,510.976016521
B0_FULL_SERIAL,2,2,16,10,514.559984207
B0_FULL_SERIAL,2,2,16,11,518.112003803
B0_FULL_SERIAL,2,2,16,12,521.632015705
B0_FULL_SERIAL,2,2,16,13,525.183975697
B0_FULL_SERIAL,2,2,16,14,528.735995293
B0_FULL_SERIAL,2,2,16,15,532.351970673
B0_FULL_SERIAL,3,2,16,0,467.967987061
B0_FULL_SERIAL,3,2,16,1,471.520006657
B0_FULL_SERIAL,3,2,16,2,475.136011839
B0_FULL_SERIAL,3,2,16,3,478.720009327
