strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,0,16,0,261.72798872
B0_FULL_SERIAL,0,0,16,1,266.048014164
B0_FULL_SERIAL,0,0,16,2,269.951999187
B0_FULL_SERIAL,0,0,16,3,273.791998625
B0_FULL_SERIAL,0,0,16,4,277.727991343
B0_FULL_SERIAL,0,0,16,5,281.632006168
B0_FULL_SERIAL,0,0,16,6,285.535991192
B0_FULL_SERIAL,0,0,16,7,289.440006018
B0_FULL_SERIAL,0,0,16,8,293.343991041
B0_FULL_SERIAL,0,0,16,9,297.248005867
B0_FULL_SERIAL,0,0,16,10,301.151990891
B0_FULL_SERIAL,0,0,16,11,305.151998997
B0_FULL_SERIAL,0,0,16,12,309.056013823
B0_FULL_SERIAL,0,0,16,13,312.927991152
B0_FULL_SERIAL,0,0,16,14,316.832005978
B0_FULL_SERIAL,0,0,16,15,320.735991001
B0_FULL_SERIAL,1,0,16,0,290.176004171
B0_FULL_SERIAL,1,0,16,1,294.111996889
B0_FULL_SERIAL,1,0,16,2,297.951996326
B0_FULL_SERIAL,1,0,16,3,301.887989044
B0_FULL_SERIAL,1,0,16,4,305.79200387
B0_FULL_SERIAL,1,0,16,5,309.727996588
B0_FULL_SERIAL,1,0,16,6,313.823997974
B0_FULL_SERIAL,1,0,16,7,317.696005106
B0_FULL_SERIAL,1,0,16,8,321.599990129
B0_FULL_SERIAL,1,0,16,9,325.471997261
B0_FULL_SERIAL,1,0,16,10,329.407989979
B0_FULL_SERIAL,1,0,16,11,333.247989416
B0_FULL_SERIAL,1,0,16,12,337.152004242
B0_FULL_SERIAL,1,0,16,13,341.08799696
B0_FULL_SERIAL,1,0,16,14,345.183998346
B0_FULL_SERIAL,1,0,16,15,349.088013172
B0_FULL_SERIAL,2,0,16,0,279.359996319
B0_FULL_SERIAL,2,0,16,1,282.880008221
B0_FULL_SERIAL,2,0,16,2,286.39999032
B0_FULL_SERIAL,2,0,16,3,289.983987808
B0_FULL_SERIAL,2,0,16,4,293.632000685
B0_FULL_SERIAL,2,0,16,5,297.183990479
B0_FULL_SERIAL,2,0,16,6,300.832003355
B0_FULL_SERIAL,2,0,16,7,304.544001818
B0_FULL_SERIAL,2,0,16,8,308.06401372
B0_FULL_SERIAL,2,0,16,9,311.583995819
B0_FULL_SERIAL,2,0,16,10,315.263986588
B0_FULL_SERIAL,2,0,16,11,318.87999177
B0_FULL_SERIAL,2,0,16,12,322.367995977
B0_FULL_SERIAL,2,0,16,13,326.303988695
B0_FULL_SERIAL,2,0,16,14,329.791992903
B0_FULL_SERIAL,2,0,16,15,333.27999711
B0_FULL_SERIAL,3,0,16,0,276.127994061
B0_FULL_SERIAL,3,0,16,1,279.615998268
B0_FULL_SERIAL,3,0,16,2,283.13601017
B0_FULL_SERIAL,3,0,16,3,286.65599227
B0_FULL_SERIAL,3,0,16,4,290.143996477
B0_FULL_SERIAL,3,0,16,5,293.567985296
B0_FULL_SERIAL,3,0,16,6,297.087997198
B0_FULL_SERIAL,3,0,16,7,300.6080091
B0_FULL_SERIAL,3,0,16,8,304.064005613
B0_FULL_SERIAL,3,0,16,9,307.583987713
B0_FULL_SERIAL,3,0,16,10,311.07199192
B0_FULL_SERIAL,3,0,16,11,314.592003822
B0_FULL_SERIAL,3,0,16,12,318.239986897
B0_FULL_SERIAL,3,0,16,13,321.824014187
B0_FULL_SERIAL,3,0,16,14,325.471997261
B0_FULL_SERIAL,3,0,16,15,329.120010138
B0_FULL_SERIAL,4,0,16,0,282.943993807
B0_FULL_SERIAL,4,0,16,1,286.39999032
B0_FULL_SERIAL,4,0,16,2,289.855986834
B0_FULL_SERIAL,4,0,16,3,293.40800643
B0_FULL_SERIAL,4,0,16,4,296.992003918
B0_FULL_SERIAL,4,0,16,5,300.639986992
B0_FULL_SERIAL,4,0,16,6,304.224014282
B0_FULL_SERIAL,4,0,16,7,307.871997356
B0_FULL_SERIAL,4,0,16,8,311.488002539
B0_FULL_SERIAL,4,0,16,9,315.072000027
B0_FULL_SERIAL,4,0,16,10,318.720012903
B0_FULL_SERIAL,4,0,16,11,322.304010391
B0_FULL_SERIAL,4,0,16,12,325.98400116
B0_FULL_SERIAL,4,0,16,13,329.856008291
B0_FULL_SERIAL,4,0,16,14,333.375990391
B0_FULL_SERIAL,4,0,16,15,336.896002293
B0_FULL_SERIAL,5,0,16,0,309.119999409
B0_FULL_SERIAL,5,0,16,1,312.640011311
B0_FULL_SERIAL,5,0,16,2,316.096007824
B0_FULL_SERIAL,5,0,16,3,319.552004337
B0_FULL_SERIAL,5,0,16,4,323.071986437
B0_FULL_SERIAL,5,0,16,5,326.528012753
B0_FULL_SERIAL,5,0,16,6,330.047994852
B0_FULL_SERIAL,5,0,16,7,333.53599906
B0_FULL_SERIAL,5,0,16,8,337.056010962
B0_FULL_SERIAL,5,0,16,9,340.927988291
B0_FULL_SERIAL,5,0,16,10,344.415992498
B0_FULL_SERIAL,5,0,16,11,347.903996706
