case_id,mode,rank,npes,epoch,slot,payload_bytes,issue_to_comm_stream_complete_us,issue_to_release_us,issue_to_checked_us,checksum_mismatches,iteration_status
A3_credit_slot2_64K,put_signal,0,4,1,0,65536,96.704,176.320,405.696,0,PASS
A3_credit_slot2_64K,put_signal,0,4,2,1,65536,39.648,51.616,77.312,0,PASS
A3_credit_slot2_64K,put_signal,0,4,3,0,65536,37.248,49.024,74.464,0,PASS
A3_credit_slot2_64K,put_signal,0,4,4,1,65536,36.416,48.480,74.144,0,PASS
A3_credit_slot2_64K,put_signal,0,4,5,0,65536,36.288,48.096,73.664,0,PASS
A3_credit_slot2_64K,put_signal,0,4,6,1,65536,44.320,56.096,81.440,0,PASS
A3_credit_slot2_64K,put_signal,0,4,7,0,65536,37.536,49.312,75.104,0,PASS
A3_credit_slot2_64K,put_signal,0,4,8,1,65536,33.728,45.504,71.712,0,PASS
A3_credit_slot2_64K,put_signal,0,4,9,0,65536,36.384,48.192,74.784,0,PASS
A3_credit_slot2_64K,put_signal,0,4,10,1,65536,36.576,48.352,74.176,0,PASS
A3_credit_slot2_64K,put_signal,0,4,11,0,65536,36.320,48.096,73.632,0,PASS
A3_credit_slot2_64K,put_signal,0,4,12,1,65536,33.632,45.120,71.552,0,PASS
A3_credit_slot2_64K,put_signal,0,4,13,0,65536,36.544,48.320,74.112,0,PASS
A3_credit_slot2_64K,put_signal,0,4,14,1,65536,36.960,48.480,73.888,0,PASS
A3_credit_slot2_64K,put_signal,0,4,15,0,65536,33.504,45.376,70.912,0,PASS
A3_credit_slot2_64K,put_signal,0,4,16,1,65536,35.968,47.488,73.184,0,PASS
A3_credit_slot2_64K,put_signal,0,4,17,0,65536,36.032,47.808,73.472,0,PASS
A3_credit_slot2_64K,put_signal,0,4,18,1,65536,36.800,48.640,74.048,0,PASS
A3_credit_slot2_64K,put_signal,0,4,19,0,65536,37.184,48.960,75.424,0,PASS
A3_credit_slot2_64K,put_signal,0,4,20,1,65536,34.368,45.888,71.648,0,PASS
A3_credit_slot2_64K,put_signal,0,4,21,0,65536,37.248,49.056,74.560,0,PASS
A3_credit_slot2_64K,put_signal,0,4,22,1,65536,36.576,48.160,73.728,0,PASS
A3_credit_slot2_64K,put_signal,0,4,23,0,65536,36.320,48.096,73.568,0,PASS
A3_credit_slot2_64K,put_signal,0,4,24,1,65536,36.224,47.712,73.504,0,PASS
A3_credit_slot2_64K,put_signal,0,4,25,0,65536,36.352,48.096,73.728,0,PASS
A3_credit_slot2_64K,put_signal,0,4,26,1,65536,36.608,48.384,74.048,0,PASS
A3_credit_slot2_64K,put_signal,0,4,27,0,65536,36.992,48.768,74.784,0,PASS
A3_credit_slot2_64K,put_signal,0,4,28,1,65536,35.968,47.744,73.536,0,PASS
A3_credit_slot2_64K,put_signal,0,4,29,0,65536,36.224,48.000,73.376,0,PASS
A3_credit_slot2_64K,put_signal,0,4,30,1,65536,35.968,47.680,73.344,0,PASS
A3_credit_slot2_64K,put_signal,0,4,31,0,65536,36.896,48.672,74.176,0,PASS
A3_credit_slot2_64K,put_signal,0,4,32,1,65536,30.976,42.752,68.288,0,PASS
A3_credit_slot2_64K,put_signal,0,4,33,0,65536,36.576,48.448,74.400,0,PASS
A3_credit_slot2_64K,put_signal,0,4,34,1,65536,33.504,45.280,70.976,0,PASS
A3_credit_slot2_64K,put_signal,0,4,35,0,65536,36.896,48.704,74.240,0,PASS
A3_credit_slot2_64K,put_signal,0,4,36,1,65536,33.472,45.216,71.136,0,PASS
A3_credit_slot2_64K,put_signal,0,4,37,0,65536,32.832,44.608,70.112,0,PASS
A3_credit_slot2_64K,put_signal,0,4,38,1,65536,33.632,45.440,71.136,0,PASS
A3_credit_slot2_64K,put_signal,0,4,39,0,65536,36.384,48.160,73.728,0,PASS
A3_credit_slot2_64K,put_signal,0,4,40,1,65536,36.512,48.320,74.400,0,PASS
A3_credit_slot2_64K,put_signal,0,4,41,0,65536,34.176,45.984,71.392,0,PASS
A3_credit_slot2_64K,put_signal,0,4,42,1,65536,36.352,48.096,73.600,0,PASS
