stage,candidate,shape_id,category,local_rows,K,N,q,window,repetition,strategy,status,correctness,M_global,slice_bytes,release_first_mean_us,release_last_mean_us,done_mean_us,gemm_first_mean_us,gemm_last_mean_us,e2e_mean_us,e2e_p50_us,e2e_p95_us,run_id
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,2,B0_FULL_SERIAL,PASS,1,8192,33554432,861.864318252,861.864318252,865.702397227,869.521921873,2962.29185104,2966.10177517,2788.76805305,3976.99189186,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep2
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,2,B1_SLICE_SERIAL,PASS,1,8192,33554432,777.345924973,777.345924973,781.325438619,785.284477472,3159.9763298,3163.9263916,2979.3279171,4456.44807816,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep2
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,8192,33554432,517.315200567,517.315200567,521.263358593,525.222399235,2899.79136467,2903.76128197,2825.21605492,3341.82405472,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep2
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,3,B0_FULL_SERIAL,PASS,1,8192,33554432,1031.24735832,1031.24735832,1035.06879389,1038.90368402,3138.52608204,3142.33664513,2685.63199043,5464.38407898,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep3
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,3,B1_SLICE_SERIAL,PASS,1,8192,33554432,434.462718964,434.462718964,438.450559378,442.415998578,2814.10112381,2818.07295799,2802.43206024,2929.28004265,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep3
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,8192,33554432,414.360319376,414.360319376,418.351998925,422.323200703,2794.23101902,2798.18431377,2790.87996483,2931.90407753,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep3
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,4,B0_FULL_SERIAL,PASS,1,8192,33554432,570.903683305,570.903683305,574.712323546,578.506238461,2671.69408321,2675.50146103,2667.93608665,2974.20811653,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep4
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,4,B1_SLICE_SERIAL,PASS,1,8192,33554432,419.009921551,419.009921551,422.963199019,426.888321042,2799.81631279,2803.75872612,2781.98409081,3004.28795815,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep4
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,8192,33554432,433.277439475,433.277439475,437.208958268,441.13535881,2814.27840233,2818.23934078,2765.66410065,2982.01608658,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep4
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,5,B0_FULL_SERIAL,PASS,1,8192,33554432,1063.64288151,1063.64288151,1067.44192481,1071.23200417,3148.8448,3152.63742447,3017.152071,4500.80013275,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep5
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,5,B1_SLICE_SERIAL,PASS,1,8192,33554432,421.132798791,421.132798791,425.080960989,429.015040398,2803.01440239,2806.97793484,2779.36005592,3032.83190727,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep5
A,DEFAULT,S2,comm_heavy,2048,1024,2048,1,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,8192,33554432,388.791680932,388.791680932,392.743679881,396.690560579,2771.28511429,2775.23071766,2777.50396729,2796.38409615,stage1_A_DEFAULT_S2_m2048k1024n2048_q1w0_rep5
