strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,1,8,0,441.983997822
B0_FULL_SERIAL,0,1,8,1,445.504009724
B0_FULL_SERIAL,0,1,8,2,449.023991823
B0_FULL_SERIAL,0,1,8,3,452.544003725
B0_FULL_SERIAL,0,1,8,4,456.223994493
B0_FULL_SERIAL,0,1,8,5,459.744006395
B0_FULL_SERIAL,0,1,8,6,463.232010603
B0_FULL_SERIAL,0,1,8,7,466.751992702
B0_FULL_SERIAL,1,1,8,0,497.247993946
B0_FULL_SERIAL,1,1,8,1,500.768005848
B0_FULL_SERIAL,1,1,8,2,504.28801775
B0_FULL_SERIAL,1,1,8,3,507.808029652
B0_FULL_SERIAL,1,1,8,4,511.456012726
B0_FULL_SERIAL,1,1,8,5,514.976024628
B0_FULL_SERIAL,1,1,8,6,518.495976925
B0_FULL_SERIAL,1,1,8,7,522.015988827
B0_FULL_SERIAL,2,1,8,0,535.520017147
B0_FULL_SERIAL,2,1,8,1,539.008021355
B0_FULL_SERIAL,2,1,8,2,542.527973652
B0_FULL_SERIAL,2,1,8,3,546.047985554
B0_FULL_SERIAL,2,1,8,4,549.791991711
B0_FULL_SERIAL,2,1,8,5,553.312003613
B0_FULL_SERIAL,2,1,8,6,556.832015514
B0_FULL_SERIAL,2,1,8,7,560.352027416
B0_FULL_SERIAL,3,1,8,0,1779.80804443
B0_FULL_SERIAL,3,1,8,1,1783.32805634
B0_FULL_SERIAL,3,1,8,2,1786.84794903
B0_FULL_SERIAL,3,1,8,3,1790.36796093
B0_FULL_SERIAL,3,1,8,4,1793.95198822
B0_FULL_SERIAL,3,1,8,5,1797.50394821
B0_FULL_SERIAL,3,1,8,6,1801.02396011
B0_FULL_SERIAL,3,1,8,7,1804.54397202
B0_FULL_SERIAL,4,1,8,0,470.528006554
B0_FULL_SERIAL,4,1,8,1,474.047988653
B0_FULL_SERIAL,4,1,8,2,477.568000555
B0_FULL_SERIAL,4,1,8,3,481.088012457
B0_FULL_SERIAL,4,1,8,4,484.607994556
B0_FULL_SERIAL,4,1,8,5,488.128006458
B0_FULL_SERIAL,4,1,8,6,491.647988558
B0_FULL_SERIAL,4,1,8,7,495.16800046
B0_FULL_SERIAL,5,1,8,0,501.15197897
B0_FULL_SERIAL,5,1,8,1,505.119979382
B0_FULL_SERIAL,5,1,8,2,509.184002876
B0_FULL_SERIAL,5,1,8,3,513.055980206
B0_FULL_SERIAL,5,1,8,4,516.991972923
B0_FULL_SERIAL,5,1,8,5,520.896017551
B0_FULL_SERIAL,5,1,8,6,524.832010269
B0_FULL_SERIAL,5,1,8,7,528.703987598
B0_FULL_SERIAL,6,1,8,0,541.216015816
B0_FULL_SERIAL,6,1,8,1,545.152008533
B0_FULL_SERIAL,6,1,8,2,549.055993557
B0_FULL_SERIAL,6,1,8,3,552.95997858
B0_FULL_SERIAL,6,1,8,4,556.864023209
B0_FULL_SERIAL,6,1,8,5,560.768008232
B0_FULL_SERIAL,6,1,8,6,564.70400095
B0_FULL_SERIAL,6,1,8,7,568.607985973
B0_FULL_SERIAL,7,1,8,0,596.095979214
B0_FULL_SERIAL,7,1,8,1,600.000023842
B0_FULL_SERIAL,7,1,8,2,603.904008865
B0_FULL_SERIAL,7,1,8,3,607.840001583
B0_FULL_SERIAL,7,1,8,4,611.743986607
B0_FULL_SERIAL,7,1,8,5,616.064012051
B0_FULL_SERIAL,7,1,8,6,619.967997074
B0_FULL_SERIAL,7,1,8,7,623.903989792
B0_FULL_SERIAL,8,1,8,0,505.248010159
B0_FULL_SERIAL,8,1,8,1,509.184002876
B0_FULL_SERIAL,8,1,8,2,513.119995594
B0_FULL_SERIAL,8,1,8,3,517.023980618
B0_FULL_SERIAL,8,1,8,4,520.959973335
B0_FULL_SERIAL,8,1,8,5,524.864017963
B0_FULL_SERIAL,8,1,8,6,528.768002987
B0_FULL_SERIAL,8,1,8,7,532.703995705
B0_FULL_SERIAL,9,1,8,0,550.368010998
B0_FULL_SERIAL,9,1,8,1,554.271996021
B0_FULL_SERIAL,9,1,8,2,558.175981045
B0_FULL_SERIAL,9,1,8,3,562.111973763
B0_FULL_SERIAL,9,1,8,4,566.016018391
B0_FULL_SERIAL,9,1,8,5,569.952011108
B0_FULL_SERIAL,9,1,8,6,573.855996132
B0_FULL_SERIAL,9,1,8,7,577.759981155
B0_FULL_SERIAL,10,1,8,0,524.511992931
B0_FULL_SERIAL,10,1,8,1,528.415977955
B0_FULL_SERIAL,10,1,8,2,532.351970673
B0_FULL_SERIAL,10,1,8,3,536.288022995
B0_FULL_SERIAL,10,1,8,4,540.192008018
B0_FULL_SERIAL,10,1,8,5,544.031977654
B0_FULL_SERIAL,10,1,8,6,547.967970371
B0_FULL_SERIAL,10,1,8,7,551.872014999
B0_FULL_SERIAL,11,1,8,0,592.6399827
B0_FULL_SERIAL,11,1,8,1,596.575975418
