stage,candidate,shape_id,category,local_rows,K,N,q,window,repetition,strategy,status,correctness,M_global,slice_bytes,release_first_mean_us,release_last_mean_us,done_mean_us,gemm_first_mean_us,gemm_last_mean_us,e2e_mean_us,e2e_p50_us,e2e_p95_us,run_id
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,33554432,2752.97791481,16162.8383255,16164.5080948,2755.14622211,16516.9689751,16518.5867882,16357.3760986,17643.5203552,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep2
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,3,B0_FULL_SERIAL,PASS,1,16384,33554432,15944.2451477,15944.2451477,15945.9091568,15947.6294899,18316.1075974,18317.7185059,18252.7999878,18896.8963623,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep3
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,3,B1_SLICE_SERIAL,PASS,1,16384,33554432,2847.78049946,18425.8597946,18427.5512695,2849.78560448,18785.582695,18787.200737,18686.9754791,19973.1197357,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep3
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,33554432,3512.45120049,16890.5286407,16892.201519,3514.42302227,17244.744339,17246.1985397,17152.0004272,18293.7602997,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep3
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,4,B0_FULL_SERIAL,PASS,1,16384,33554432,15309.8898888,15309.8898888,15311.3856697,15312.8806114,17689.1205978,17690.6284332,17633.2798004,18313.2152557,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep4
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,4,B1_SLICE_SERIAL,PASS,1,16384,33554432,2304.34430599,17645.6748581,17647.2370148,2306.26432419,18005.3299332,18006.8658447,17982.3360443,18670.5913544,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep4
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,33554432,2243.71393681,15416.8857002,15418.4882927,2245.85599899,15773.6934471,15775.2908325,15703.040123,16284.6717834,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep4
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,5,B0_FULL_SERIAL,PASS,1,16384,33554432,16499.5546532,16499.5546532,16501.3869286,16503.0663109,18867.0303345,18868.7929153,18788.351059,20009.9830627,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep5
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,5,B1_SLICE_SERIAL,PASS,1,16384,33554432,3352.02685833,18794.0179825,18795.8189011,3354.0217495,19155.0996399,19156.8812943,19192.8329468,19650.560379,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep5
A,DEFAULT,S5,comm_heavy,4096,4096,1024,8,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,33554432,3422.1363163,16889.2102432,16890.9621048,3424.35838699,17249.710083,17251.4918518,17158.1439972,18058.2408905,stage1_A_DEFAULT_S5_m4096k4096n1024_q8w0_rep5
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,1,B0_FULL_SERIAL,PASS,1,16384,16777216,16983.5334778,16983.5334778,16984.8717499,16986.2642479,19362.399292,19363.7689972,19221.5042114,20336.6394043,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep1
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,1,B1_SLICE_SERIAL,PASS,1,16384,16777216,2570.5785656,19606.5010834,19607.9520416,2572.36800671,19829.1975021,19830.7538605,19835.9031677,20461.5688324,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep1
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,16777216,2609.69087839,17060.8800316,17062.2331047,2611.81312323,17282.5567627,17283.9699554,17244.1596985,17944.5762634,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep1
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,2,B0_FULL_SERIAL,PASS,1,16384,16777216,22645.0630951,22645.0630951,22646.567955,22648.0834579,25023.2175446,25024.7237396,17860.6071472,19298.3036041,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep2
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,2,B1_SLICE_SERIAL,PASS,1,16384,16777216,1883.9814353,18994.1202927,18995.7080841,1885.99040508,19216.9125748,19218.5510254,18464.7674561,19875.8392334,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep2
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,16777216,1297.36063957,15680.1465797,15681.6710091,1299.63135958,15901.6057777,15903.1828117,15862.7195358,17284.0957642,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep2
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,3,B0_FULL_SERIAL,PASS,1,16384,16777216,15615.0828362,15615.0828362,15616.7929077,15618.47229,18012.5024414,18014.1228104,17891.2315369,19306.3049316,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep3
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,3,B1_SLICE_SERIAL,PASS,1,16384,16777216,1249.94432449,18281.6320419,18283.3075333,1251.99231863,18504.307251,18505.8840561,18455.488205,18823.1678009,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep3
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,16777216,6839.03110266,21444.9897766,21446.746769,6841.49851084,21662.2374725,21663.8960838,15961.0881805,17448.9593506,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep3
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,4,B0_FULL_SERIAL,PASS,1,16384,16777216,15428.1831169,15428.1831169,15429.7811127,15431.1942863,17806.2898254,17807.8220749,17777.5993347,18846.7197418,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep4
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,4,B1_SLICE_SERIAL,PASS,1,16384,16777216,1278.13311338,18358.2880402,18359.9028397,1280.15424252,18579.4892883,18581.0456848,18451.4560699,19593.1835175,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep4
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,16777216,1231.33120537,15525.9731483,15527.6237488,1233.56287718,15745.7983589,15747.5187492,15878.1442642,16149.5037079,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep4
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,5,B0_FULL_SERIAL,PASS,1,16384,16777216,15802.9683113,15802.9683113,15804.5504189,15806.3117218,18176.532402,18178.2419968,18013.1835938,19364.8643494,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep5
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,5,B1_SLICE_SERIAL,PASS,1,16384,16777216,1246.49152517,18275.9257507,18277.6167297,1248.52736235,18498.2683563,18500.1729202,18443.2640076,19144.7048187,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep5
A,DEFAULT,S5,comm_heavy,4096,4096,1024,16,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,16384,16777216,1301.92255974,15773.6787987,15775.2339745,1304.28288221,15995.1481056,15996.8070984,15889.4081116,17033.2164764,stage1_A_DEFAULT_S5_m4096k4096n1024_q16w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,1,0,1,B0_FULL_SERIAL,PASS,1,2048,33554432,2703.94302607,2703.94302607,2709.51999426,2711.13534212,3911.40673637,3913.08863163,3458.04810524,6792.19198227,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,1,0,1,B1_SLICE_SERIAL,PASS,1,2048,33554432,2488.0332756,2488.0332756,2489.6691227,2491.30752563,3767.49823093,3769.11613941,3526.6559124,4386.81602478,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,1,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,33554432,2450.19647598,2450.19647598,2451.90272331,2453.45920563,3726.00448608,3727.56097317,3603.45602036,4254.72021103,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,1,0,2,B0_FULL_SERIAL,PASS,1,2048,33554432,3351.07262135,3351.07262135,3352.99966335,3354.90431786,4563.00415516,4564.92416382,4473.85597229,5362.68806458,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,1,0,2,B1_SLICE_SERIAL,PASS,1,2048,33554432,3322.36288071,3322.36288071,3324.26560402,3326.10879421,4582.96639442,4584.80960846,4347.90420532,5155.83992004,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,1,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,33554432,3362.08063126,3362.08063126,3363.89439106,3365.79904556,4631.89311028,4633.67485046,4493.31188202,5137.40777969,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,1,0,3,B0_FULL_SERIAL,PASS,1,2048,33554432,3208.21311712,3208.21311712,3210.09152174,3211.97568655,4414.58558559,4416.40509605,4328.44781876,5104.64000702,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,1,0,3,B1_SLICE_SERIAL,PASS,1,2048,33554432,3287.16928005,3287.16928005,3289.04446602,3290.84671497,4550.46911716,4552.29183197,4392.96007156,5176.32007599,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,1,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,33554432,3261.56736374,3261.56736374,3263.48480701,3265.30750751,4525.21663189,4527.01886654,4446.20800018,5157.88793564,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,1,0,4,B0_FULL_SERIAL,PASS,1,2048,33554432,2461.529603,2461.529603,2463.06305885,2464.51713562,3656.22273922,3657.76319504,3464.1919136,4346.87995911,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,1,0,4,B1_SLICE_SERIAL,PASS,1,2048,33554432,2448.60031605,2448.60031605,2450.10303497,2451.59807682,3727.74782658,3730.43073177,3517.44008064,4435.96792221,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,1,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,33554432,2443.20770741,2443.20770741,2444.66753483,2446.16256714,3724.23743248,3725.69151402,3546.11206055,4370.36800385,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,1,0,5,B0_FULL_SERIAL,PASS,1,2048,33554432,3205.56222916,3205.56222916,3207.38879204,3209.19104576,4396.89791679,4398.60799789,4303.87210846,5506.04820251,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,1,0,5,B1_SLICE_SERIAL,PASS,1,2048,33554432,3233.33311081,3233.33311081,3235.224967,3236.96577549,4523.62176418,4525.38305283,4463.58394623,5166.07999802,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,1,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,33554432,3145.63457489,3145.63457489,3147.50401497,3149.22431946,4432.39869118,4434.18046951,4378.6239624,4890.52820206,stage1_A_DEFAULT_S4_m512k4096n4096_q1w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,2,0,1,B0_FULL_SERIAL,PASS,1,2048,16777216,3479.64161396,3479.64161396,3481.14688873,3482.68289089,4656.93119526,4662.3923111,4494.33612823,5158.91218185,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,2,0,1,B1_SLICE_SERIAL,PASS,1,2048,16777216,2206.77696705,3878.72448921,3880.19649982,2208.74177217,4541.84382439,4543.50271225,4464.64014053,5357.56778717,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,2,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,16777216,2212.1292758,3374.12415504,3375.63263416,2214.15040255,4031.50464058,4032.93827057,3859.45606232,4634.62400436,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,2,0,2,B0_FULL_SERIAL,PASS,1,2048,16777216,3156.39103889,3156.39103889,3158.22975636,3159.90912914,4338.35648537,4340.0281477,4271.10385895,4916.22400284,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,2,0,2,B1_SLICE_SERIAL,PASS,1,2048,16777216,2148.99135113,3802.58879185,3804.32320595,2151.03423834,4469.53408241,4471.35678768,4455.42383194,5007.35998154,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,2,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,16777216,2163.64736319,3245.36960125,3247.12125778,2165.87966919,3902.31742382,3904.03771877,3793.92004013,4699.13578033,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,2,0,3,B0_FULL_SERIAL,PASS,1,2048,16777216,3323.75168324,3323.75168324,3325.68063259,3327.50334263,4522.62976646,4524.47550297,4366.33586884,5377.02417374,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,2,0,3,B1_SLICE_SERIAL,PASS,1,2048,16777216,2253.12639952,3909.09951687,3911.00160122,2255.33695936,4559.84899044,4561.75363064,4338.68789673,5190.65618515,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,2,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,16777216,2049.91808891,3181.91040516,3183.73184681,2052.4371171,3826.57858372,3828.46274376,3634.07993317,4477.95200348,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,2,0,4,B0_FULL_SERIAL,PASS,1,2048,16777216,2994.63169098,2994.63169098,2996.46337271,2998.28608274,4198.19329262,4200.02881527,4131.84022903,5173.24781418,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,2,0,4,B1_SLICE_SERIAL,PASS,1,2048,16777216,1983.56991053,3641.55521393,3643.41121674,1985.55455923,4297.23519802,4299.09887791,4271.10385895,4612.09583282,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,2,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,16777216,2031.67553186,3103.23328018,3104.96896744,2034.25599337,3744.37504292,3746.1158514,3657.72795677,4411.39221191,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,2,0,5,B0_FULL_SERIAL,PASS,1,2048,16777216,2548.23745728,2548.23745728,2549.85729456,2551.33185148,3752.55872726,3754.28350925,3450.88005066,4541.44001007,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,2,0,5,B1_SLICE_SERIAL,PASS,1,2048,16777216,1434.14847851,3069.61344242,3071.41952038,1436.04863882,3729.56288815,3731.34464264,3486.72008514,4429.82387543,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,2,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,16777216,1415.12447119,2488.72190475,2490.39935112,1417.21919298,3140.88896275,3142.38400459,2888.70406151,3695.61600685,stage1_A_DEFAULT_S4_m512k4096n4096_q2w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,4,0,1,B0_FULL_SERIAL,PASS,1,2048,8388608,2465.68704605,2465.68704605,2467.39456177,2469.15583611,3661.95840359,3663.73250484,3473.40798378,4726.78422928,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,4,0,1,B1_SLICE_SERIAL,PASS,1,2048,8388608,856.904960871,3622.13568211,3624.03584003,859.089920521,3976.92671299,3978.83134365,3743.74389648,4576.25579834,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,4,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,8388608,836.722561121,2599.20190811,2600.91135979,839.221117496,2939.75488186,2941.55710697,2756.60800934,3470.33596039,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,4,0,2,B0_FULL_SERIAL,PASS,1,2048,8388608,2476.22208118,2476.22208118,2477.72864819,2479.08032417,3670.65792084,3672.05760002,3518.46408844,4199.42378998,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,4,0,2,B1_SLICE_SERIAL,PASS,1,2048,8388608,923.492484093,3737.30049133,3738.88321877,925.304957628,4088.98879051,4090.4633379,3820.54400444,4967.42391586,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,4,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,8388608,851.152642965,2653.47455978,2654.8838377,853.310080767,2994.61184025,2996.02496624,2797.56808281,3776.51190758,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,4,0,3,B0_FULL_SERIAL,PASS,1,2048,8388608,3436.70527458,3436.70527458,3438.5222435,3440.30401468,4621.07075214,4622.84290791,4438.01593781,5716.9919014,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,4,0,3,B1_SLICE_SERIAL,PASS,1,2048,8388608,993.415037394,3748.02494526,3749.64929104,995.374079943,4101.82335377,4103.44130039,4057.08789825,5072.83210754,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,4,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,8388608,1578.57471704,3382.95679092,3384.66496468,1580.97088456,3730.2035141,3731.98526382,3634.17601585,4430.78422546,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,4,0,4,B0_FULL_SERIAL,PASS,1,2048,8388608,3032.09726334,3032.09726334,3033.79839659,3035.62111616,4231.37406826,4233.12768459,4126.71995163,4934.65614319,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,4,0,4,B1_SLICE_SERIAL,PASS,1,2048,8388608,1627.84512281,4288.4141016,4290.22337437,1630.0352025,4645.75617313,4647.49695778,4557.82413483,5304.31985855,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,4,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,8388608,1596.5369606,3279.19935226,3280.89087009,1599.11423683,3623.33695889,3625.03678322,3566.59197807,4108.28781128,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,4,0,5,B0_FULL_SERIAL,PASS,1,2048,8388608,2711.07008457,2711.07008457,2712.6860857,2714.2630434,3917.27679253,3918.81474018,3618.8158989,4758.52823257,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,4,0,5,B1_SLICE_SERIAL,PASS,1,2048,8388608,920.155521631,3719.21023846,3720.77181339,922.076159716,4072.31102943,4073.92895222,3909.63196754,4677.63185501,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,4,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,8388608,913.008002043,2782.81151772,2784.41085815,915.230717659,3120.09856224,3121.73696041,2988.03210258,3637.18390465,stage1_A_DEFAULT_S4_m512k4096n4096_q4w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,8,0,1,B0_FULL_SERIAL,PASS,1,2048,4194304,3271.48223877,3271.48223877,3273.2320118,3275.03423214,4465.81374645,4467.60512829,4403.20014954,6000.63991547,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,8,0,1,B1_SLICE_SERIAL,PASS,1,2048,4194304,1314.71103311,4807.41819382,4809.20573711,1316.9971174,5009.68450546,5011.40480518,4968.44816208,5561.34414673,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,8,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,4194304,1408.34560394,3488.50112915,3490.2803278,1410.78143537,3681.01056099,3682.77182579,3665.92001915,4198.4000206,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,8,0,2,B0_FULL_SERIAL,PASS,1,2048,4194304,3204.39040422,3204.39040422,3206.2227273,3208.08641195,4412.50688553,4414.23423767,4325.37603378,4987.90407181,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,8,0,2,B1_SLICE_SERIAL,PASS,1,2048,4194304,1399.76000428,4759.21343327,4761.00097656,1401.8489629,4961.25440598,4963.05663109,4920.32003403,5405.69591522,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,8,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,4194304,1427.88480401,3486.35456085,3488.10815334,1430.38079619,3678.40830803,3680.08766174,3614.72010612,3976.19199753,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,8,0,3,B0_FULL_SERIAL,PASS,1,2048,4194304,3387.68769264,3387.68769264,3389.58080769,3391.3830471,4601.69469833,4603.61468792,4453.37581635,5342.20790863,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,8,0,3,B1_SLICE_SERIAL,PASS,1,2048,4194304,1297.67232239,4908.4857893,4910.28226852,1300.17023981,5113.23906422,5115.0822401,4980.73577881,5753.8561821,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,8,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,4194304,1322.79872715,3657.9782486,3659.85343933,1325.52255511,3852.97981739,3854.86399174,3599.35998917,4560.8959198,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep3
A,DEFAULT,S4,balanced,512,4096,4096,8,0,4,B0_FULL_SERIAL,PASS,1,2048,4194304,2598.88511658,2598.88511658,2600.39616108,2602.05504417,3798.98688793,3800.56511402,3587.0718956,4383.74376297,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,8,0,4,B1_SLICE_SERIAL,PASS,1,2048,4194304,603.16863656,4236.68033123,4238.26814651,605.11295855,4437.74336338,4439.19747829,4176.89609528,4983.80804062,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,8,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,4194304,630.10112226,2936.08193874,2937.47776031,632.263678312,3128.8428688,3130.35839081,2878.46398354,3792.89603233,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep4
A,DEFAULT,S4,balanced,512,4096,4096,8,0,5,B0_FULL_SERIAL,PASS,1,2048,4194304,2547.28382587,2547.28382587,2548.71743917,2550.27391195,3745.7081604,3747.16800213,3454.97608185,4517.88806915,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,8,0,5,B1_SLICE_SERIAL,PASS,1,2048,4194304,903.287680745,4487.84511566,4489.54113007,905.212804079,4689.36448097,4690.98241806,4575.23202896,5198.84777069,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,8,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,4194304,654.722557068,2933.65761757,2935.35169601,657.158401012,3130.52608013,3132.38976002,2904.06394005,3855.36003113,stage1_A_DEFAULT_S4_m512k4096n4096_q8w0_rep5
A,DEFAULT,S4,balanced,512,4096,4096,16,0,1,B0_FULL_SERIAL,PASS,1,2048,2097152,3000.65213919,3000.65213919,3002.34111071,3004.16383505,4200.39234638,4202.10305691,3790.84801674,5826.56002045,stage1_A_DEFAULT_S4_m512k4096n4096_q16w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,16,0,1,B1_SLICE_SERIAL,PASS,1,2048,2097152,526.436478496,4911.77600861,4913.50467682,528.482558727,5031.22369766,5032.84158707,5028.86390686,5986.3038063,stage1_A_DEFAULT_S4_m512k4096n4096_q16w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,16,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,2097152,764.084481001,3402.67327309,3404.48702812,766.335992813,3519.68703747,3521.26273155,3395.58410645,5059.58414078,stage1_A_DEFAULT_S4_m512k4096n4096_q16w0_rep1
A,DEFAULT,S4,balanced,512,4096,4096,16,0,2,B0_FULL_SERIAL,PASS,1,2048,2097152,2699.72415686,2699.72415686,2701.34079695,2702.85630941,3902.55040169,3904.11071777,3743.74389648,4300.76789856,stage1_A_DEFAULT_S4_m512k4096n4096_q16w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,16,0,2,B1_SLICE_SERIAL,PASS,1,2048,2097152,465.167360306,4849.22883987,4850.84161758,466.995200515,4968.37632179,4970.05568504,4786.17620468,5440.51218033,stage1_A_DEFAULT_S4_m512k4096n4096_q16w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,16,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,2048,2097152,487.694078386,3163.89505386,3165.38113594,489.548160434,3278.69695187,3280.13055801,3018.75209808,3881.98399544,stage1_A_DEFAULT_S4_m512k4096n4096_q16w0_rep2
A,DEFAULT,S4,balanced,512,4096,4096,16,0,3,B0_FULL_SERIAL,PASS,1,2048,2097152,2637.85025358,2637.85025358,2639.32930708,2640.88578463,3854.95678902,3856.57790661,3463.16790581,5042.17576981,stage1_A_DEFAULT_S4_m512k4096n4096_q16w0_rep3
