stage,candidate,shape_id,category,local_rows,K,N,q,window,repetition,strategy,status,correctness,M_global,slice_bytes,release_first_mean_us,release_last_mean_us,done_mean_us,gemm_first_mean_us,gemm_last_mean_us,e2e_mean_us,e2e_p50_us,e2e_p95_us,run_id
A,DEFAULT,S3,balanced_compute,256,8192,8192,4,0,4,B1_SLICE_SERIAL,PASS,1,1024,8388608,1380.11967897,4951.29728317,4953.0156517,1382.03712106,5590.92672348,5592.38081932,5535.74419022,6633.4400177,stage1_A_DEFAULT_S3_m256k8192n8192_q4w0_rep4
A,DEFAULT,S3,balanced_compute,256,8192,8192,4,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,8388608,1333.4931159,3425.85407257,3427.45153904,1335.62304974,4558.10686111,4559.66400623,4470.78418732,5705.72805405,stage1_A_DEFAULT_S3_m256k8192n8192_q4w0_rep4
A,DEFAULT,S3,balanced_compute,256,8192,8192,4,0,5,B0_FULL_SERIAL,PASS,1,1024,8388608,2767.86944389,2767.86944389,2769.4790411,2771.07646942,5051.92959785,5053.59489441,4902.8801918,6054.9120903,stage1_A_DEFAULT_S3_m256k8192n8192_q4w0_rep5
A,DEFAULT,S3,balanced_compute,256,8192,8192,4,0,5,B1_SLICE_SERIAL,PASS,1,1024,8388608,1605.95839262,5214.3340683,5216.0908699,1608.04735661,5849.04576302,5850.86849213,5587.96787262,7162.87994385,stage1_A_DEFAULT_S3_m256k8192n8192_q4w0_rep5
A,DEFAULT,S3,balanced_compute,256,8192,8192,4,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,8388608,1941.95327044,4034.00383472,4035.8265686,1944.50880051,5064.10432816,5065.80414772,4992.000103,5806.04791641,stage1_A_DEFAULT_S3_m256k8192n8192_q4w0_rep5
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,1,B0_FULL_SERIAL,PASS,1,1024,4194304,2850.016644,2850.016644,2851.47968531,2852.93376207,5134.35003281,5135.77344894,5079.04005051,6342.65613556,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep1
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,1,B1_SLICE_SERIAL,PASS,1,1024,4194304,826.553596854,5600.56385994,5601.93406105,828.604157567,5969.05856133,5970.47168732,5887.87221909,7265.2797699,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep1
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,4194304,1442.83008575,4523.48353386,4525.53152561,1444.80192423,5085.63584805,5087.13085175,5043.20001602,6471.48799896,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep1
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,2,B0_FULL_SERIAL,PASS,1,1024,4194304,3136.53182983,3136.53182983,3138.34878445,3140.13053417,5444.49473381,5446.32124901,5283.84017944,6203.39202881,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep2
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,2,B1_SLICE_SERIAL,PASS,1,1024,4194304,1254.04863715,6016.59838676,6018.43262672,1256.32063746,6383.32478523,6385.06558418,6329.34379578,7156.73589706,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep2
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,4194304,1277.76384056,4372.33597279,4374.3801403,1280.42559683,4827.99167156,4829.79391575,4808.70389938,5394.43206787,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep2
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,3,B0_FULL_SERIAL,PASS,1,1024,4194304,2924.6604681,2924.6604681,2926.49215221,2928.35582256,5221.35360718,5223.10012817,4965.37590027,6659.0719223,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep3
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,3,B1_SLICE_SERIAL,PASS,1,1024,4194304,939.331203699,5576.51005745,5578.31614494,941.644158363,5944.2323494,5946.03456497,5755.90419769,7138.20791245,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep3
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,4194304,914.748159647,3960.55616856,3962.66367912,917.533441186,4454.73282337,4456.55551434,4287.4879837,5367.80786514,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep3
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,4,B0_FULL_SERIAL,PASS,1,1024,4194304,3164.38719988,3164.38719988,3166.18112803,3167.98338652,5444.08572197,5445.82717896,5398.52809906,6006.78396225,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep4
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,4,B1_SLICE_SERIAL,PASS,1,1024,4194304,1173.41824114,5813.71263504,5815.5142498,1175.79072356,6182.12672234,6183.8061142,6124.54414368,6721.50421143,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep4
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,4194304,1140.0275135,4175.07775307,4177.08478451,1142.71039784,4709.15584087,4710.81472874,4733.95204544,5168.12801361,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep4
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,5,B0_FULL_SERIAL,PASS,1,1024,4194304,3197.43359327,3197.43359327,3199.08736944,3200.72574854,5504.94140625,5506.60925865,5380.09595871,6775.80785751,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep5
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,5,B1_SLICE_SERIAL,PASS,1,1024,4194304,1202.39744365,5922.61314392,5924.36861992,1204.50688481,6289.42462921,6291.14495277,6228.99198532,7370.71990967,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep5
A,DEFAULT,S3,balanced_compute,256,8192,8192,8,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,4194304,977.918721437,4041.5449667,4043.30304146,980.007683635,4479.13858414,4480.73598862,4449.27978516,4966.40014648,stage1_A_DEFAULT_S3_m256k8192n8192_q8w0_rep5
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,1,B0_FULL_SERIAL,PASS,1,1024,2097152,3229.52577114,3229.52577114,3231.37217522,3233.1129694,5491.70495033,5493.36771011,5451.77602768,5915.64798355,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep1
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,1,B1_SLICE_SERIAL,PASS,1,1024,2097152,1294.85951811,8797.01822281,8798.8339901,1297.21471786,9135.19743919,9136.93822861,9061.37561798,9719.80762482,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep1
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,2097152,2252.6156491,7817.34017372,7818.97409439,2255.15202582,8227.61084557,8229.37214851,7109.63201523,8066.04766846,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep1
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,2,B0_FULL_SERIAL,PASS,1,1024,2097152,3346.7014122,3346.7014122,3348.48958969,3350.27134895,5600.83456993,5602.70270348,5401.59988403,6839.29586411,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep2
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,2,B1_SLICE_SERIAL,PASS,1,1024,2097152,1182.22528756,8662.34940529,8664.12221909,1184.60096627,9000.44477463,9002.12414742,8967.16785431,9507.84015656,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep2
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,2097152,1106.94079399,6724.54721451,6726.53059006,1109.53984112,7127.15650558,7128.85634422,7086.08007431,7643.13602448,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep2
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,3,B0_FULL_SERIAL,PASS,1,1024,2097152,3158.99583817,3158.99583817,3161.01760864,3162.7174449,5466.42365456,5468.19199562,5453.82404327,6065.15216827,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep3
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,3,B1_SLICE_SERIAL,PASS,1,1024,2097152,1202.72576004,8690.52802086,8692.44610786,1204.96192217,9028.7071991,9030.57090759,8941.50352478,9630.72013855,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep3
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,2097152,1180.96000016,6834.7078228,6836.50877953,1183.55775923,7218.84994507,7220.57024956,7109.63201523,7699.4562149,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep3
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,4,B0_FULL_SERIAL,PASS,1,1024,2097152,3106.99841499,3106.99841499,3108.83521557,3110.59649944,5367.64993668,5369.5014286,5280.76791763,6277.12011337,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep4
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,4,B1_SLICE_SERIAL,PASS,1,1024,2097152,1249.58592534,8784.75201607,8786.57214165,1251.83680058,9126.27388,9128.07621002,9015.29598236,9975.80814362,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep4
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,2097152,1221.28256083,6758.39873314,6760.25793076,1223.79712522,7150.13573647,7151.95843697,7161.85617447,7536.64016724,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep4
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,5,B0_FULL_SERIAL,PASS,1,1024,2097152,3175.28513193,3175.28513193,3177.22048759,3179.0022254,5490.08575439,5491.89119339,5342.20790863,6342.65613556,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep5
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,5,B1_SLICE_SERIAL,PASS,1,1024,2097152,1148.43135327,8670.77634811,8672.63612747,1150.51647633,9011.74397469,9013.54625702,8918.01643372,9879.55188751,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep5
A,DEFAULT,S3,balanced_compute,256,8192,8192,16,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,1024,2097152,1060.73280632,6661.60768509,6663.58719826,1063.14687639,7106.38913155,7108.23227882,7106.46390915,7503.87191772,stage1_A_DEFAULT_S3_m256k8192n8192_q16w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,1,B0_FULL_SERIAL,PASS,1,4096,67108864,9770.41284561,9770.41284561,9772.12409973,9773.88550758,18870.9259224,18872.6195526,18750.4634857,20871.1681366,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,1,B1_SLICE_SERIAL,PASS,1,4096,67108864,9332.02629089,9332.02629089,9333.73311996,9335.53533554,18714.7610664,18716.4198685,19025.9208679,20629.5032501,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,67108864,8840.81282616,8840.81282616,8842.66872406,8844.32769775,18266.1523056,18267.8316307,18224.1287231,20701.1833191,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,2,B0_FULL_SERIAL,PASS,1,4096,67108864,7338.84093761,7338.84093761,7340.60218334,7342.38403797,16345.4304314,16347.0930672,14614.5277023,17443.8400269,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,2,B1_SLICE_SERIAL,PASS,1,4096,67108864,5925.89570045,5925.89570045,5927.69087791,5929.37024117,15357.856617,15359.4950104,15095.6802368,17649.6639252,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,67108864,5996.84540749,5996.84540749,5998.48127365,6000.26302338,15433.3504105,15435.091114,15193.0875778,17404.9282074,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,3,B0_FULL_SERIAL,PASS,1,4096,67108864,5782.70332813,5782.70332813,5784.14593697,5785.68191528,14764.0665627,14765.6147957,14572.5440979,16748.544693,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,3,B1_SLICE_SERIAL,PASS,1,4096,67108864,5347.23074913,5347.23074913,5348.91262054,5350.59201241,14942.4659348,14944.0838623,14750.7200241,16342.0162201,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,67108864,5198.73277664,5198.73277664,5200.42880058,5202.02623367,14606.9823837,14608.6617279,14542.8476334,15929.3441772,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,4,B0_FULL_SERIAL,PASS,1,4096,67108864,8400.36220551,8400.36220551,8402.27844238,8404.08057213,17224.2686844,17226.1524773,17492.9924011,19179.5196533,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,4,B1_SLICE_SERIAL,PASS,1,4096,67108864,8720.81150055,8720.81150055,8722.65286446,8724.47547913,18080.9068489,18082.688694,18200.5767822,19518.4631348,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,67108864,9169.14617538,9169.14617538,9170.99967003,9172.80200958,18506.1113167,18507.8522682,18628.6087036,20517.8871155,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,5,B0_FULL_SERIAL,PASS,1,4096,67108864,10113.0124426,10113.0124426,10114.8825741,10116.7052698,19014.4134712,19016.2495041,18777.0881653,21110.7845306,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,5,B1_SLICE_SERIAL,PASS,1,4096,67108864,9558.51332664,9558.51332664,9560.28154373,9562.06337929,18953.4553719,18955.1345444,19068.9277649,21315.5841827,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,1,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,67108864,9249.08286095,9249.08286095,9250.87742805,9252.638731,18736.2488747,18738.0306625,18632.7037811,21646.3356018,stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,1,B0_FULL_SERIAL,PASS,1,4096,33554432,6320.37185192,6320.37185192,6321.83167458,6323.38816166,15386.5101624,15388.2170105,15233.0236435,17911.8080139,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,1,B1_SLICE_SERIAL,PASS,1,4096,33554432,3888.50815296,10629.5193672,10631.0796356,3890.20671844,15482.7711678,15484.450531,15300.6076813,16690.1760101,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,33554432,3824.65343952,5983.79138947,5985.32734871,3826.42943859,13940.4057312,13941.9622993,13807.6162338,15125.4396439,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,2,B0_FULL_SERIAL,PASS,1,4096,33554432,6287.88478374,6287.88478374,6289.60251808,6291.11808777,15400.6662369,15402.3244476,15199.2321014,17139.71138,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,2,B1_SLICE_SERIAL,PASS,1,4096,33554432,3801.84576988,10579.2837906,10580.7590294,3807.49056816,15431.0375023,15432.532444,15372.2877502,16144.3843842,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,33554432,3838.62465382,6011.91681862,6013.57568741,3840.64770222,13974.1510773,13975.7074928,13980.6718826,14798.8481522,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,3,B0_FULL_SERIAL,PASS,1,4096,33554432,5736.76033497,5736.76033497,5738.34430218,5739.85983849,14819.1161919,14820.7736969,14633.9836121,16483.3278656,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,3,B1_SLICE_SERIAL,PASS,1,4096,33554432,3340.83072662,10201.0681152,10202.4985886,3342.49471188,15044.6464348,15046.0801315,14798.8481522,16749.5365143,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,33554432,3532.40961075,5668.18429947,5669.80223656,3534.16831017,13655.4631042,13656.898632,13443.072319,15349.7600555,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,4,B0_FULL_SERIAL,PASS,1,4096,33554432,5566.23935223,5566.23935223,5567.82845974,5569.40543175,14612.7488136,14614.4160652,14571.5198517,16175.1041412,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,4,B1_SLICE_SERIAL,PASS,1,4096,33554432,3397.79201984,10225.6109619,10227.0911789,3399.54814434,15056.664238,15058.0569649,15000.5760193,16434.1754913,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,33554432,3164.72640038,5298.5343647,5300.09085655,3166.5228796,13281.8432236,13283.4201241,13298.6879349,14474.240303,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,5,B0_FULL_SERIAL,PASS,1,4096,33554432,5275.75428009,5275.75428009,5277.46114731,5279.05857563,14411.3600349,14412.8544044,14284.7995758,16043.0088043,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,5,B1_SLICE_SERIAL,PASS,1,4096,33554432,3553.07712078,10343.0162811,10344.5112991,3554.80190754,15155.3869247,15156.8614578,14950.4003525,16883.5201263,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,2,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,33554432,3482.14399815,5640.1798439,5641.75683975,3484.06334877,13730.3526497,13731.9705391,13668.3521271,15019.0076828,stage1_A_DEFAULT_S7_m1024k4096n16384_q2w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,1,B0_FULL_SERIAL,PASS,1,4096,16777216,5240.51389217,5240.51389217,5242.06593513,5243.58142376,14347.7497864,14349.2338943,14241.7917252,15659.0080261,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,1,B1_SLICE_SERIAL,PASS,1,4096,16777216,2009.70368624,12641.8726158,12643.3274078,2011.48032427,15167.9373169,15169.3708611,15197.0243454,16308.1607819,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,16777216,2262.15423822,8553.48418236,8555.16350746,2264.11455393,12911.1769485,12912.774353,12787.7120972,13810.6555939,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,2,B0_FULL_SERIAL,PASS,1,4096,16777216,6018.60351562,6018.60351562,6020.27070999,6021.95002556,14983.9526749,14985.6300545,14529.5362473,16683.9046478,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,2,B1_SLICE_SERIAL,PASS,1,4096,16777216,2706.49535418,13115.2614403,13117.0426369,2708.35903883,15513.8341904,15515.3703117,14836.640358,19384.3193054,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,16777216,2149.67615843,8173.44574928,8174.9817276,2151.62945032,12495.4617882,12496.9773102,12044.2876816,15499.2637634,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,3,B0_FULL_SERIAL,PASS,1,4096,16777216,8785.63715935,8785.63715935,8787.14557648,8788.76348972,17787.3695946,17789.0489197,17709.0568542,20623.3596802,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,3,B1_SLICE_SERIAL,PASS,1,4096,16777216,4381.45152807,14899.4054413,14900.9587669,4383.37281704,17404.6182251,17406.3181114,17633.184433,20586.4963531,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,16777216,5210.03198385,11285.9929371,11287.7132702,5211.99359655,15655.6665993,15657.3049736,16063.4880066,18173.9521027,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,4,B0_FULL_SERIAL,PASS,1,4096,16777216,8932.93307304,8932.93307304,8934.41277504,8936.07172012,18018.3545494,18019.9391747,17975.2960205,20108.2878113,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,4,B1_SLICE_SERIAL,PASS,1,4096,16777216,5523.18528414,16100.0371742,16101.4738655,5525.17184496,18630.1804543,18631.7780495,18566.1449432,20349.9526978,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,4,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,16777216,5734.82753277,11981.3228607,11982.8998375,5736.84802532,16401.7464447,16403.1187248,16390.1443481,18390.0165558,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep4
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,5,B0_FULL_SERIAL,PASS,1,4096,16777216,8979.51611996,8979.51611996,8981.08807087,8982.68541813,18139.0316391,18140.6246185,18076.6716003,20259.8400116,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,5,B1_SLICE_SERIAL,PASS,1,4096,16777216,6071.69860601,16653.7817574,16655.3286934,6073.66080046,19183.6459923,19185.2435684,19206.1443329,21359.6153259,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,4,0,5,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,16777216,5703.55773687,12000.5004501,12001.9749832,5705.55966854,16386.8218231,16388.3575821,16246.7842102,19814.3997192,stage1_A_DEFAULT_S7_m1024k4096n16384_q4w0_rep5
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,1,B0_FULL_SERIAL,PASS,1,4096,8388608,5664.08575535,5664.08575535,5665.63772678,5667.07136154,14747.6620102,14749.237709,14629.8875809,16167.9363251,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,1,B1_SLICE_SERIAL,PASS,1,4096,8388608,1456.20607734,14318.9216423,14320.4722786,1458.08576107,15584.9901009,15586.4032364,15370.2402115,17160.1924896,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,1,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,8388608,36678.5315216,45725.8726883,45727.3478699,36680.5758226,47956.3905716,47957.9273033,13018.1121826,271708.1604,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep1
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,2,B0_FULL_SERIAL,PASS,1,4096,8388608,9307.43552208,9307.43552208,9309.37409878,9311.23775482,18083.1284142,18084.9965477,18295.8087921,20358.1447601,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,2,B1_SLICE_SERIAL,PASS,1,4096,8388608,5880.35840988,18614.9637794,18616.7865562,5882.67075896,19840.8966446,19842.7604294,19908.6074829,22016.0007477,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,2,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,8388608,5772.65662551,14905.0956917,14907.0412445,5775.48032165,16680.6707001,16682.4933052,16694.2710876,18939.9032593,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep2
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,3,B0_FULL_SERIAL,PASS,1,4096,8388608,8288.11973095,8288.11973095,8289.78814602,8291.34462833,17357.5084686,17359.0489578,17869.8234558,19343.3609009,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,3,B1_SLICE_SERIAL,PASS,1,4096,8388608,1444.22144055,14279.7452927,14281.2703705,1446.32960439,15551.2377167,15552.8761292,15385.60009,17116.1594391,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,3,B2_SLICE_EVENT_OVERLAP,PASS,1,4096,8388608,1546.15359545,10649.1244698,10650.7833862,1548.58688116,12927.60252,12929.2000389,12687.3598099,14174.1437912,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep3
A,DEFAULT,S7,compute_heavy,1024,4096,16384,8,0,4,B0_FULL_SERIAL,PASS,1,4096,8388608,9571.32673264,9571.32673264,9573.22814465,9575.05089283,18388.8523865,18390.7897568,18373.632431,19997.6959229,stage1_A_DEFAULT_S7_m1024k4096n16384_q8w0_rep4
