strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,3,16,0,1622.87998199
B0_FULL_SERIAL,0,3,16,1,1626.3999939
B0_FULL_SERIAL,0,3,16,2,1629.9200058
B0_FULL_SERIAL,0,3,16,3,1633.4400177
B0_FULL_SERIAL,0,3,16,4,1636.9600296
B0_FULL_SERIAL,0,3,16,5,1640.4800415
B0_FULL_SERIAL,0,3,16,6,1644.22404766
B0_FULL_SERIAL,0,3,16,7,1647.74405956
B0_FULL_SERIAL,0,3,16,8,1651.26395226
B0_FULL_SERIAL,0,3,16,9,1654.78396416
B0_FULL_SERIAL,0,3,16,10,1658.30397606
B0_FULL_SERIAL,0,3,16,11,1661.82398796
B0_FULL_SERIAL,0,3,16,12,1665.34399986
B0_FULL_SERIAL,0,3,16,13,1668.86401176
B0_FULL_SERIAL,0,3,16,14,1672.41597176
B0_FULL_SERIAL,0,3,16,15,1675.93598366
B0_FULL_SERIAL,1,3,16,0,2427.20007896
B0_FULL_SERIAL,1,3,16,1,2430.72009087
B0_FULL_SERIAL,1,3,16,2,2434.30399895
B0_FULL_SERIAL,1,3,16,3,2437.82401085
B0_FULL_SERIAL,1,3,16,4,2441.79201126
B0_FULL_SERIAL,1,3,16,5,2445.34397125
B0_FULL_SERIAL,1,3,16,6,2448.89593124
B0_FULL_SERIAL,1,3,16,7,2452.44789124
B0_FULL_SERIAL,1,3,16,8,2456.00008965
B0_FULL_SERIAL,1,3,16,9,2459.52010155
B0_FULL_SERIAL,1,3,16,10,2463.04011345
B0_FULL_SERIAL,1,3,16,11,2466.59207344
B0_FULL_SERIAL,1,3,16,12,2470.14403343
B0_FULL_SERIAL,1,3,16,13,2473.59991074
B0_FULL_SERIAL,1,3,16,14,2477.15210915
B0_FULL_SERIAL,1,3,16,15,2480.864048
B0_FULL_SERIAL,2,3,16,0,2462.94403076
B0_FULL_SERIAL,2,3,16,1,2466.46404266
B0_FULL_SERIAL,2,3,16,2,2469.98405457
B0_FULL_SERIAL,2,3,16,3,2473.53601456
B0_FULL_SERIAL,2,3,16,4,2477.05602646
