case_id,mode,rank,npes,epoch,slot,payload_bytes,issue_to_comm_stream_complete_us,issue_to_release_us,issue_to_checked_us,checksum_mismatches,iteration_status
A3_credit_slot4_1M,put_signal,1,4,1,0,1048576,136.480,194.208,431.072,0,PASS
A3_credit_slot4_1M,put_signal,1,4,2,1,1048576,74.784,86.432,116.192,0,PASS
A3_credit_slot4_1M,put_signal,1,4,3,2,1048576,66.784,78.176,106.624,0,PASS
A3_credit_slot4_1M,put_signal,1,4,4,3,1048576,80.576,92.000,120.992,0,PASS
A3_credit_slot4_1M,put_signal,1,4,5,0,1048576,90.208,101.632,130.016,0,PASS
A3_credit_slot4_1M,put_signal,1,4,6,1,1048576,60.864,72.320,100.832,0,PASS
A3_credit_slot4_1M,put_signal,1,4,7,2,1048576,76.928,88.352,117.344,0,PASS
A3_credit_slot4_1M,put_signal,1,4,8,3,1048576,66.304,78.016,106.720,0,PASS
A3_credit_slot4_1M,put_signal,1,4,9,0,1048576,55.616,67.040,95.616,0,PASS
A3_credit_slot4_1M,put_signal,1,4,10,1,1048576,57.280,69.120,98.240,0,PASS
A3_credit_slot4_1M,put_signal,1,4,11,2,1048576,56.160,67.392,95.872,0,PASS
A3_credit_slot4_1M,put_signal,1,4,12,3,1048576,64.064,75.520,104.320,0,PASS
A3_credit_slot4_1M,put_signal,1,4,13,0,1048576,56.576,68.000,96.512,0,PASS
A3_credit_slot4_1M,put_signal,1,4,14,1,1048576,55.616,67.040,95.744,0,PASS
A3_credit_slot4_1M,put_signal,1,4,15,2,1048576,72.224,83.680,112.672,0,PASS
A3_credit_slot4_1M,put_signal,1,4,16,3,1048576,63.872,75.296,104.032,0,PASS
A3_credit_slot4_1M,put_signal,1,4,17,0,1048576,69.440,80.896,109.536,0,PASS
A3_credit_slot4_1M,put_signal,1,4,18,1,1048576,53.312,64.768,93.312,0,PASS
A3_credit_slot4_1M,put_signal,1,4,19,2,1048576,56.640,68.064,96.640,0,PASS
A3_credit_slot4_1M,put_signal,1,4,20,3,1048576,57.984,69.184,97.856,0,PASS
A3_credit_slot4_1M,put_signal,1,4,21,0,1048576,64.064,75.488,104.320,0,PASS
A3_credit_slot4_1M,put_signal,1,4,22,1,1048576,66.400,77.600,106.048,0,PASS
A3_credit_slot4_1M,put_signal,1,4,23,2,1048576,70.688,82.112,110.880,0,PASS
