case_id,mode,rank,npes,epoch,slot,payload_bytes,issue_to_comm_stream_complete_us,issue_to_release_us,issue_to_checked_us,checksum_mismatches,iteration_status
A2_put_signal_quiet_64M,put_signal,3,4,1,0,67108864,2436.864,2463.616,2785.952,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,2,0,67108864,2332.800,2345.856,2659.168,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,3,0,67108864,2334.272,2346.208,2658.880,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,4,0,67108864,2331.968,2344.096,2657.056,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,5,0,67108864,2320.064,2332.192,2645.888,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,6,0,67108864,2329.504,2341.120,2654.336,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,7,0,67108864,2342.560,2354.528,2667.328,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,8,0,67108864,2337.696,2357.984,2671.424,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,9,0,67108864,2329.664,2341.632,2654.752,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,10,0,67108864,2327.424,2339.296,2652.544,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,11,0,67108864,2331.744,2343.712,2656.768,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,12,0,67108864,2326.560,2339.072,2651.968,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,13,0,67108864,2326.080,2337.792,2651.136,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,14,0,67108864,2323.776,2335.712,2649.184,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,15,0,67108864,2334.368,2346.336,2659.520,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,16,0,67108864,2331.744,2343.968,2657.120,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,17,0,67108864,2323.424,2335.456,2648.704,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,18,0,67108864,2336.416,2348.352,2661.664,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,19,0,67108864,2381.664,2393.984,2707.392,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,20,0,67108864,2322.112,2333.792,2647.168,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,21,0,67108864,2316.640,2335.520,2648.992,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,22,0,67108864,2337.088,2348.960,2662.144,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,23,0,67108864,2321.024,2333.120,2646.176,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,24,0,67108864,2321.088,2333.408,2646.688,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,25,0,67108864,2334.336,2346.336,2659.296,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,26,0,67108864,2351.808,2363.744,2676.928,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,27,0,67108864,2319.872,2339.328,2652.512,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,28,0,67108864,2324.160,2336.320,2649.600,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,29,0,67108864,2313.568,2327.392,2640.416,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,30,0,67108864,2329.536,2341.696,2655.072,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,31,0,67108864,2328.960,2340.640,2654.432,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,32,0,67108864,2310.400,2339.840,2653.216,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,33,0,67108864,2317.216,2332.192,2645.088,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,34,0,67108864,2327.360,2339.296,2652.320,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,35,0,67108864,2328.960,2340.672,2654.048,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,36,0,67108864,2315.776,2339.424,2652.416,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,37,0,67108864,2383.168,2394.944,2707.680,0,PASS
A2_put_signal_quiet_64M,put_signal,3,4,38,0,67108864,2318.208,2335.104,2648.512,0,PASS
