run_id,platform_id,device_model,gfx_arch,rank_count,path,family,candidate,M,N,K,q,slice_bytes,warmup,iters,verify_every,window_mult,dush_quiet,abs_tolerance,rel_tolerance,requested_nccl_algo,requested_nccl_proto,requested_nccl_min_channels,requested_nccl_max_channels,status,rank_failure_count
PHASEB_formal_comm_C2_RING_SIMPLE_CH8_N4096_q16_rep5,RTX4090,"NVIDIA A800-SXM4-80GB",sm_89,4,COMM_ONLY,NCCL,C2_RING_SIMPLE_CH8,2048,4096,2048,16,1048576,20,80,1,1,0,0.01,0.0001,Ring,Simple,8,8,PASS,0
