case_id,mode,rank,npes,epoch,slot,payload_bytes,issue_to_comm_stream_complete_us,issue_to_release_us,issue_to_checked_us,checksum_mismatches,iteration_status
A4_fcollect_1M,fcollect,3,4,1,0,1048576,47911.968,47916.321,47941.982,0,PASS
A4_fcollect_1M,fcollect,3,4,2,0,1048576,117.248,121.376,135.680,0,PASS
A4_fcollect_1M,fcollect,3,4,3,0,1048576,80.416,84.224,98.400,0,PASS
A4_fcollect_1M,fcollect,3,4,4,0,1048576,93.984,97.856,110.816,0,PASS
A4_fcollect_1M,fcollect,3,4,5,0,1048576,89.568,93.504,107.680,0,PASS
A4_fcollect_1M,fcollect,3,4,6,0,1048576,78.432,82.304,95.552,0,PASS
A4_fcollect_1M,fcollect,3,4,7,0,1048576,81.344,85.184,98.400,0,PASS
A4_fcollect_1M,fcollect,3,4,8,0,1048576,79.648,83.680,96.640,0,PASS
A4_fcollect_1M,fcollect,3,4,9,0,1048576,81.152,84.992,99.072,0,PASS
A4_fcollect_1M,fcollect,3,4,10,0,1048576,80.896,84.768,98.880,0,PASS
A4_fcollect_1M,fcollect,3,4,11,0,1048576,80.448,84.192,98.304,0,PASS
A4_fcollect_1M,fcollect,3,4,12,0,1048576,85.632,89.408,103.488,0,PASS
A4_fcollect_1M,fcollect,3,4,13,0,1048576,84.928,89.088,103.168,0,PASS
A4_fcollect_1M,fcollect,3,4,14,0,1048576,92.352,96.384,110.496,0,PASS
A4_fcollect_1M,fcollect,3,4,15,0,1048576,137.632,141.472,155.584,0,PASS
A4_fcollect_1M,fcollect,3,4,16,0,1048576,90.496,94.272,108.544,0,PASS
A4_fcollect_1M,fcollect,3,4,17,0,1048576,76.608,80.704,94.752,0,PASS
A4_fcollect_1M,fcollect,3,4,18,0,1048576,79.296,83.136,97.696,0,PASS
A4_fcollect_1M,fcollect,3,4,19,0,1048576,81.376,85.216,99.232,0,PASS
A4_fcollect_1M,fcollect,3,4,20,0,1048576,87.808,91.648,105.792,0,PASS
A4_fcollect_1M,fcollect,3,4,21,0,1048576,79.232,83.104,97.248,0,PASS
A4_fcollect_1M,fcollect,3,4,22,0,1048576,81.344,85.184,99.296,0,PASS
A4_fcollect_1M,fcollect,3,4,23,0,1048576,80.800,84.640,97.856,0,PASS
A4_fcollect_1M,fcollect,3,4,24,0,1048576,81.120,84.992,99.136,0,PASS
A4_fcollect_1M,fcollect,3,4,25,0,1048576,80.064,83.936,98.080,0,PASS
A4_fcollect_1M,fcollect,3,4,26,0,1048576,81.664,85.408,100.160,0,PASS
A4_fcollect_1M,fcollect,3,4,27,0,1048576,80.832,84.672,97.696,0,PASS
