run_id,timestamp_utc,host,gpu_model,rank_count,dtype,M,N,K,collective,q,slice_bytes,backend,strategy,transport_hint,warmup,iterations,status,correctness,max_abs_error,max_rel_error,release_first_mean_us,release_first_p50_us,release_first_p95_us,release_last_mean_us,done_mean_us,done_p50_us,done_p95_us,gemm_first_mean_us,gemm_last_mean_us,e2e_mean_us,e2e_p50_us,e2e_p95_us,log_path
preflight2gpu_q2,2026-09-02T08:43:35Z,cs-25097-447d4-server,NVIDIA GeForce RTX 4090,2,fp32,256,128,128,AllGather-GEMM,2,65536,NCCL,B0_FULL_SERIAL,UNSPECIFIED,3,5,PASS,1,0,0,56.0512013733,49.1520017385,95.2320024371,56.0512013733,57.6896004379,51.1999987066,96.2560027838,59.5328010619,67.7248001099,69.3631991744,62.4639987946,107.519999146,results/preflight2gpu_q2/rank{rank}.log
preflight2gpu_q2,2026-09-02T08:43:35Z,cs-25097-447d4-server,NVIDIA GeForce RTX 4090,2,fp32,256,128,128,AllGather-GEMM,2,65536,NCCL,B1_SLICE_SERIAL,UNSPECIFIED,3,5,PASS,1,0,0,41.7407996953,43.0079996586,46.0800006986,79.2255982757,81.2671989202,80.8959975839,87.8719985485,43.6096005142,90.2784004807,92.3264011741,92.1600013971,99.1360023618,results/preflight2gpu_q2/rank{rank}.log
preflight2gpu_q2,2026-09-02T08:43:35Z,cs-25097-447d4-server,NVIDIA GeForce RTX 4090,2,fp32,256,128,128,AllGather-GEMM,2,65536,NCCL,B2_SLICE_EVENT_OVERLAP,UNSPECIFIED,3,5,PASS,1,0,0,43.9231999218,43.7440015376,53.2479993999,82.8863993287,85.2927997708,79.5840024948,111.616000533,46.1759999394,94.1120013595,96.1472004652,91.8719992042,122.879996896,results/preflight2gpu_q2/rank{rank}.log
