run_id,timestamp_utc,status,rank_count,local_rows,M,N,K,q,warmup,iterations,backend,gpu_model,transport_hint,raw_rank_csv,raw_global_csv,summary_csv,rank_log_pattern,window
w8_S5_q16_rep3,2026-09-03T04:59:52Z,PASS,4,4096,16384,1024,4096,16,20,50,NCCL,NVIDIA A800-SXM4-80GB,UNSPECIFIED,raw_rank{rank}.csv,raw_global_samples.csv,summary.csv,rank{rank}.log,8
