strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,3,16,0,441.215991974
B0_FULL_SERIAL,0,3,16,1,444.736003876
B0_FULL_SERIAL,0,3,16,2,448.352009058
B0_FULL_SERIAL,0,3,16,3,451.903998852
B0_FULL_SERIAL,0,3,16,4,455.424010754
B0_FULL_SERIAL,0,3,16,5,458.976000547
B0_FULL_SERIAL,0,3,16,6,462.527990341
B0_FULL_SERIAL,0,3,16,7,466.304004192
B0_FULL_SERIAL,0,3,16,8,469.88800168
B0_FULL_SERIAL,0,3,16,9,473.408013582
B0_FULL_SERIAL,0,3,16,10,476.927995682
B0_FULL_SERIAL,0,3,16,11,480.448007584
B0_FULL_SERIAL,0,3,16,12,483.999997377
B0_FULL_SERIAL,0,3,16,13,487.872004509
B0_FULL_SERIAL,0,3,16,14,491.391986609
B0_FULL_SERIAL,0,3,16,15,494.91199851
B0_FULL_SERIAL,1,3,16,0,504.960000515
B0_FULL_SERIAL,1,3,16,1,508.512020111
B0_FULL_SERIAL,1,3,16,2,512.031972408
B0_FULL_SERIAL,1,3,16,3,515.55198431
B0_FULL_SERIAL,1,3,16,4,519.1360116
B0_FULL_SERIAL,1,3,16,5,522.656023502
B0_FULL_SERIAL,1,3,16,6,526.1759758
B0_FULL_SERIAL,1,3,16,7,529.695987701
B0_FULL_SERIAL,1,3,16,8,533.215999603
B0_FULL_SERIAL,1,3,16,9,536.736011505
B0_FULL_SERIAL,1,3,16,10,540.287971497
B0_FULL_SERIAL,1,3,16,11,543.807983398
B0_FULL_SERIAL,1,3,16,12,547.295987606
B0_FULL_SERIAL,1,3,16,13,550.815999508
B0_FULL_SERIAL,1,3,16,14,554.33601141
B0_FULL_SERIAL,1,3,16,15,558.207988739
B0_FULL_SERIAL,2,3,16,0,705.056011677
B0_FULL_SERIAL,2,3,16,1,708.607971668
B0_FULL_SERIAL,2,3,16,2,712.159991264
B0_FULL_SERIAL,2,3,16,3,715.807974339
