shape,q,window,rep,iteration,t_release_first_us,e2e_us,t_done_us
S6,2,0,3,30,3466.2399292,6604.8002243,5362.68806458
S6,2,0,3,31,3323.04000854,6380.54418564,5130.23996353
S6,2,0,3,32,3563.51995468,6660.09616852,5421.05579376
S6,2,0,3,33,3429.37588692,6500.35190582,5261.3120079
S6,2,0,3,34,3294.20804977,6342.65613556,5092.35191345
S6,2,0,3,35,3675.13608932,6697.9842186,5464.06412125
S6,2,0,3,36,3308.54392052,6375.42390823,5126.14393234
S6,2,0,3,37,3609.60006714,6677.50406265,5438.46416473
S6,2,0,3,38,3314.6879673,6376.44815445,5125.12016296
S6,2,0,3,39,3486.72008514,6556.67209625,5303.29608917
S6,2,0,3,40,4585.47210693,7656.44788742,6403.07188034
S6,2,0,3,41,3241.08791351,6309.88788605,5056.51187897
S6,2,0,3,42,3243.93606186,6299.55196381,5064.60809708
S6,2,0,3,43,3581.98404312,6772.73607254,5513.21601868
S6,2,0,3,44,3595.26395798,6719.48814392,5480.44776917
S6,2,0,3,45,3406.94403648,6509.56821442,5268.47982407
S6,2,0,3,46,3169.31200027,6261.72780991,5022.68791199
S6,2,0,3,47,3513.34404945,6642.68779755,5400.57611465
S6,2,0,3,48,4250.62417984,7305.21583557,6056.9601059
S6,2,0,3,49,3487.83993721,6599.6799469,5346.30393982
S6,2,0,4,0,3120.12791634,6451.20000839,5190.65618515
S6,2,0,4,1,3122.17593193,6539.26420212,5276.67188644
S6,2,0,4,2,3265.8560276,6618.11208725,5357.56778717
S6,2,0,4,3,2778.11193466,6161.40794754,4897.79186249
S6,2,0,4,4,2960.38389206,6356.99176788,5095.42417526
S6,2,0,4,5,5579.77581024,8932.35206604,7668.73598099
S6,2,0,4,6,3373.05593491,6684.67187881,5425.15182495
S6,2,0,4,7,3172.35207558,6496.25587463,5235.71205139
S6,2,0,4,8,3222.39995003,6792.06418991,5528.44810486
S6,2,0,4,9,3079.16808128,6491.13607407,5229.56800461
S6,2,0,4,10,2918.40004921,6301.69582367,5044.2237854
S6,2,0,4,11,2799.6160984,6319.10419464,5056.51187897
S6,2,0,4,12,3237.88809776,6825.98400116,5556.22386932
S6,2,0,4,13,3406.8479538,6720.5119133,5458.94384384
S6,2,0,4,14,3182.84797668,6538.17605972,5275.58422089
S6,2,0,4,15,3024.76811409,6429.56781387,5173.183918
S6,2,0,4,16,3276.79991722,6644.73581314,5386.24000549
S6,2,0,4,17,3210.23988724,6780.92813492,5515.26403427
S6,2,0,4,18,3280.83205223,6657.98377991,5396.41618729
S6,2,0,4,19,2576.28798485,5937.05606461,4673.43997955
S6,2,0,4,20,3212.57591248,6629.3759346,5368.83211136
S6,2,0,4,21,3028.12790871,6436.86389923,5176.32007599
S6,2,0,4,22,2956.28809929,6242.30384827,4984.83181
S6,2,0,4,23,3152.89592743,6559.74388123,5296.12779617
S6,2,0,4,24,3227.64801979,6635.51998138,5372.92814255
S6,2,0,4,25,3258.49604607,6624.25613403,5366.78409576
S6,2,0,4,26,3086.33589745,6493.18408966,5233.6640358
S6,2,0,4,27,3284.9919796,6643.71204376,5379.07218933
S6,2,0,4,28,2932.73591995,6302.72006989,5039.10398483
S6,2,0,4,29,3115.00811577,6516.73603058,5253.11994553
S6,2,0,4,30,3213.31191063,6798.33602905,5547.00803757
S6,2,0,4,31,3255.13601303,6623.07214737,5359.45606232
S6,2,0,4,32,3056.63990974,6463.48810196,5202.94380188
S6,2,0,4,33,3238.17610741,6596.60816193,5332.99207687
S6,2,0,4,34,3012.6080513,6421.50402069,5160.96019745
S6,2,0,4,35,3201.9200325,6759.2959404,5496.70410156
S6,2,0,4,36,3075.07205009,6471.68016434,5212.16011047
S6,2,0,4,37,3143.90397072,6549.50380325,5285.88819504
S6,2,0,4,38,3275.77590942,6669.31200027,5423.10380936
S6,2,0,4,39,3235.84008217,6817.79193878,5552.12783813
S6,2,0,4,40,2953.37605476,6368.25609207,5105.6637764
S6,2,0,4,41,3159.03997421,6529.98399734,5280.70402145
S6,2,0,4,42,2846.71998024,6218.75190735,4956.16006851
S6,2,0,4,43,3166.20802879,6530.04789352,5267.45605469
S6,2,0,4,44,3160.28809547,6510.5919838,5249.02391434
S6,2,0,4,45,3081.18391037,6487.00809479,5223.39200974
S6,2,0,4,46,2885.6959343,6270.97606659,5010.43176651
S6,2,0,4,47,3021.6319561,6508.35180283,5248.8322258
S6,2,0,4,48,3148.79989624,6738.94405365,5474.30419922
S6,2,0,4,49,2893.82410049,6252.54392624,4989.9520874
S6,2,0,5,0,2202.62408257,5252.09617615,4000.76818466
S6,2,0,5,1,2143.23210716,5220.35217285,3967.99993515
S6,2,0,5,2,2265.08808136,5363.71183395,4112.38384247
S6,2,0,5,3,2237.40792274,5289.98422623,4037.63198853
S6,2,0,5,4,2290.68803787,5416.95976257,4162.55998611
S6,2,0,5,5,2137.08806038,5194.75221634,3945.47200203
S6,2,0,5,6,2900.99191666,6281.21614456,5019.6480751
S6,2,0,5,7,2257.92002678,5356.54401779,4103.16801071
S6,2,0,5,8,2132.99202919,5209.08784866,3958.78410339
S6,2,0,5,9,2185.21595001,5269.50407028,4014.08004761
S6,2,0,5,10,2352.12802887,5466.11213684,4213.75989914
S6,2,0,5,11,2180.09591103,5309.44013596,4056.06412888
S6,2,0,5,12,2176.19204521,5282.81593323,4031.48794174
S6,2,0,5,13,126278.656006,129711.105347,128539.642334
S6,2,0,5,14,2163.71202469,5100.54397583,3970.04795074
S6,2,0,5,15,2874.36795235,6168.41602325,4997.9839325
S6,2,0,5,16,2210.81590652,5194.68784332,4036.60821915
S6,2,0,5,17,2243.58391762,5300.22382736,4135.93578339
S6,2,0,5,18,2228.22403908,5215.23189545,4061.12003326
S6,2,0,5,19,2244.60792542,5194.75221634,4074.49579239
S6,2,0,5,20,2235.39209366,5177.34384537,4019.19984818
S6,2,0,5,21,2163.71202469,5109.75980759,3963.90390396
S6,2,0,5,22,2228.22403908,5240.83185196,4076.54380798
S6,2,0,5,23,2225.15201569,5168.12801361,4014.08004761
S6,2,0,5,24,2229.24804688,5310.46390533,4068.35222244
S6,2,0,5,25,2191.3599968,5317.63219833,4056.06412888
S6,2,0,5,26,2208.76789093,5285.88819504,4033.53595734
S6,2,0,5,27,2170.88007927,5229.56800461,3977.21600533
S6,2,0,5,28,2153.50389481,5252.09617615,3999.74393845
S6,2,0,5,29,2220.0319767,5297.15204239,4048.89583588
S6,2,0,5,30,2207.74388313,5272.57585526,4020.22409439
S6,2,0,5,31,2223.072052,5310.43195724,4060.12821198
S6,2,0,5,32,2245.63193321,5342.20790863,4089.85614777
S6,2,0,5,33,2146.30389214,5207.03983307,3952.64005661
S6,2,0,5,34,2151.42393112,5229.56800461,3977.21600533
S6,2,0,5,35,2213.05608749,5234.68780518,4039.68000412
S6,2,0,5,36,2227.20003128,5289.98422623,4039.68000412
S6,2,0,5,37,2306.04791641,5414.91222382,4158.46395493
S6,2,0,5,38,2265.08808136,5363.71183395,4111.36007309
S6,2,0,5,39,2264.06407356,5356.54401779,4103.16801071
S6,2,0,5,40,2210.81590652,5350.39997101,4099.07197952
S6,2,0,5,41,2294.78406906,5397.50385284,4144.12784576
S6,2,0,5,42,2546.68807983,5653.50389481,4400.12788773
S6,2,0,5,43,2823.16803932,6161.40794754,4956.16006851
S6,2,0,5,44,2148.35190773,5223.42395782,3970.04795074
S6,2,0,5,45,2181.11991882,5227.51998901,3978.24001312
S6,2,0,5,46,2267.13609695,5351.42421722,4099.07197952
S6,2,0,5,47,2275.32792091,5388.28802109,4132.86399841
S6,2,0,5,48,3548.32005501,6953.95183563,5693.40801239
S6,2,0,5,49,2581.50410652,6255.61618805,5026.81589127
S3,16,0,1,0,300.031989813,6733.82377625,6116.3520813
S3,16,0,1,1,1171.45597935,7059.45587158,6595.58391571
S3,16,0,1,2,965.632021427,6864.89582062,6394.87981796
S3,16,0,1,3,1309.72802639,7402.49586105,6792.19198227
S3,16,0,1,4,1297.40798473,7154.68788147,6653.95212173
S3,16,0,1,5,842.751979828,6815.74392319,6349.82395172
S3,16,0,1,6,1253.50403786,7157.76014328,6690.8159256
S3,16,0,1,7,1159.16800499,7246.84810638,6621.18387222
S3,16,0,1,8,1262.59195805,7171.07200623,6703.10401917
S3,16,0,1,9,1309.69595909,7642.11177826,7304.19206619
S3,16,0,1,10,1545.21596432,7473.15216064,6992.89608002
S3,16,0,1,11,1190.91200829,7073.79198074,6597.6319313
S3,16,0,1,12,1741.72794819,8081.31217957,7746.46377563
S3,16,0,1,13,1081.34400845,6998.01588058,6531.07213974
S3,16,0,1,14,1299.45600033,7136.25621796,6632.44819641
S3,16,0,1,15,1129.4080019,7608.25586319,7273.4079361
S3,16,0,1,16,1213.43994141,7119.8720932,6653.95212173
S3,16,0,1,17,828.415989876,6781.9519043,6312.96014786
S3,16,0,1,18,1239.04001713,7175.16803741,6695.936203
S3,16,0,1,19,1523.71203899,7463.93585205,7128.06415558
S3,16,0,1,20,1137.66396046,7037.95194626,6565.88792801
S3,16,0,1,21,1171.45597935,7054.33607101,6578.17602158
S3,16,0,1,22,1311.74397469,7608.32023621,7138.30423355
S3,16,0,1,23,1200.12795925,7109.63201523,6641.66402817
S3,16,0,1,24,1133.56804848,7065.59991837,6596.60816193
S3,16,0,1,25,53879.8065186,60418.0488586,60082.1762085
S3,16,0,1,26,1091.58396721,6935.55212021,6600.70419312
S3,16,0,1,27,713.728010654,6557.66391754,6184.95988846
S3,16,0,1,28,1257.47203827,6991.8718338,6661.1199379
S3,16,0,1,29,1554.43203449,7436.28787994,7105.53598404
S3,16,0,1,30,1250.30398369,7049.21579361,6720.5119133
S3,16,0,1,31,1053.69603634,6859.77602005,6509.56821442
S3,16,0,1,32,1034.2400074,7006.20794296,6676.47981644
S3,16,0,1,33,1428.48002911,7247.87187576,6917.11997986
S3,16,0,1,34,1236.99200153,7012.35198975,6681.60009384
S3,16,0,1,35,1366.01603031,7142.3997879,6810.62412262
S3,16,0,1,36,1317.88802147,7063.55190277,6734.84802246
S3,16,0,1,37,1155.0719738,6973.44017029,6606.84776306
S3,16,0,1,38,1288.19203377,7696.38395309,7366.65582657
S3,16,0,1,39,1044.47996616,6817.79193878,6488.06381226
S3,16,0,1,40,1012.73596287,6843.39189529,6505.47218323
S3,16,0,1,41,957.440018654,6732.80000687,6401.02386475
S3,16,0,1,42,1580.031991,7441.40815735,6981.63223267
S3,16,0,1,43,1003.5200119,7180.28783798,6850.56018829
S3,16,0,1,44,1524.73604679,7282.68814087,6951.93576813
S3,16,0,1,45,1250.30398369,6996.99211121,6665.21596909
S3,16,0,1,46,1223.68001938,7519.23179626,7183.36009979
S3,16,0,1,47,1315.84000587,7117.82407761,6788.09595108
S3,16,0,1,48,1257.47203827,7043.07222366,6712.31985092
S3,16,0,1,49,1213.43994141,8066.04766846,7454.72002029
S3,16,0,2,0,245.631992817,6335.3600502,5803.00807953
S3,16,0,2,1,1217.5359726,7135.23197174,6663.16795349
S3,16,0,2,2,766.975998878,6660.09616852,6326.2720108
S3,16,0,2,3,1187.83998489,7116.79983139,6723.58417511
S3,16,0,2,4,1043.45595837,7320.57619095,6986.75203323
S3,16,0,2,5,1107.96797276,7047.16777802,6578.17602158
S3,16,0,2,6,665.600001812,6699.96786118,6211.58409119
S3,16,0,2,7,1254.40001488,7195.64819336,6731.77623749
S3,16,0,2,8,1300.48000813,7523.32782745,7189.50414658
S3,16,0,2,9,1490.9440279,7300.096035,6962.1758461
S3,16,0,2,10,732.159972191,6751.23214722,6416.38422012
S3,16,0,2,11,1483.77597332,7418.87998581,6936.57588959
S3,16,0,2,12,1025.02405643,7202.81600952,6870.01609802
S3,16,0,2,13,1187.8080368,7069.66400146,6684.63993073
S3,16,0,2,14,1046.52798176,7472.12791443,7137.27998734
S3,16,0,2,15,953.343987465,6860.79978943,6403.07188034
S3,16,0,2,16,1175.55201054,7571.45595551,7236.60802841
S3,16,0,2,17,1177.60002613,7129.08792496,6793.21622849
S3,16,0,2,18,1074.17595387,7643.13602448,7307.26385117
S3,16,0,2,19,1215.487957,7089.15185928,6754.30393219
S3,16,0,2,20,1360.83197594,8387.51983643,8052.67238617
S3,16,0,2,21,1129.56798077,7246.84810638,6625.27990341
S3,16,0,2,22,1223.68001938,7028.7361145,6685.69612503
S3,16,0,2,23,1727.48804092,7643.13602448,7174.1437912
S3,16,0,2,24,1204.22399044,7461.88783646,6907.9041481
S3,16,0,2,25,1070.08004189,6998.01588058,6526.97610855
S3,16,0,2,26,1200.12795925,7066.62416458,6706.17580414
S3,16,0,2,27,1218.55998039,7068.67218018,6723.58417511
S3,16,0,2,28,1129.47201729,7016.44802094,6590.46411514
S3,16,0,2,29,724.991977215,6607.87200928,6224.89595413
S3,16,0,2,30,1182.71994591,7086.08007431,6608.89577866
S3,16,0,2,31,693.247973919,6626.30414963,6198.27222824
S3,16,0,2,32,963.584005833,6906.87990189,6440.95993042
S3,16,0,2,33,970.752000809,7308.28809738,6972.41592407
S3,16,0,2,34,1608.70397091,7419.90423203,7056.38408661
S3,16,0,2,35,931.807994843,7259.10377502,6800.35209656
S3,16,0,2,36,1025.02405643,6882.30419159,6502.39992142
S3,16,0,2,37,1033.2159996,7411.71216965,7076.86376572
S3,16,0,2,38,970.752000809,6810.62412262,6475.77619553
S3,16,0,2,39,1169.40796375,7344.12813187,6967.2961235
S3,16,0,2,40,1504.25601006,7352.32019424,7018.49603653
S3,16,0,2,41,1111.03999615,7056.38408661,6591.48788452
S3,16,0,2,42,1169.40796375,7014.40000534,6659.0719223
S3,16,0,2,43,878.592014313,6785.02416611,6315.00816345
S3,16,0,2,44,1144.83201504,7039.99996185,6612.99180984
S3,16,0,2,45,1041.40794277,6834.17606354,6484.99202728
S3,16,0,2,46,1303.55203152,7242.7520752,6907.9041481
S3,16,0,2,47,930.81599474,6829.05578613,6350.84819794
S3,16,0,2,48,1434.62395668,7384.06419754,6906.87990189
S3,16,0,2,49,937.983989716,6780.92813492,6446.08020782
S3,16,0,3,0,234.656006098,6310.91213226,5691.39194489
S3,16,0,3,1,939.007997513,6786.04793549,6301.69582367
S3,16,0,3,2,1236.99200153,7544.83222961,7209.98382568
S3,16,0,3,3,1135.61594486,6947.84021378,6599.6799469
S3,16,0,3,4,1249.27997589,7349.24793243,7014.40000534
S3,16,0,3,5,1229.82394695,7109.63201523,6630.40018082
S3,16,0,3,6,1250.30398369,7115.77606201,6631.4239502
S3,16,0,3,7,1216.5119648,7312.38412857,6976.51195526
S3,16,0,3,8,1064.9600029,6845.43991089,6508.5439682
S3,16,0,3,9,692.224025726,6522.88007736,6187.00790405
S3,16,0,3,10,946.175992489,6839.29586411,6460.41584015
S3,16,0,3,11,742.399990559,6566.91217422,6196.22421265
S3,16,0,3,12,1161.21602058,7530.49612045,7195.64819336
S3,16,0,3,13,1127.42400169,6971.39215469,6573.05622101
S3,16,0,3,14,1145.85602283,7584.76781845,7248.89612198
S3,16,0,3,15,1253.37600708,7108.60776901,6773.75984192
S3,16,0,3,16,1171.45597935,7552.00004578,7217.15211868
S3,16,0,3,17,1142.78399944,7006.20794296,6524.92809296
S3,16,0,3,18,1203.19998264,7780.35211563,7444.47994232
S3,16,0,3,19,1193.98403168,7021.5678215,6682.62386322
S3,16,0,3,20,1208.32002163,7301.11980438,6964.22386169
S3,16,0,3,21,1321.98405266,7138.30423355,6801.40781403
S3,16,0,3,22,935.935974121,7104.51221466,6769.66381073
S3,16,0,3,23,1140.73598385,6927.36005783,6585.34383774
S3,16,0,3,24,1133.56804848,7271.42381668,6934.52787399
S3,16,0,3,25,1210.36803722,7034.88016129,6667.26398468
S3,16,0,3,26,1028.09596062,7508.99219513,7172.0957756
S3,16,0,3,27,4524.03211594,10340.3520584,9998.33583832
S3,16,0,3,28,997.376024723,6795.26376724,6461.44008636
S3,16,0,3,29,1076.22396946,6890.49577713,6521.85583115
S3,16,0,3,30,1397.76003361,7569.40793991,7235.5837822
S3,16,0,3,31,1297.40798473,7135.23197174,6799.35979843
S3,16,0,3,32,1166.30399227,6958.04786682,6622.17617035
S3,16,0,3,33,1200.06394386,7079.87213135,6683.58421326
S3,16,0,3,34,1187.83998489,7537.66393661,7202.81600952
S3,16,0,3,35,931.840002537,6863.87205124,6259.71221924
S3,16,0,3,36,1098.75202179,7037.95194626,6569.9839592
S3,16,0,3,37,906.23998642,7492.60807037,7157.76014328
S3,16,0,3,38,990.208029747,6914.04819489,6491.13607407
S3,16,0,3,39,1102.84805298,7476.22394562,7139.32800293
S3,16,0,3,40,1478.65605354,7413.76018524,6945.79219818
S3,16,0,3,41,969.727993011,7169.02399063,6834.17606354
S3,16,0,3,42,1055.74405193,6915.07196426,6430.71985245
S3,16,0,3,43,1185.7919693,7448.57597351,7112.7038002
S3,16,0,3,44,1213.43994141,7172.0957756,6562.81614304
S3,16,0,3,45,1200.12795925,7699.4562149,7364.60781097
S3,16,0,3,46,1482.75196552,7434.23986435,6974.46393967
S3,16,0,3,47,1159.16800499,7642.11177826,7304.19206619
S3,16,0,3,48,1111.03999615,7046.14400864,6710.27183533
S3,16,0,3,49,998.399972916,6903.80811691,6479.87222672
S3,16,0,4,0,266.240000725,6378.49617004,5760.00022888
S3,16,0,4,1,978.944003582,6839.29586411,6504.44793701
S3,16,0,4,2,1478.68800163,7333.88805389,6978.55997086
S3,16,0,4,3,544.767975807,6637.56799698,6096.89617157
S3,16,0,4,4,1192.96002388,7017.47179031,6684.67187881
S3,16,0,4,5,1190.91200829,7560.19210815,7224.31993484
S3,16,0,4,6,1504.32002544,7354.36820984,6857.72800446
S3,16,0,4,7,1434.62395668,7360.51177979,6933.50410461
S3,16,0,4,8,1478.65605354,7516.16001129,7180.28783798
S3,16,0,4,9,1396.73602581,7349.24793243,7015.42377472
S3,16,0,4,10,1031.16798401,6966.27187729,6502.39992142
S3,16,0,4,11,1307.6479435,7161.85617447,6800.38404465
S3,16,0,4,12,998.399972916,6924.28779602,6516.73603058
S3,16,0,4,13,1011.71195507,6924.28779602,6591.48788452
S3,16,0,4,14,1162.24002838,6993.9198494,6627.32791901
S3,16,0,4,15,1084.41603184,7014.40000534,6680.57584763
S3,16,0,4,16,1311.74397469,7179.2640686,6827.00777054
S3,16,0,4,17,1271.80802822,7102.46419907,6767.61579514
S3,16,0,4,18,1254.40001488,7106.56023026,6747.13611603
S3,16,0,4,19,1243.13604832,7066.62416458,6728.70397568
S3,16,0,4,20,1258.49604607,7163.90419006,6780.92813492
S3,16,0,4,21,1205.24799824,7132.16018677,6775.80785751
S3,16,0,4,22,1533.95199776,7420.9280014,6995.96786499
S3,16,0,4,23,1224.70402718,7077.88801193,6713.34409714
S3,16,0,4,24,1408.09595585,7214.07985687,6880.25617599
S3,16,0,4,25,1289.21604156,7218.17588806,6748.15988541
S3,16,0,4,26,1202.17597485,7038.97619247,6695.936203
S3,16,0,4,27,1293.31195354,7196.67196274,6796.28801346
S3,16,0,4,28,1246.2079525,7073.79198074,6697.9842186
S3,16,0,4,29,1448.95994663,7359.48801041,6969.3441391
S3,16,0,4,30,1438.71998787,7325.69599152,6842.36812592
S3,16,0,4,31,1175.55201054,7054.33607101,6689.79215622
S3,16,0,4,32,1085.44003963,6945.79219818,6451.20000839
S3,16,0,4,33,1039.36004639,6955.00802994,6621.18387222
S3,16,0,4,34,1234.94398594,7161.85617447,6732.80000687
S3,16,0,4,35,1279.99997139,7175.16803741,6816.7681694
S3,16,0,4,36,1138.59200478,7152.54402161,6819.74411011
S3,16,0,4,37,1308.67195129,7199.74422455,6819.83995438
S3,16,0,4,38,1347.58400917,7194.62394714,6836.22407913
S3,16,0,4,39,1217.44000912,7072.67189026,6710.17599106
S3,16,0,4,40,1415.16804695,7272.4480629,6935.55212021
S3,16,0,4,41,991.23197794,7290.88020325,6897.66407013
S3,16,0,4,42,1127.42400169,7019.51980591,6628.35216522
S3,16,0,4,43,1517.56799221,7354.36820984,7017.47179031
S3,16,0,4,44,1332.22401142,7194.62394714,6802.43206024
S3,16,0,4,45,936.959981918,6818.816185,6439.93616104
S3,16,0,4,46,1645.59996128,7536.64016724,7131.13594055
S3,16,0,4,47,1129.47201729,7824.38421249,7488.51203918
S3,16,0,4,48,1377.18403339,7448.48012924,6827.93617249
S3,16,0,4,49,1071.10404968,6917.11997986,6424.57580566
S3,16,0,5,0,232.255995274,6224.89595413,5635.9038353
S3,16,0,5,1,1412.09602356,7220.22390366,6715.39211273
S3,16,0,5,2,1438.71998787,7495.67985535,6882.30419159
S3,16,0,5,3,1215.487957,7320.57619095,6983.67977142
S3,16,0,5,4,1056.70404434,6969.27976608,6491.07217789
S3,16,0,5,5,751.616001129,6708.22381973,6239.23206329
S3,16,0,5,6,1445.88804245,7503.87191772,6903.80811691
S3,16,0,5,7,897.023975849,6720.5119133,6384.64021683
S3,16,0,5,8,991.23197794,6896.63982391,6417.4079895
S3,16,0,5,9,1004.5440197,7310.33611298,6974.46393967
S3,16,0,5,10,1034.2400074,6966.27187729,6495.23210526
S3,16,0,5,11,809.984028339,6904.83188629,6292.47999191
S3,16,0,5,12,1199.10395145,7105.53598404,6637.56799698
S3,16,0,5,13,882.687985897,7046.14400864,6710.27183533
S3,16,0,5,14,1144.83201504,6991.8718338,6499.32813644
S3,16,0,5,15,1011.71195507,7347.19991684,7012.35198975
S3,16,0,5,16,1028.09596062,7100.41618347,6498.30389023
S3,16,0,5,17,698.368012905,7144.4478035,6809.5998764
S3,16,0,5,18,1121.27995491,7195.64819336,6577.15177536
S3,16,0,5,19,1240.06402493,7472.12791443,7135.23197174
S3,16,0,5,20,1105.02398014,7025.66385269,6557.69586563
S3,16,0,5,21,323.583990335,6933.50410461,6328.3200264
S3,16,0,5,22,973.8240242,6865.92006683,6378.49617004
S3,16,0,5,23,1398.7840414,7320.57619095,6853.63197327
S3,16,0,5,24,1212.41605282,7230.46398163,6809.5998764
S3,16,0,5,25,1237.92004585,7106.46390915,6604.7039032
S3,16,0,5,26,1010.68794727,7252.99215317,6917.11997986
S3,16,0,5,27,820.223987103,6599.6799469,6236.15980148
S3,16,0,5,28,620.544016361,6563.83991241,6178.81584167
S3,16,0,5,29,723.968029022,6995.96786499,6374.40013885
S3,16,0,5,30,1525.76005459,7837.69607544,7502.84814835
S3,16,0,5,31,1219.58398819,7121.9201088,6652.92787552
S3,16,0,5,32,962.527990341,7378.91197205,7043.03979874
S3,16,0,5,33,1181.69605732,7089.15185928,6619.13585663
S3,16,0,5,34,774.143993855,7111.68003082,6774.78408813
S3,16,0,5,35,1151.99995041,7105.53598404,6770.68805695
S3,16,0,5,36,1368.06404591,7545.85599899,7209.98382568
S3,16,0,5,37,1341.43996239,7312.38412857,6961.15207672
S3,16,0,5,38,1215.487957,7073.79198074,6581.24780655
S3,16,0,5,39,1211.39204502,7097.34392166,6615.03982544
S3,16,0,5,40,1271.80802822,7178.23982239,6697.9842186
S3,16,0,5,41,1255.42402267,7358.46376419,7022.59206772
S3,16,0,5,42,1175.55201054,7015.42377472,6679.55207825
S3,16,0,5,43,975.776016712,6847.39208221,6359.96818542
S3,16,0,5,44,963.584005833,6902.7838707,6433.79211426
S3,16,0,5,45,943.104028702,7128.06415558,6790.14396667
S3,16,0,5,46,1195.96803188,7127.99978256,6645.69616318
S3,16,0,5,47,1207.29601383,7140.35177231,6725.6321907
S3,16,0,5,48,1165.31205177,7226.36795044,6624.25613403
S3,16,0,5,49,887.808024883,7272.4480629,6934.52787399
S4,16,0,1,0,349.184006453,3654.49595451,3536.73601151
S4,16,0,1,1,1016.83199406,3552.25610733,3437.5679493
S4,16,0,1,2,404.480010271,2908.15997124,2793.47205162
S4,16,0,1,3,463.871985674,3540.99202156,3426.30410194
S4,16,0,1,4,395.263999701,2904.06394005,2787.32800484
S4,16,0,1,5,486.400008202,3735.55207253,3619.83990669
S4,16,0,1,6,362.495988607,2909.18397903,2796.54407501
S4,16,0,1,7,424.959987402,3562.49594688,3446.78401947
S4,16,0,1,8,389.120012522,2914.30401802,2800.6401062
S4,16,0,1,9,1003.5200119,3921.92006111,3688.44795227
S4,16,0,1,10,361.472010612,2904.06394005,2790.40002823
S4,16,0,1,11,350.20801425,2831.3601017,2716.67194366
S4,16,0,1,12,1889.27996159,5059.58414078,4945.91999054
S4,16,0,1,13,463.871985674,2991.10388756,2876.41596794
S4,16,0,1,14,788.479983807,3764.22405243,3650.55990219
S4,16,0,1,15,408.576011658,2941.95199013,2828.28807831
S4,16,0,1,16,304.127991199,2776.06391907,2662.40000725
S4,16,0,1,17,484.351992607,3419.13604736,3305.47189713
S4,16,0,1,18,525.312006474,3060.73594093,2947.07202911
S4,16,0,1,19,376.832008362,3395.58410645,3280.89594841
S4,16,0,1,20,476.159989834,3012.6080513,2898.94390106
S4,16,0,1,21,406.495988369,3462.11194992,3347.4240303
S4,16,0,1,22,427.008002996,2875.39196014,2761.72804832
S4,16,0,1,23,376.832008362,2867.19989777,2753.53598595
S4,16,0,1,24,529.407978058,3481.60004616,3367.93589592
S4,16,0,1,25,378.879994154,2841.59994125,2726.91202164
S4,16,0,1,26,448.511987925,2955.26409149,2841.59994125
S4,16,0,1,27,591.871976852,3771.3599205,3652.5759697
S4,16,0,1,28,405.344009399,2925.56810379,2811.90395355
S4,16,0,1,29,440.319985151,3422.20807076,3307.51991272
S4,16,0,1,30,458.752006292,2930.68790436,2817.02399254
S4,16,0,1,31,478.208005428,3652.60791779,3537.91999817
S4,16,0,1,32,860.159993172,3404.7999382,3292.16003418
S4,16,0,1,33,10494.9760437,13058.0482483,12944.3836212
S4,16,0,1,34,2543.61605644,5061.63215637,4947.96800613
S4,16,0,1,35,542.720019817,3041.2800312,2927.61588097
S4,16,0,1,36,485.376000404,3534.84797478,3418.11203957
S4,16,0,1,37,404.543995857,2848.76799583,2735.10408401
S4,16,0,1,38,990.208029747,4038.65623474,3924.9920845
S4,16,0,1,39,372.736006975,2919.42405701,2805.75990677
S4,16,0,1,40,423.936009407,3642.36807823,3528.70392799
S4,16,0,1,41,306.176006794,2811.84005737,2697.21603394
S4,16,0,1,42,450.560003519,3555.3278923,3441.66398048
S4,16,0,1,43,309.248000383,2805.75990677,2692.09599495
S4,16,0,1,44,411.648005247,3535.87198257,3423.23207855
S4,16,0,1,45,381.951987743,2925.56810379,2810.87994576
S4,16,0,1,46,414.719998837,3439.61596489,3325.95205307
S4,16,0,1,47,417.72800684,2896.83198929,2782.14406967
S4,16,0,1,48,835.583984852,4182.01589584,4063.23194504
S4,16,0,1,49,891.903996468,3415.04001617,3300.35209656
S4,16,0,2,0,237.535998225,2780.12800217,2667.48809814
S4,16,0,2,1,437.247991562,3579.90407944,3464.1919136
S4,16,0,2,2,478.208005428,3018.75209808,2900.99191666
S4,16,0,2,3,451.584011316,3647.48811722,3531.77595139
S4,16,0,2,4,420.863986015,2950.14405251,2836.47990227
S4,16,0,2,5,493.568003178,3680.25588989,3565.56797028
S4,16,0,2,6,414.591997862,2937.72792816,2824.06401634
S4,16,0,2,7,468.991994858,3542.01602936,3425.28009415
S4,16,0,2,8,336.896002293,2812.92796135,2698.24004173
S4,16,0,2,9,446.464002132,3499.00794029,3384.32002068
S4,16,0,2,10,357.376009226,2878.46398354,2761.72804832
S4,16,0,2,11,709.631979465,3881.98399544,3768.32008362
S4,16,0,2,12,447.48800993,2973.69599342,2860.0320816
S4,16,0,2,13,1154.047966,4244.38381195,4128.67212296
S4,16,0,2,14,486.335992813,2968.51205826,2855.87191582
S4,16,0,2,15,541.760027409,3637.24803925,3520.51210403
S4,16,0,2,16,465.920001268,3000.31995773,2886.65604591
S4,16,0,2,17,535.776019096,3750.91195107,3635.20002365
S4,16,0,2,18,834.559977055,3437.5679493,3323.90403748
S4,16,0,2,19,483.328014612,2945.02401352,2831.3601017
