strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,0,4,0,841.376006603
B0_FULL_SERIAL,0,0,4,1,844.864010811
B0_FULL_SERIAL,0,0,4,2,848.384022713
B0_FULL_SERIAL,0,0,4,3,851.87202692
B0_FULL_SERIAL,1,0,4,0,858.943998814
B0_FULL_SERIAL,1,0,4,1,862.432003021
B0_FULL_SERIAL,1,0,4,2,865.952014923
B0_FULL_SERIAL,1,0,4,3,869.440019131
B0_FULL_SERIAL,2,0,4,0,879.679977894
B0_FULL_SERIAL,2,0,4,1,883.199989796
B0_FULL_SERIAL,2,0,4,2,886.687994003
B0_FULL_SERIAL,2,0,4,3,890.240013599
B0_FULL_SERIAL,3,0,4,0,858.399987221
B0_FULL_SERIAL,3,0,4,1,861.919999123
B0_FULL_SERIAL,3,0,4,2,865.440011024
B0_FULL_SERIAL,3,0,4,3,869.216024876
B0_FULL_SERIAL,4,0,4,0,843.327999115
B0_FULL_SERIAL,4,0,4,1,846.848011017
B0_FULL_SERIAL,4,0,4,2,850.368022919
B0_FULL_SERIAL,4,0,4,3,853.887975216
B0_FULL_SERIAL,5,0,4,0,928.640007973
B0_FULL_SERIAL,5,0,4,1,932.543992996
B0_FULL_SERIAL,5,0,4,2,936.479985714
B0_FULL_SERIAL,5,0,4,3,940.383970737
B0_FULL_SERIAL,6,0,4,0,902.592003345
B0_FULL_SERIAL,6,0,4,1,906.527996063
B0_FULL_SERIAL,6,0,4,2,910.463988781
B0_FULL_SERIAL,6,0,4,3,914.399981499
B0_FULL_SERIAL,7,0,4,0,873.535990715
B0_FULL_SERIAL,7,0,4,1,877.439975739
B0_FULL_SERIAL,7,0,4,2,881.376028061
B0_FULL_SERIAL,7,0,4,3,885.280013084
B0_FULL_SERIAL,8,0,4,0,882.52800703
B0_FULL_SERIAL,8,0,4,1,886.431992054
B0_FULL_SERIAL,8,0,4,2,890.367984772
B0_FULL_SERIAL,8,0,4,3,894.303977489
B0_FULL_SERIAL,9,0,4,0,881.951987743
B0_FULL_SERIAL,9,0,4,1,885.824024677
B0_FULL_SERIAL,9,0,4,2,889.728009701
B0_FULL_SERIAL,9,0,4,3,893.664002419
B0_FULL_SERIAL,10,0,4,0,922.783970833
B0_FULL_SERIAL,10,0,4,1,926.720023155
B0_FULL_SERIAL,10,0,4,2,930.624008179
B0_FULL_SERIAL,10,0,4,3,934.560000896
B0_FULL_SERIAL,11,0,4,0,889.312028885
B0_FULL_SERIAL,11,0,4,1,893.248021603
B0_FULL_SERIAL,11,0,4,2,897.216022015
B0_FULL_SERIAL,11,0,4,3,901.120007038
B0_FULL_SERIAL,12,0,4,0,888.704001904
B0_FULL_SERIAL,12,0,4,1,892.863988876
B0_FULL_SERIAL,12,0,4,2,896.7679739
B0_FULL_SERIAL,12,0,4,3,900.704026222
B0_FULL_SERIAL,13,0,4,0,901.856005192
B0_FULL_SERIAL,13,0,4,1,905.824005604
B0_FULL_SERIAL,13,0,4,2,909.727990627
B0_FULL_SERIAL,13,0,4,3,913.663983345
B0_FULL_SERIAL,14,0,4,0,893.504023552
B0_FULL_SERIAL,14,0,4,1,897.44001627
B0_FULL_SERIAL,14,0,4,2,901.344001293
B0_FULL_SERIAL,14,0,4,3,905.247986317
B0_FULL_SERIAL,15,0,4,0,877.439975739
B0_FULL_SERIAL,15,0,4,1,881.344020367
B0_FULL_SERIAL,15,0,4,2,885.24800539
B0_FULL_SERIAL,15,0,4,3,889.183998108
B0_FULL_SERIAL,16,0,4,0,906.368017197
B0_FULL_SERIAL,16,0,4,1,910.27200222
B0_FULL_SERIAL,16,0,4,2,914.207994938
B0_FULL_SERIAL,16,0,4,3,918.111979961
B0_FULL_SERIAL,17,0,4,0,924.92800951
B0_FULL_SERIAL,17,0,4,1,928.831994534
B0_FULL_SERIAL,17,0,4,2,932.767987251
B0_FULL_SERIAL,17,0,4,3,936.671972275
B0_FULL_SERIAL,18,0,4,0,879.552006721
B0_FULL_SERIAL,18,0,4,1,883.487999439
B0_FULL_SERIAL,18,0,4,2,887.391984463
B0_FULL_SERIAL,18,0,4,3,891.32797718
B0_FULL_SERIAL,19,0,4,0,876.287996769
B0_FULL_SERIAL,19,0,4,1,880.191981792
B0_FULL_SERIAL,19,0,4,2,884.12797451
B0_FULL_SERIAL,19,0,4,3,888.064026833
B0_FULL_SERIAL,20,0,4,0,890.016019344
B0_FULL_SERIAL,20,0,4,1,893.952012062
B0_FULL_SERIAL,20,0,4,2,897.855997086
B0_FULL_SERIAL,20,0,4,3,901.759982109
B0_FULL_SERIAL,21,0,4,0,898.239970207
B0_FULL_SERIAL,21,0,4,1,902.17602253
B0_FULL_SERIAL,21,0,4,2,906.112015247
B0_FULL_SERIAL,21,0,4,3,910.016000271
B0_FULL_SERIAL,22,0,4,0,891.264021397
B0_FULL_SERIAL,22,0,4,1,895.295977592
