strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,1,8,0,1602.91194916
B0_FULL_SERIAL,0,1,8,1,1606.43196106
B0_FULL_SERIAL,0,1,8,2,1609.95197296
B0_FULL_SERIAL,0,1,8,3,1613.47198486
B0_FULL_SERIAL,0,1,8,4,1617.05601215
B0_FULL_SERIAL,0,1,8,5,1620.57602406
B0_FULL_SERIAL,0,1,8,6,1624.16005135
B0_FULL_SERIAL,0,1,8,7,1627.74395943
B0_FULL_SERIAL,1,1,8,0,1638.39995861
B0_FULL_SERIAL,1,1,8,1,1641.91997051
B0_FULL_SERIAL,1,1,8,2,1645.43998241
B0_FULL_SERIAL,1,1,8,3,1648.95999432
B0_FULL_SERIAL,1,1,8,4,1652.44805813
B0_FULL_SERIAL,1,1,8,5,1655.87198734
B0_FULL_SERIAL,1,1,8,6,1659.42394733
B0_FULL_SERIAL,1,1,8,7,1662.87994385
B0_FULL_SERIAL,2,1,8,0,1932.63995647
B0_FULL_SERIAL,2,1,8,1,1936.12802029
B0_FULL_SERIAL,2,1,8,2,1939.64803219
B0_FULL_SERIAL,2,1,8,3,1943.16804409
B0_FULL_SERIAL,2,1,8,4,1946.68805599
B0_FULL_SERIAL,2,1,8,5,1950.20794868
B0_FULL_SERIAL,2,1,8,6,1953.72796059
B0_FULL_SERIAL,2,1,8,7,1957.24797249
B0_FULL_SERIAL,3,1,8,0,1675.61602592
B0_FULL_SERIAL,3,1,8,1,1679.13603783
B0_FULL_SERIAL,3,1,8,2,1682.62398243
B0_FULL_SERIAL,3,1,8,3,1686.14399433
B0_FULL_SERIAL,3,1,8,4,1689.66400623
B0_FULL_SERIAL,3,1,8,5,1693.18401814
B0_FULL_SERIAL,3,1,8,6,1696.70403004
B0_FULL_SERIAL,3,1,8,7,1700.22404194
B0_FULL_SERIAL,4,1,8,0,1636.35194302
B0_FULL_SERIAL,4,1,8,1,1639.87195492
B0_FULL_SERIAL,4,1,8,2,1643.67997646
B0_FULL_SERIAL,4,1,8,3,1647.19998837
B0_FULL_SERIAL,4,1,8,4,1650.72000027
B0_FULL_SERIAL,4,1,8,5,1654.24001217
B0_FULL_SERIAL,4,1,8,6,1657.76002407
B0_FULL_SERIAL,4,1,8,7,1661.28003597
B0_FULL_SERIAL,5,1,8,0,1647.87197113
B0_FULL_SERIAL,5,1,8,1,1651.36003494
B0_FULL_SERIAL,5,1,8,2,1654.88004684
B0_FULL_SERIAL,5,1,8,3,1658.40005875
B0_FULL_SERIAL,5,1,8,4,1661.91995144
B0_FULL_SERIAL,5,1,8,5,1665.43996334
B0_FULL_SERIAL,5,1,8,6,1668.95997524
B0_FULL_SERIAL,5,1,8,7,1672.47998714
B0_FULL_SERIAL,6,1,8,0,1650.11203289
B0_FULL_SERIAL,6,1,8,1,1653.63204479
B0_FULL_SERIAL,6,1,8,2,1657.1199894
B0_FULL_SERIAL,6,1,8,3,1660.67194939
B0_FULL_SERIAL,6,1,8,4,1664.1600132
B0_FULL_SERIAL,6,1,8,5,1667.6800251
B0_FULL_SERIAL,6,1,8,6,1671.200037
B0_FULL_SERIAL,6,1,8,7,1674.94404316
B0_FULL_SERIAL,7,1,8,0,1658.36799145
B0_FULL_SERIAL,7,1,8,1,1661.88800335
B0_FULL_SERIAL,7,1,8,2,1665.43996334
B0_FULL_SERIAL,7,1,8,3,1669.08800602
B0_FULL_SERIAL,7,1,8,4,1672.60801792
B0_FULL_SERIAL,7,1,8,5,1676.09596252
B0_FULL_SERIAL,7,1,8,6,1679.61597443
B0_FULL_SERIAL,7,1,8,7,1683.13598633
B0_FULL_SERIAL,8,1,8,0,1637.02404499
B0_FULL_SERIAL,8,1,8,1,1640.54405689
B0_FULL_SERIAL,8,1,8,2,1644.09601688
B0_FULL_SERIAL,8,1,8,3,1647.61602879
B0_FULL_SERIAL,8,1,8,4,1651.16798878
B0_FULL_SERIAL,8,1,8,5,1654.68800068
B0_FULL_SERIAL,8,1,8,6,1658.46395493
B0_FULL_SERIAL,8,1,8,7,1662.01603413
B0_FULL_SERIAL,9,1,8,0,1642.11201668
B0_FULL_SERIAL,9,1,8,1,1645.59996128
B0_FULL_SERIAL,9,1,8,2,1649.11997318
B0_FULL_SERIAL,9,1,8,3,1652.63998508
B0_FULL_SERIAL,9,1,8,4,1656.15999699
B0_FULL_SERIAL,9,1,8,5,1659.68000889
B0_FULL_SERIAL,9,1,8,6,1663.20002079
B0_FULL_SERIAL,9,1,8,7,1666.68796539
B0_FULL_SERIAL,10,1,8,0,1655.71200848
B0_FULL_SERIAL,10,1,8,1,1659.23202038
B0_FULL_SERIAL,10,1,8,2,1662.71996498
B0_FULL_SERIAL,10,1,8,3,1666.23997688
B0_FULL_SERIAL,10,1,8,4,1669.88801956
B0_FULL_SERIAL,10,1,8,5,1673.40803146
B0_FULL_SERIAL,10,1,8,6,1676.92804337
B0_FULL_SERIAL,10,1,8,7,1680.44805527
B0_FULL_SERIAL,11,1,8,0,1626.84798241
B0_FULL_SERIAL,11,1,8,1,1630.75196743
B0_FULL_SERIAL,11,1,8,2,1634.27197933
B0_FULL_SERIAL,11,1,8,3,1637.79199123
B0_FULL_SERIAL,11,1,8,4,1641.31200314
B0_FULL_SERIAL,11,1,8,5,1644.83201504
B0_FULL_SERIAL,11,1,8,6,1648.31995964
B0_FULL_SERIAL,11,1,8,7,1651.87203884
B0_FULL_SERIAL,12,1,8,0,1639.58394527
B0_FULL_SERIAL,12,1,8,1,1643.10395718
B0_FULL_SERIAL,12,1,8,2,1646.62396908
B0_FULL_SERIAL,12,1,8,3,1650.14398098
B0_FULL_SERIAL,12,1,8,4,1653.66399288
B0_FULL_SERIAL,12,1,8,5,1657.18400478
B0_FULL_SERIAL,12,1,8,6,1660.70401669
B0_FULL_SERIAL,12,1,8,7,1664.19196129
B0_FULL_SERIAL,13,1,8,0,1642.04800129
B0_FULL_SERIAL,13,1,8,1,1645.95198631
B0_FULL_SERIAL,13,1,8,2,1649.47199821
B0_FULL_SERIAL,13,1,8,3,1652.99201012
B0_FULL_SERIAL,13,1,8,4,1656.51202202
B0_FULL_SERIAL,13,1,8,5,1660.03203392
B0_FULL_SERIAL,13,1,8,6,1663.55204582
B0_FULL_SERIAL,13,1,8,7,1667.03999043
B0_FULL_SERIAL,14,1,8,0,1648.95999432
B0_FULL_SERIAL,14,1,8,1,1652.44805813
B0_FULL_SERIAL,14,1,8,2,1656.19194508
B0_FULL_SERIAL,14,1,8,3,1659.71195698
B0_FULL_SERIAL,14,1,8,4,1663.23196888
B0_FULL_SERIAL,14,1,8,5,1666.75198078
B0_FULL_SERIAL,14,1,8,6,1670.27199268
B0_FULL_SERIAL,14,1,8,7,1673.79200459
B0_FULL_SERIAL,15,1,8,0,1641.18397236
B0_FULL_SERIAL,15,1,8,1,1644.70398426
B0_FULL_SERIAL,15,1,8,2,1648.25594425
B0_FULL_SERIAL,15,1,8,3,1651.77595615
B0_FULL_SERIAL,15,1,8,4,1655.29596806
B0_FULL_SERIAL,15,1,8,5,1658.81597996
B0_FULL_SERIAL,15,1,8,6,1662.36805916
B0_FULL_SERIAL,15,1,8,7,1665.88795185
B0_FULL_SERIAL,16,1,8,0,1638.11194897
B0_FULL_SERIAL,16,1,8,1,1641.63196087
B0_FULL_SERIAL,16,1,8,2,1645.18404007
B0_FULL_SERIAL,16,1,8,3,1648.70405197
B0_FULL_SERIAL,16,1,8,4,1652.22394466
B0_FULL_SERIAL,16,1,8,5,1655.71200848
B0_FULL_SERIAL,16,1,8,6,1659.23202038
B0_FULL_SERIAL,16,1,8,7,1662.75203228
B0_FULL_SERIAL,17,1,8,0,1625.02396107
B0_FULL_SERIAL,17,1,8,1,1628.54397297
B0_FULL_SERIAL,17,1,8,2,1632.06398487
B0_FULL_SERIAL,17,1,8,3,1635.55204868
B0_FULL_SERIAL,17,1,8,4,1639.07194138
