run_id,timestamp_utc,status,rank_count,local_rows,M,N,K,q,warmup,iterations,backend,gpu_model,transport_hint,raw_rank_csv,raw_global_csv,summary_csv,rank_log_pattern,window
preflight2,2026-09-03T01:50:54Z,PASS,2,128,256,128,128,4,3,5,NCCL,NVIDIA A800-SXM4-80GB,UNSPECIFIED,raw_rank{rank}.csv,raw_global_samples.csv,summary.csv,rank{rank}.log,2
