strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,0,8,0,240.03200233
B0_FULL_SERIAL,0,0,8,1,243.551999331
B0_FULL_SERIAL,0,0,8,2,247.071996331
B0_FULL_SERIAL,0,0,8,3,250.591993332
B0_FULL_SERIAL,0,0,8,4,254.112005234
B0_FULL_SERIAL,0,0,8,5,257.856011391
B0_FULL_SERIAL,0,0,8,6,261.37599349
B0_FULL_SERIAL,0,0,8,7,264.863997698
B0_FULL_SERIAL,1,0,8,0,270.624011755
B0_FULL_SERIAL,1,0,8,1,274.143993855
B0_FULL_SERIAL,1,0,8,2,277.664005756
B0_FULL_SERIAL,1,0,8,3,281.183987856
B0_FULL_SERIAL,1,0,8,4,284.671992064
B0_FULL_SERIAL,1,0,8,5,288.192003965
B0_FULL_SERIAL,1,0,8,6,291.711986065
B0_FULL_SERIAL,1,0,8,7,295.199990273
B0_FULL_SERIAL,2,0,8,0,273.375988007
B0_FULL_SERIAL,2,0,8,1,276.895999908
B0_FULL_SERIAL,2,0,8,2,280.41601181
B0_FULL_SERIAL,2,0,8,3,283.968001604
B0_FULL_SERIAL,2,0,8,4,287.488013506
B0_FULL_SERIAL,2,0,8,5,291.0400033
B0_FULL_SERIAL,2,0,8,6,294.591993093
B0_FULL_SERIAL,2,0,8,7,298.14401269
B0_FULL_SERIAL,3,0,8,0,266.55998826
B0_FULL_SERIAL,3,0,8,1,270.016014576
B0_FULL_SERIAL,3,0,8,2,273.66399765
B0_FULL_SERIAL,3,0,8,3,277.152001858
B0_FULL_SERIAL,3,0,8,4,280.67201376
B0_FULL_SERIAL,3,0,8,5,284.191995859
B0_FULL_SERIAL,3,0,8,6,287.712007761
B0_FULL_SERIAL,3,0,8,7,291.231989861
B0_FULL_SERIAL,4,0,8,0,271.135985851
B0_FULL_SERIAL,4,0,8,1,274.560004473
B0_FULL_SERIAL,4,0,8,2,278.335988522
B0_FULL_SERIAL,4,0,8,3,281.856000423
B0_FULL_SERIAL,4,0,8,4,285.376012325
B0_FULL_SERIAL,4,0,8,5,288.895994425
B0_FULL_SERIAL,4,0,8,6,292.383998632
B0_FULL_SERIAL,4,0,8,7,295.935988426
B0_FULL_SERIAL,5,0,8,0,268.352001905
B0_FULL_SERIAL,5,0,8,1,272.255986929
B0_FULL_SERIAL,5,0,8,2,275.808006525
B0_FULL_SERIAL,5,0,8,3,279.359996319
B0_FULL_SERIAL,5,0,8,4,282.880008221
B0_FULL_SERIAL,5,0,8,5,286.39999032
B0_FULL_SERIAL,5,0,8,6,289.887994528
B0_FULL_SERIAL,5,0,8,7,293.40800643
B0_FULL_SERIAL,6,0,8,0,259.519994259
B0_FULL_SERIAL,6,0,8,1,263.040006161
B0_FULL_SERIAL,6,0,8,2,266.591995955
B0_FULL_SERIAL,6,0,8,3,270.175993443
B0_FULL_SERIAL,6,0,8,4,273.696005344
B0_FULL_SERIAL,6,0,8,5,277.184009552
B0_FULL_SERIAL,6,0,8,6,280.703991652
B0_FULL_SERIAL,6,0,8,7,284.224003553
B0_FULL_SERIAL,7,0,8,0,328.640013933
B0_FULL_SERIAL,7,0,8,1,332.159996033
B0_FULL_SERIAL,7,0,8,2,335.64800024
B0_FULL_SERIAL,7,0,8,3,339.168012142
B0_FULL_SERIAL,7,0,8,4,342.943996191
B0_FULL_SERIAL,7,0,8,5,346.464008093
B0_FULL_SERIAL,7,0,8,6,349.983990192
B0_FULL_SERIAL,7,0,8,7,353.4719944
B0_FULL_SERIAL,8,0,8,0,612.800002098
B0_FULL_SERIAL,8,0,8,1,616.320014
B0_FULL_SERIAL,8,0,8,2,619.840025902
B0_FULL_SERIAL,8,0,8,3,623.615980148
B0_FULL_SERIAL,8,0,8,4,627.071976662
B0_FULL_SERIAL,8,0,8,5,630.815982819
B0_FULL_SERIAL,8,0,8,6,634.303987026
B0_FULL_SERIAL,8,0,8,7,637.823998928
B0_FULL_SERIAL,9,0,8,0,270.880013704
B0_FULL_SERIAL,9,0,8,1,274.399995804
B0_FULL_SERIAL,9,0,8,2,277.888000011
B0_FULL_SERIAL,9,0,8,3,281.408011913
B0_FULL_SERIAL,9,0,8,4,284.927994013
B0_FULL_SERIAL,9,0,8,5,288.448005915
B0_FULL_SERIAL,9,0,8,6,291.967988014
B0_FULL_SERIAL,9,0,8,7,295.487999916
B0_FULL_SERIAL,10,0,8,0,275.231987238
B0_FULL_SERIAL,10,0,8,1,278.719991446
B0_FULL_SERIAL,10,0,8,2,282.240003347
B0_FULL_SERIAL,10,0,8,3,285.695999861
B0_FULL_SERIAL,10,0,8,4,289.216011763
B0_FULL_SERIAL,10,0,8,5,292.735993862
B0_FULL_SERIAL,10,0,8,6,296.256005764
B0_FULL_SERIAL,10,0,8,7,299.775987864
B0_FULL_SERIAL,11,0,8,0,267.744004726
B0_FULL_SERIAL,11,0,8,1,271.263986826
B0_FULL_SERIAL,11,0,8,2,274.816006422
B0_FULL_SERIAL,11,0,8,3,278.688013554
B0_FULL_SERIAL,11,0,8,4,282.175987959
B0_FULL_SERIAL,11,0,8,5,285.728007555
B0_FULL_SERIAL,11,0,8,6,289.247989655
B0_FULL_SERIAL,11,0,8,7,292.768001556
B0_FULL_SERIAL,12,0,8,0,268.12800765
B0_FULL_SERIAL,12,0,8,1,271.64798975
B0_FULL_SERIAL,12,0,8,2,275.168001652
B0_FULL_SERIAL,12,0,8,3,278.656005859
B0_FULL_SERIAL,12,0,8,4,282.175987959
B0_FULL_SERIAL,12,0,8,5,285.695999861
B0_FULL_SERIAL,12,0,8,6,289.216011763
B0_FULL_SERIAL,12,0,8,7,293.0560112
B0_FULL_SERIAL,13,0,8,0,273.600012064
B0_FULL_SERIAL,13,0,8,1,277.119994164
B0_FULL_SERIAL,13,0,8,2,280.831992626
B0_FULL_SERIAL,13,0,8,3,284.352004528
B0_FULL_SERIAL,13,0,8,4,287.871986628
B0_FULL_SERIAL,13,0,8,5,291.391998529
B0_FULL_SERIAL,13,0,8,6,294.912010431
B0_FULL_SERIAL,13,0,8,7,298.431992531
B0_FULL_SERIAL,14,0,8,0,271.679997444
B0_FULL_SERIAL,14,0,8,1,275.200009346
B0_FULL_SERIAL,14,0,8,2,278.688013554
B0_FULL_SERIAL,14,0,8,3,282.207995653
B0_FULL_SERIAL,14,0,8,4,285.728007555
B0_FULL_SERIAL,14,0,8,5,289.247989655
B0_FULL_SERIAL,14,0,8,6,292.768001556
B0_FULL_SERIAL,14,0,8,7,296.288013458
B0_FULL_SERIAL,15,0,8,0,266.847997904
B0_FULL_SERIAL,15,0,8,1,270.368009806
B0_FULL_SERIAL,15,0,8,2,273.856014013
B0_FULL_SERIAL,15,0,8,3,277.375996113
B0_FULL_SERIAL,15,0,8,4,280.896008015
B0_FULL_SERIAL,15,0,8,5,284.447997808
B0_FULL_SERIAL,15,0,8,6,287.96800971
B0_FULL_SERIAL,15,0,8,7,291.48799181
B0_FULL_SERIAL,16,0,8,0,270.047992468
B0_FULL_SERIAL,16,0,8,1,273.535996675
B0_FULL_SERIAL,16,0,8,2,277.087986469
B0_FULL_SERIAL,16,0,8,3,280.607998371
B0_FULL_SERIAL,16,0,8,4,284.128010273
B0_FULL_SERIAL,16,0,8,5,287.647992373
B0_FULL_SERIAL,16,0,8,6,291.168004274
B0_FULL_SERIAL,16,0,8,7,295.008003712
B0_FULL_SERIAL,17,0,8,0,267.935991287
B0_FULL_SERIAL,17,0,8,1,271.456003189
B0_FULL_SERIAL,17,0,8,2,275.072008371
B0_FULL_SERIAL,17,0,8,3,278.591990471
B0_FULL_SERIAL,17,0,8,4,282.112002373
B0_FULL_SERIAL,17,0,8,5,285.632014275
B0_FULL_SERIAL,17,0,8,6,289.11998868
B0_FULL_SERIAL,17,0,8,7,292.640000582
B0_FULL_SERIAL,18,0,8,0,278.816014528
B0_FULL_SERIAL,18,0,8,1,282.335996628
B0_FULL_SERIAL,18,0,8,2,285.95200181
B0_FULL_SERIAL,18,0,8,3,289.472013712
B0_FULL_SERIAL,18,0,8,4,292.991995811
B0_FULL_SERIAL,18,0,8,5,296.512007713
B0_FULL_SERIAL,18,0,8,6,300.031989813
B0_FULL_SERIAL,18,0,8,7,303.51999402
B0_FULL_SERIAL,19,0,8,0,281.727999449
B0_FULL_SERIAL,19,0,8,1,285.376012325
B0_FULL_SERIAL,19,0,8,2,288.928002119
B0_FULL_SERIAL,19,0,8,3,292.416006327
B0_FULL_SERIAL,19,0,8,4,295.96799612
B0_FULL_SERIAL,19,0,8,5,299.488008022
B0_FULL_SERIAL,19,0,8,6,303.007990122
B0_FULL_SERIAL,19,0,8,7,306.528002024
B0_FULL_SERIAL,20,0,8,0,418.976008892
B0_FULL_SERIAL,20,0,8,1,422.495990992
B0_FULL_SERIAL,20,0,8,2,426.016002893
B0_FULL_SERIAL,20,0,8,3,429.823994637
B0_FULL_SERIAL,20,0,8,4,433.311998844
B0_FULL_SERIAL,20,0,8,5,436.832010746
B0_FULL_SERIAL,20,0,8,6,440.351992846
B0_FULL_SERIAL,20,0,8,7,443.839997053
B0_FULL_SERIAL,21,0,8,0,266.11199975
B0_FULL_SERIAL,21,0,8,1,269.535988569
B0_FULL_SERIAL,21,0,8,2,272.992014885
B0_FULL_SERIAL,21,0,8,3,276.511996984
B0_FULL_SERIAL,21,0,8,4,280.032008886
B0_FULL_SERIAL,21,0,8,5,283.551990986
B0_FULL_SERIAL,21,0,8,6,287.072002888
B0_FULL_SERIAL,21,0,8,7,290.816009045
B0_FULL_SERIAL,22,0,8,0,269.951999187
B0_FULL_SERIAL,22,0,8,1,273.472011089
B0_FULL_SERIAL,22,0,8,2,276.991993189
B0_FULL_SERIAL,22,0,8,3,280.479997396
B0_FULL_SERIAL,22,0,8,4,284.352004528
B0_FULL_SERIAL,22,0,8,5,287.871986628
B0_FULL_SERIAL,22,0,8,6,291.391998529
B0_FULL_SERIAL,22,0,8,7,294.912010431
B0_FULL_SERIAL,23,0,8,0,263.64800334
B0_FULL_SERIAL,23,0,8,1,267.167985439
B0_FULL_SERIAL,23,0,8,2,270.655989647
B0_FULL_SERIAL,23,0,8,3,274.176001549
B0_FULL_SERIAL,23,0,8,4,277.696013451
B0_FULL_SERIAL,23,0,8,5,281.21599555
B0_FULL_SERIAL,23,0,8,6,284.736007452
B0_FULL_SERIAL,23,0,8,7,288.255989552
B0_FULL_SERIAL,24,0,8,0,300.864011049
B0_FULL_SERIAL,24,0,8,1,304.383993149
B0_FULL_SERIAL,24,0,8,2,308.095991611
B0_FULL_SERIAL,24,0,8,3,311.583995819
B0_FULL_SERIAL,24,0,8,4,315.072000027
B0_FULL_SERIAL,24,0,8,5,318.62398982
B0_FULL_SERIAL,24,0,8,6,322.111994028
B0_FULL_SERIAL,24,0,8,7,325.63200593
B0_FULL_SERIAL,25,0,8,0,274.01599288
B0_FULL_SERIAL,25,0,8,1,277.536004782
B0_FULL_SERIAL,25,0,8,2,281.024008989
B0_FULL_SERIAL,25,0,8,3,284.543991089
B0_FULL_SERIAL,25,0,8,4,288.064002991
B0_FULL_SERIAL,25,0,8,5,291.584014893
B0_FULL_SERIAL,25,0,8,6,295.487999916
B0_FULL_SERIAL,25,0,8,7,298.976004124
B0_FULL_SERIAL,26,0,8,0,263.168007135
B0_FULL_SERIAL,26,0,8,1,266.687989235
B0_FULL_SERIAL,26,0,8,2,270.175993443
B0_FULL_SERIAL,26,0,8,3,273.696005344
B0_FULL_SERIAL,26,0,8,4,277.215987444
B0_FULL_SERIAL,26,0,8,5,280.735999346
B0_FULL_SERIAL,26,0,8,6,284.224003553
B0_FULL_SERIAL,26,0,8,7,287.743985653
B0_FULL_SERIAL,27,0,8,0,268.12800765
B0_FULL_SERIAL,27,0,8,1,271.64798975
B0_FULL_SERIAL,27,0,8,2,275.168001652
B0_FULL_SERIAL,27,0,8,3,278.688013554
B0_FULL_SERIAL,27,0,8,4,282.207995653
B0_FULL_SERIAL,27,0,8,5,286.015987396
B0_FULL_SERIAL,27,0,8,6,289.535999298
B0_FULL_SERIAL,27,0,8,7,293.087989092
B0_FULL_SERIAL,28,0,8,0,259.424000978
B0_FULL_SERIAL,28,0,8,1,262.912005186
B0_FULL_SERIAL,28,0,8,2,266.431987286
B0_FULL_SERIAL,28,0,8,3,269.951999187
B0_FULL_SERIAL,28,0,8,4,273.472011089
B0_FULL_SERIAL,28,0,8,5,276.959985495
B0_FULL_SERIAL,28,0,8,6,280.479997396
B0_FULL_SERIAL,28,0,8,7,284.000009298
B0_FULL_SERIAL,29,0,8,0,267.071992159
B0_FULL_SERIAL,29,0,8,1,270.559996367
B0_FULL_SERIAL,29,0,8,2,274.143993855
B0_FULL_SERIAL,29,0,8,3,277.664005756
B0_FULL_SERIAL,29,0,8,4,281.152009964
B0_FULL_SERIAL,29,0,8,5,284.671992064
B0_FULL_SERIAL,29,0,8,6,288.192003965
B0_FULL_SERIAL,29,0,8,7,291.680008173
B0_FULL_SERIAL,30,0,8,0,265.439987183
B0_FULL_SERIAL,30,0,8,1,268.959999084
B0_FULL_SERIAL,30,0,8,2,272.480010986
B0_FULL_SERIAL,30,0,8,3,276.064008474
B0_FULL_SERIAL,30,0,8,4,279.583990574
B0_FULL_SERIAL,30,0,8,5,283.104002476
B0_FULL_SERIAL,30,0,8,6,286.624014378
B0_FULL_SERIAL,30,0,8,7,290.143996477
B0_FULL_SERIAL,31,0,8,0,267.679989338
B0_FULL_SERIAL,31,0,8,1,271.20000124
B0_FULL_SERIAL,31,0,8,2,274.751991034
B0_FULL_SERIAL,31,0,8,3,278.30401063
B0_FULL_SERIAL,31,0,8,4,282.144010067
B0_FULL_SERIAL,31,0,8,5,285.663992167
B0_FULL_SERIAL,31,0,8,6,289.184004068
B0_FULL_SERIAL,31,0,8,7,292.735993862
B0_FULL_SERIAL,32,0,8,0,276.511996984
B0_FULL_SERIAL,32,0,8,1,280.032008886
B0_FULL_SERIAL,32,0,8,2,283.520013094
B0_FULL_SERIAL,32,0,8,3,287.039995193
B0_FULL_SERIAL,32,0,8,4,290.560007095
B0_FULL_SERIAL,32,0,8,5,294.400006533
B0_FULL_SERIAL,32,0,8,6,297.919988632
B0_FULL_SERIAL,32,0,8,7,301.440000534
B0_FULL_SERIAL,33,0,8,0,311.520010233
B0_FULL_SERIAL,33,0,8,1,315.072000027
B0_FULL_SERIAL,33,0,8,2,318.592011929
B0_FULL_SERIAL,33,0,8,3,322.048008442
B0_FULL_SERIAL,33,0,8,4,325.567990541
B0_FULL_SERIAL,33,0,8,5,329.055994749
B0_FULL_SERIAL,33,0,8,6,332.576006651
B0_FULL_SERIAL,33,0,8,7,336.09598875
B0_FULL_SERIAL,34,0,8,0,287.391990423
B0_FULL_SERIAL,34,0,8,1,290.912002325
B0_FULL_SERIAL,34,0,8,2,294.432014227
B0_FULL_SERIAL,34,0,8,3,297.951996326
B0_FULL_SERIAL,34,0,8,4,301.472008228
B0_FULL_SERIAL,34,0,8,5,304.960012436
B0_FULL_SERIAL,34,0,8,6,308.416008949
B0_FULL_SERIAL,34,0,8,7,311.904013157
B0_FULL_SERIAL,35,0,8,0,257.952004671
B0_FULL_SERIAL,35,0,8,1,261.471986771
B0_FULL_SERIAL,35,0,8,2,265.024006367
B0_FULL_SERIAL,35,0,8,3,268.575996161
B0_FULL_SERIAL,35,0,8,4,272.159993649
B0_FULL_SERIAL,35,0,8,5,275.68000555
B0_FULL_SERIAL,35,0,8,6,279.455989599
B0_FULL_SERIAL,35,0,8,7,282.943993807
B0_FULL_SERIAL,36,0,8,0,283.648014069
B0_FULL_SERIAL,36,0,8,1,287.551999092
B0_FULL_SERIAL,36,0,8,2,291.456013918
B0_FULL_SERIAL,36,0,8,3,295.359998941
B0_FULL_SERIAL,36,0,8,4,299.264013767
B0_FULL_SERIAL,36,0,8,5,303.167998791
B0_FULL_SERIAL,36,0,8,6,307.103991508
B0_FULL_SERIAL,36,0,8,7,311.008006334
