run_id,timestamp_utc,status,rank_count,local_rows,M,N,K,q,warmup,iterations,backend,gpu_model,transport_hint,raw_rank_csv,raw_global_csv,summary_csv,rank_log_pattern,window
stage1_A_DEFAULT_S7_m1024k4096n16384_q1w0_rep3,2026-09-03T02:36:50Z,PASS,4,1024,4096,16384,4096,1,20,50,NCCL,NVIDIA A800-SXM4-80GB,DEFAULT,raw_rank{rank}.csv,raw_global_samples.csv,summary.csv,rank{rank}.log,0
