case_id,mode,rank,npes,epoch,slot,payload_bytes,issue_to_comm_stream_complete_us,issue_to_release_us,issue_to_checked_us,checksum_mismatches,iteration_status
A3_credit_slot2_64K_smoke,put_signal,0,4,1,0,65536,132.512,301.248,730.560,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,2,1,65536,48.096,60.032,88.288,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,3,0,65536,36.224,48.064,76.256,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,4,1,65536,35.264,47.360,75.200,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,5,0,65536,34.560,46.432,73.856,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,6,1,65536,33.664,45.472,73.984,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,7,0,65536,40.896,52.736,80.576,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,8,1,65536,34.400,46.240,73.888,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,9,0,65536,35.904,47.744,79.872,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,10,1,65536,33.536,45.376,72.640,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,11,0,65536,35.040,46.912,74.752,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,12,1,65536,41.504,53.504,81.024,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,13,0,65536,42.592,54.208,81.696,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,14,1,65536,34.880,46.752,73.984,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,15,0,65536,34.336,46.176,74.144,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,16,1,65536,34.464,46.304,74.144,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,17,0,65536,34.656,46.464,73.856,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,18,1,65536,43.968,55.776,86.048,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,19,0,65536,41.312,53.152,84.032,0,PASS
A3_credit_slot2_64K_smoke,put_signal,0,4,20,1,65536,43.264,55.104,82.368,0,PASS
