strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,2,2,0,244.223996997
B0_FULL_SERIAL,0,2,2,1,247.67999351
B0_FULL_SERIAL,1,2,2,0,1078.27198505
B0_FULL_SERIAL,1,2,2,1,1081.82394505
B0_FULL_SERIAL,2,2,2,0,424.511998892
B0_FULL_SERIAL,2,2,2,1,428.063988686
B0_FULL_SERIAL,3,2,2,0,289.023995399
B0_FULL_SERIAL,3,2,2,1,293.312013149
B0_FULL_SERIAL,4,2,2,0,366.495996714
B0_FULL_SERIAL,4,2,2,1,370.047986507
B0_FULL_SERIAL,5,2,2,0,349.343985319
B0_FULL_SERIAL,5,2,2,1,352.896004915
B0_FULL_SERIAL,6,2,2,0,284.608006477
B0_FULL_SERIAL,6,2,2,1,288.22401166
B0_FULL_SERIAL,7,2,2,0,385.632008314
B0_FULL_SERIAL,7,2,2,1,389.183998108
B0_FULL_SERIAL,8,2,2,0,439.359992743
B0_FULL_SERIAL,8,2,2,1,442.880004644
B0_FULL_SERIAL,9,2,2,0,443.648010492
B0_FULL_SERIAL,9,2,2,1,447.200000286
B0_FULL_SERIAL,10,2,2,0,292.735993862
B0_FULL_SERIAL,10,2,2,1,296.256005764
B0_FULL_SERIAL,11,2,2,0,366.879999638
B0_FULL_SERIAL,11,2,2,1,370.400011539
B0_FULL_SERIAL,12,2,2,0,350.847989321
B0_FULL_SERIAL,12,2,2,1,354.431986809
B0_FULL_SERIAL,13,2,2,0,384.927988052
B0_FULL_SERIAL,13,2,2,1,388.480007648
B0_FULL_SERIAL,14,2,2,0,291.711986065
B0_FULL_SERIAL,14,2,2,1,295.231997967
B0_FULL_SERIAL,15,2,2,0,286.496013403
B0_FULL_SERIAL,15,2,2,1,290.048003197
B0_FULL_SERIAL,16,2,2,0,377.407997847
B0_FULL_SERIAL,16,2,2,1,380.928009748
B0_FULL_SERIAL,17,2,2,0,277.599990368
B0_FULL_SERIAL,17,2,2,1,281.12000227
B0_FULL_SERIAL,18,2,2,0,388.384014368
B0_FULL_SERIAL,18,2,2,1,391.903996468
B0_FULL_SERIAL,19,2,2,0,346.623986959
B0_FULL_SERIAL,19,2,2,1,350.271999836
B0_FULL_SERIAL,20,2,2,0,379.487991333
B0_FULL_SERIAL,20,2,2,1,383.103996515
B0_FULL_SERIAL,21,2,2,0,335.20001173
B0_FULL_SERIAL,21,2,2,1,338.880002499
B0_FULL_SERIAL,22,2,2,0,326.463997364
B0_FULL_SERIAL,22,2,2,1,329.952001572
B0_FULL_SERIAL,23,2,2,0,347.167998552
B0_FULL_SERIAL,23,2,2,1,350.623995066
B0_FULL_SERIAL,24,2,2,0,348.800003529
B0_FULL_SERIAL,24,2,2,1,352.319985628
B0_FULL_SERIAL,25,2,2,0,392.096012831
B0_FULL_SERIAL,25,2,2,1,395.839989185
B0_FULL_SERIAL,26,2,2,0,283.872008324
B0_FULL_SERIAL,26,2,2,1,287.551999092
B0_FULL_SERIAL,27,2,2,0,375.104010105
B0_FULL_SERIAL,27,2,2,1,378.655999899
B0_FULL_SERIAL,28,2,2,0,373.055994511
B0_FULL_SERIAL,28,2,2,1,376.608014107
B0_FULL_SERIAL,29,2,2,0,366.591989994
B0_FULL_SERIAL,29,2,2,1,370.112001896
B0_FULL_SERIAL,30,2,2,0,296.351999044
B0_FULL_SERIAL,30,2,2,1,299.935996532
B0_FULL_SERIAL,31,2,2,0,298.112004995
B0_FULL_SERIAL,31,2,2,1,301.631987095
B0_FULL_SERIAL,32,2,2,0,347.712010145
B0_FULL_SERIAL,32,2,2,1,351.231992245
B0_FULL_SERIAL,33,2,2,0,381.855994463
B0_FULL_SERIAL,33,2,2,1,385.408014059
B0_FULL_SERIAL,34,2,2,0,400.063991547
