strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,1,8,0,256.832003593
B0_FULL_SERIAL,0,1,8,1,260.735988617
B0_FULL_SERIAL,0,1,8,2,264.672011137
B0_FULL_SERIAL,0,1,8,3,268.575996161
B0_FULL_SERIAL,0,1,8,4,272.511988878
B0_FULL_SERIAL,0,1,8,5,276.448011398
B0_FULL_SERIAL,0,1,8,6,280.351996422
B0_FULL_SERIAL,0,1,8,7,284.256011248
B0_FULL_SERIAL,1,1,8,0,306.400001049
B0_FULL_SERIAL,1,1,8,1,310.303986073
B0_FULL_SERIAL,1,1,8,2,314.240008593
B0_FULL_SERIAL,1,1,8,3,318.143993616
B0_FULL_SERIAL,1,1,8,4,322.048008442
B0_FULL_SERIAL,1,1,8,5,325.98400116
B0_FULL_SERIAL,1,1,8,6,329.887986183
B0_FULL_SERIAL,1,1,8,7,333.824008703
B0_FULL_SERIAL,2,1,8,0,485.888004303
B0_FULL_SERIAL,2,1,8,1,489.856004715
B0_FULL_SERIAL,2,1,8,2,493.728011847
B0_FULL_SERIAL,2,1,8,3,497.664004564
B0_FULL_SERIAL,2,1,8,4,501.600027084
B0_FULL_SERIAL,2,1,8,5,505.504012108
B0_FULL_SERIAL,2,1,8,6,509.440004826
B0_FULL_SERIAL,2,1,8,7,513.343989849
B0_FULL_SERIAL,3,1,8,0,360.736012459
B0_FULL_SERIAL,3,1,8,1,364.672005177
B0_FULL_SERIAL,3,1,8,2,368.5759902
B0_FULL_SERIAL,3,1,8,3,372.51201272
B0_FULL_SERIAL,3,1,8,4,376.415997744
B0_FULL_SERIAL,3,1,8,5,380.288004875
B0_FULL_SERIAL,3,1,8,6,384.160012007
B0_FULL_SERIAL,3,1,8,7,388.096004725
B0_FULL_SERIAL,4,1,8,0,346.112012863
B0_FULL_SERIAL,4,1,8,1,350.400000811
B0_FULL_SERIAL,4,1,8,2,354.303985834
B0_FULL_SERIAL,4,1,8,3,358.240008354
B0_FULL_SERIAL,4,1,8,4,362.176001072
B0_FULL_SERIAL,4,1,8,5,366.048008204
B0_FULL_SERIAL,4,1,8,6,369.984000921
B0_FULL_SERIAL,4,1,8,7,373.887985945
B0_FULL_SERIAL,5,1,8,0,429.215997458
B0_FULL_SERIAL,5,1,8,1,433.407992125
B0_FULL_SERIAL,5,1,8,2,437.344014645
B0_FULL_SERIAL,5,1,8,3,441.311985254
B0_FULL_SERIAL,5,1,8,4,445.279985666
B0_FULL_SERIAL,5,1,8,5,449.216008186
B0_FULL_SERIAL,5,1,8,6,453.11999321
B0_FULL_SERIAL,5,1,8,7,456.992000341
B0_FULL_SERIAL,6,1,8,0,351.296007633
B0_FULL_SERIAL,6,1,8,1,355.199992657
B0_FULL_SERIAL,6,1,8,2,359.135985374
B0_FULL_SERIAL,6,1,8,3,363.0400002
B0_FULL_SERIAL,6,1,8,4,366.975992918
B0_FULL_SERIAL,6,1,8,5,370.880007744
B0_FULL_SERIAL,6,1,8,6,374.752014875
B0_FULL_SERIAL,6,1,8,7,378.688007593
B0_FULL_SERIAL,7,1,8,0,494.751989841
B0_FULL_SERIAL,7,1,8,1,498.656004667
B0_FULL_SERIAL,7,1,8,2,502.560019493
B0_FULL_SERIAL,7,1,8,3,506.431996822
B0_FULL_SERIAL,7,1,8,4,510.36798954
B0_FULL_SERIAL,7,1,8,5,514.271974564
B0_FULL_SERIAL,7,1,8,6,518.208026886
B0_FULL_SERIAL,7,1,8,7,522.112011909
B0_FULL_SERIAL,8,1,8,0,610.336005688
B0_FULL_SERIAL,8,1,8,1,614.239990711
B0_FULL_SERIAL,8,1,8,2,618.175983429
B0_FULL_SERIAL,8,1,8,3,622.111976147
B0_FULL_SERIAL,8,1,8,4,626.048028469
B0_FULL_SERIAL,8,1,8,5,629.952013493
B0_FULL_SERIAL,8,1,8,6,633.855998516
B0_FULL_SERIAL,8,1,8,7,637.727975845
B0_FULL_SERIAL,9,1,8,0,478.14399004
B0_FULL_SERIAL,9,1,8,1,482.08001256
B0_FULL_SERIAL,9,1,8,2,485.983997583
B0_FULL_SERIAL,9,1,8,3,489.856004715
B0_FULL_SERIAL,9,1,8,4,493.759989738
B0_FULL_SERIAL,9,1,8,5,497.696012259
B0_FULL_SERIAL,9,1,8,6,501.600027084
B0_FULL_SERIAL,9,1,8,7,505.536019802
B0_FULL_SERIAL,10,1,8,0,480.832010508
B0_FULL_SERIAL,10,1,8,1,484.768003225
B0_FULL_SERIAL,10,1,8,2,488.671988249
B0_FULL_SERIAL,10,1,8,3,492.576003075
B0_FULL_SERIAL,10,1,8,4,496.479988098
B0_FULL_SERIAL,10,1,8,5,500.415980816
B0_FULL_SERIAL,10,1,8,6,504.320025444
B0_FULL_SERIAL,10,1,8,7,508.224010468
B0_FULL_SERIAL,11,1,8,0,445.024013519
B0_FULL_SERIAL,11,1,8,1,448.927998543
B0_FULL_SERIAL,11,1,8,2,452.863991261
B0_FULL_SERIAL,11,1,8,3,456.768006086
B0_FULL_SERIAL,11,1,8,4,460.640013218
B0_FULL_SERIAL,11,1,8,5,464.576005936
B0_FULL_SERIAL,11,1,8,6,468.479990959
B0_FULL_SERIAL,11,1,8,7,472.416013479
B0_FULL_SERIAL,12,1,8,0,467.999994755
B0_FULL_SERIAL,12,1,8,1,471.935987473
B0_FULL_SERIAL,12,1,8,2,475.840002298
B0_FULL_SERIAL,12,1,8,3,479.775995016
B0_FULL_SERIAL,12,1,8,4,483.680009842
B0_FULL_SERIAL,12,1,8,5,487.551987171
B0_FULL_SERIAL,12,1,8,6,491.488009691
B0_FULL_SERIAL,12,1,8,7,495.391994715
B0_FULL_SERIAL,13,1,8,0,447.775989771
B0_FULL_SERIAL,13,1,8,1,451.680004597
B0_FULL_SERIAL,13,1,8,2,455.552011728
B0_FULL_SERIAL,13,1,8,3,459.455996752
B0_FULL_SERIAL,13,1,8,4,463.360011578
B0_FULL_SERIAL,13,1,8,5,467.263996601
B0_FULL_SERIAL,13,1,8,6,471.199989319
B0_FULL_SERIAL,13,1,8,7,475.07199645
B0_FULL_SERIAL,14,1,8,0,436.767995358
B0_FULL_SERIAL,14,1,8,1,440.672010183
B0_FULL_SERIAL,14,1,8,2,444.608002901
B0_FULL_SERIAL,14,1,8,3,448.511987925
B0_FULL_SERIAL,14,1,8,4,452.448010445
B0_FULL_SERIAL,14,1,8,5,456.288009882
B0_FULL_SERIAL,14,1,8,6,460.2240026
B0_FULL_SERIAL,14,1,8,7,464.127987623
B0_FULL_SERIAL,15,1,8,0,458.144009113
B0_FULL_SERIAL,15,1,8,1,462.015986443
B0_FULL_SERIAL,15,1,8,2,465.952008963
B0_FULL_SERIAL,15,1,8,3,469.855993986
B0_FULL_SERIAL,15,1,8,4,473.791986704
B0_FULL_SERIAL,15,1,8,5,477.69600153
B0_FULL_SERIAL,15,1,8,6,481.536000967
B0_FULL_SERIAL,15,1,8,7,485.471993685
B0_FULL_SERIAL,16,1,8,0,370.94399333
B0_FULL_SERIAL,16,1,8,1,374.879986048
B0_FULL_SERIAL,16,1,8,2,378.784000874
B0_FULL_SERIAL,16,1,8,3,382.719993591
B0_FULL_SERIAL,16,1,8,4,386.624008417
B0_FULL_SERIAL,16,1,8,5,390.623986721
B0_FULL_SERIAL,16,1,8,6,394.495993853
B0_FULL_SERIAL,16,1,8,7,398.400008678
B0_FULL_SERIAL,17,1,8,0,491.840004921
B0_FULL_SERIAL,17,1,8,1,495.743989944
B0_FULL_SERIAL,17,1,8,2,499.680012465
B0_FULL_SERIAL,17,1,8,3,503.520011902
B0_FULL_SERIAL,17,1,8,4,507.488012314
B0_FULL_SERIAL,17,1,8,5,511.424005032
B0_FULL_SERIAL,17,1,8,6,515.424013138
