run_id,timestamp_utc,status,rank_count,local_rows,M,N,K,q,warmup,iterations,backend,gpu_model,transport_hint,raw_rank_csv,raw_global_csv,summary_csv,rank_log_pattern,window
stage1_C_DEFAULT_S5_m4096k4096n1024_q16w1_rep1,2026-09-03T04:46:04Z,PASS,4,4096,16384,1024,4096,16,20,50,NCCL,NVIDIA A800-SXM4-80GB,DEFAULT,raw_rank{rank}.csv,raw_global_samples.csv,summary.csv,rank{rank}.log,1
