case_id,mode,rank,npes,epoch,slot,payload_bytes,issue_to_comm_stream_complete_us,issue_to_release_us,issue_to_checked_us,checksum_mismatches,iteration_status
A2_put_signal_4K_smoke,put_signal,2,4,1,0,4096,102.816,189.632,217.504,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,2,0,4096,43.712,55.168,63.808,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,3,0,4096,32.192,43.392,52.544,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,4,0,4096,30.848,42.080,50.784,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,5,0,4096,30.624,42.208,51.776,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,6,0,4096,30.464,41.664,50.336,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,7,0,4096,31.008,42.528,51.232,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,8,0,4096,33.696,44.928,53.824,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,9,0,4096,32.064,43.232,51.840,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,10,0,4096,30.688,41.824,50.656,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,11,0,4096,30.784,41.984,50.816,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,12,0,4096,30.080,41.280,50.336,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,13,0,4096,30.976,42.240,50.880,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,14,0,4096,30.752,41.952,50.784,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,15,0,4096,31.328,42.592,51.232,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,16,0,4096,30.560,41.728,50.560,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,17,0,4096,31.616,42.784,51.616,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,18,0,4096,30.176,41.376,50.144,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,19,0,4096,30.912,42.112,50.816,0,PASS
A2_put_signal_4K_smoke,put_signal,2,4,20,0,4096,30.592,41.728,50.336,0,PASS
