strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,2,16,0,250.847995281
B0_FULL_SERIAL,0,2,16,1,254.400014877
B0_FULL_SERIAL,0,2,16,2,257.919996977
B0_FULL_SERIAL,0,2,16,3,261.696010828
B0_FULL_SERIAL,0,2,16,4,265.248000622
B0_FULL_SERIAL,0,2,16,5,268.768012524
B0_FULL_SERIAL,0,2,16,6,272.320002317
B0_FULL_SERIAL,0,2,16,7,275.840014219
B0_FULL_SERIAL,0,2,16,8,279.392004013
B0_FULL_SERIAL,0,2,16,9,282.911986113
B0_FULL_SERIAL,0,2,16,10,286.39999032
B0_FULL_SERIAL,0,2,16,11,289.920002222
B0_FULL_SERIAL,0,2,16,12,293.440014124
B0_FULL_SERIAL,0,2,16,13,296.959996223
B0_FULL_SERIAL,0,2,16,14,300.799995661
B0_FULL_SERIAL,0,2,16,15,304.351985455
B0_FULL_SERIAL,1,2,16,0,328.927993774
B0_FULL_SERIAL,1,2,16,1,332.480013371
B0_FULL_SERIAL,1,2,16,2,336.032003164
B0_FULL_SERIAL,1,2,16,3,339.551985264
B0_FULL_SERIAL,1,2,16,4,343.071997166
B0_FULL_SERIAL,1,2,16,5,346.560001373
B0_FULL_SERIAL,1,2,16,6,350.080013275
B0_FULL_SERIAL,1,2,16,7,353.599995375
B0_FULL_SERIAL,1,2,16,8,357.344001532
B0_FULL_SERIAL,1,2,16,9,360.799998045
B0_FULL_SERIAL,1,2,16,10,364.288002253
B0_FULL_SERIAL,1,2,16,11,367.743998766
B0_FULL_SERIAL,1,2,16,12,371.264010668
B0_FULL_SERIAL,1,2,16,13,374.752014875
B0_FULL_SERIAL,1,2,16,14,378.560006618
B0_FULL_SERIAL,1,2,16,15,382.111996412
B0_FULL_SERIAL,2,2,16,0,277.951985598
B0_FULL_SERIAL,2,2,16,1,281.504005194
B0_FULL_SERIAL,2,2,16,2,285.023987293
B0_FULL_SERIAL,2,2,16,3,288.639992476
B0_FULL_SERIAL,2,2,16,4,292.192012072
B0_FULL_SERIAL,2,2,16,5,295.711994171
B0_FULL_SERIAL,2,2,16,6,299.264013767
B0_FULL_SERIAL,2,2,16,7,302.816003561
B0_FULL_SERIAL,2,2,16,8,306.335985661
B0_FULL_SERIAL,2,2,16,9,309.855997562
B0_FULL_SERIAL,2,2,16,10,313.407987356
B0_FULL_SERIAL,2,2,16,11,316.927999258
B0_FULL_SERIAL,2,2,16,12,320.44801116
B0_FULL_SERIAL,2,2,16,13,323.967993259
B0_FULL_SERIAL,2,2,16,14,327.520012856
B0_FULL_SERIAL,2,2,16,15,331.295996904
B0_FULL_SERIAL,3,2,16,0,278.207987547
B0_FULL_SERIAL,3,2,16,1,281.695991755
B0_FULL_SERIAL,3,2,16,2,285.248011351
B0_FULL_SERIAL,3,2,16,3,288.76799345
B0_FULL_SERIAL,3,2,16,4,292.255997658
B0_FULL_SERIAL,3,2,16,5,295.807987452
B0_FULL_SERIAL,3,2,16,6,299.551993608
B0_FULL_SERIAL,3,2,16,7,303.07200551
B0_FULL_SERIAL,3,2,16,8,306.623995304
B0_FULL_SERIAL,3,2,16,9,310.144007206
B0_FULL_SERIAL,3,2,16,10,313.951998949
B0_FULL_SERIAL,3,2,16,11,317.472010851
B0_FULL_SERIAL,3,2,16,12,321.024000645
B0_FULL_SERIAL,3,2,16,13,324.544012547
B0_FULL_SERIAL,3,2,16,14,328.09600234
B0_FULL_SERIAL,3,2,16,15,331.647992134
B0_FULL_SERIAL,4,2,16,0,287.200003862
B0_FULL_SERIAL,4,2,16,1,290.656000376
B0_FULL_SERIAL,4,2,16,2,294.176012278
B0_FULL_SERIAL,4,2,16,3,297.823995352
B0_FULL_SERIAL,4,2,16,4,301.279991865
B0_FULL_SERIAL,4,2,16,5,304.767996073
B0_FULL_SERIAL,4,2,16,6,308.288007975
B0_FULL_SERIAL,4,2,16,7,311.839997768
B0_FULL_SERIAL,4,2,16,8,315.36000967
B0_FULL_SERIAL,4,2,16,9,318.911999464
B0_FULL_SERIAL,4,2,16,10,322.432011366
B0_FULL_SERIAL,4,2,16,11,325.951993465
B0_FULL_SERIAL,4,2,16,12,329.504013062
B0_FULL_SERIAL,4,2,16,13,333.023995161
B0_FULL_SERIAL,4,2,16,14,336.896002293
B0_FULL_SERIAL,4,2,16,15,340.447992086
B0_FULL_SERIAL,5,2,16,0,263.072013855
B0_FULL_SERIAL,5,2,16,1,266.591995955
B0_FULL_SERIAL,5,2,16,2,270.112007856
B0_FULL_SERIAL,5,2,16,3,273.66399765
B0_FULL_SERIAL,5,2,16,4,277.184009552
B0_FULL_SERIAL,5,2,16,5,280.735999346
B0_FULL_SERIAL,5,2,16,6,284.28798914
B0_FULL_SERIAL,5,2,16,7,287.808001041
B0_FULL_SERIAL,5,2,16,8,291.263997555
B0_FULL_SERIAL,5,2,16,9,294.784009457
B0_FULL_SERIAL,5,2,16,10,298.303991556
B0_FULL_SERIAL,5,2,16,11,301.824003458
B0_FULL_SERIAL,5,2,16,12,305.631995201
B0_FULL_SERIAL,5,2,16,13,309.184014797
B0_FULL_SERIAL,5,2,16,14,312.703996897
B0_FULL_SERIAL,5,2,16,15,316.255986691
B0_FULL_SERIAL,6,2,16,0,272.448003292
B0_FULL_SERIAL,6,2,16,1,275.967985392
B0_FULL_SERIAL,6,2,16,2,279.487997293
B0_FULL_SERIAL,6,2,16,3,282.976001501
B0_FULL_SERIAL,6,2,16,4,286.527991295
B0_FULL_SERIAL,6,2,16,5,290.367990732
B0_FULL_SERIAL,6,2,16,6,293.888002634
B0_FULL_SERIAL,6,2,16,7,297.439992428
B0_FULL_SERIAL,6,2,16,8,300.96000433
B0_FULL_SERIAL,6,2,16,9,304.511994123
B0_FULL_SERIAL,6,2,16,10,308.032006025
B0_FULL_SERIAL,6,2,16,11,311.551988125
B0_FULL_SERIAL,6,2,16,12,315.072000027
B0_FULL_SERIAL,6,2,16,13,318.592011929
B0_FULL_SERIAL,6,2,16,14,322.144001722
B0_FULL_SERIAL,6,2,16,15,325.664013624
B0_FULL_SERIAL,7,2,16,0,287.232011557
B0_FULL_SERIAL,7,2,16,1,290.751993656
B0_FULL_SERIAL,7,2,16,2,294.20799017
B0_FULL_SERIAL,7,2,16,3,297.728002071
B0_FULL_SERIAL,7,2,16,4,301.279991865
B0_FULL_SERIAL,7,2,16,5,304.800003767
B0_FULL_SERIAL,7,2,16,6,308.575987816
B0_FULL_SERIAL,7,2,16,7,312.063992023
B0_FULL_SERIAL,7,2,16,8,315.519988537
B0_FULL_SERIAL,7,2,16,9,319.007992744
B0_FULL_SERIAL,7,2,16,10,322.463989258
B0_FULL_SERIAL,7,2,16,11,325.98400116
B0_FULL_SERIAL,7,2,16,12,329.439997673
B0_FULL_SERIAL,7,2,16,13,333.312004805
B0_FULL_SERIAL,7,2,16,14,336.831986904
B0_FULL_SERIAL,7,2,16,15,340.351998806
B0_FULL_SERIAL,8,2,16,0,452.095985413
B0_FULL_SERIAL,8,2,16,1,455.648005009
B0_FULL_SERIAL,8,2,16,2,459.199994802
B0_FULL_SERIAL,8,2,16,3,462.720006704
B0_FULL_SERIAL,8,2,16,4,466.239988804
B0_FULL_SERIAL,8,2,16,5,469.727993011
B0_FULL_SERIAL,8,2,16,6,473.280012608
B0_FULL_SERIAL,8,2,16,7,476.767987013
B0_FULL_SERIAL,8,2,16,8,480.25599122
