run_id,platform_id,device_model,gfx_arch,rank_count,path,family,candidate,M,N,K,q,slice_bytes,warmup,iters,verify_every,window_mult,dush_quiet,abs_tolerance,rel_tolerance,requested_nccl_algo,requested_nccl_proto,requested_nccl_min_channels,requested_nccl_max_channels,status,rank_failure_count
wm_S5_d1_q4m1_rep2,RTX4090,"NVIDIA A800-SXM4-80GB",sm_89,4,D1_PUSHSIG_OVERLAP,NVSHMEM,C0_DEFAULT,4096,1024,4096,4,16777216,20,50,1,1,0,0.01,0.0001,DEFAULT,DEFAULT,DEFAULT,DEFAULT,PASS,0
