run_id,timestamp_utc,host,gpu_model,rank_count,dtype,M,N,K,collective,q,slice_bytes,backend,strategy,transport_hint,warmup,iterations,status,correctness,max_abs_error,max_rel_error,release_first_mean_us,release_first_p50_us,release_first_p95_us,release_last_mean_us,done_mean_us,done_p50_us,done_p95_us,gemm_first_mean_us,gemm_last_mean_us,e2e_mean_us,e2e_p50_us,e2e_p95_us,log_path,window
relcurve_S4_q4w0,2026-09-03T04:50:00Z,cs-ec021-cfaa2-server,NVIDIA A800-SXM4-80GB,4,fp32,2048,4096,4096,AllGather-GEMM,4,8388608,NCCL,B0_FULL_SERIAL,DEFAULT,20,50,PASS,1,0,0,699.66592133,672.735989094,847.743988037,699.66592133,714.373115897,686.879992485,863.424003124,718.039677739,4647.84767628,4651.50975704,4382.11202621,5399.13606644,/root/second_nvidia/ag-gemm-bench/results/release_curves_20260903T044900Z/relcurve_S4_q4w0/rank{rank}.log,0
relcurve_S4_q4w0,2026-09-03T04:50:03Z,cs-ec021-cfaa2-server,NVIDIA A800-SXM4-80GB,4,fp32,2048,4096,4096,AllGather-GEMM,4,8388608,NCCL,B1_SLICE_SERIAL,DEFAULT,20,50,PASS,1,0,0,628.606079221,591.935992241,1218.20795536,4528.85566711,4532.82559395,4504.4798851,5099.48778152,632.951042354,5708.54341507,5712.49917984,5684.89599228,6280.70402145,/root/second_nvidia/ag-gemm-bench/results/release_curves_20260903T044900Z/relcurve_S4_q4w0/rank{rank}.log,0
relcurve_S4_q4w0,2026-09-03T04:50:06Z,cs-ec021-cfaa2-server,NVIDIA A800-SXM4-80GB,4,fp32,2048,4096,4096,AllGather-GEMM,4,8388608,NCCL,B2_SLICE_EVENT_OVERLAP,DEFAULT,20,50,PASS,1,0,0,557.631358504,570.399999619,767.871975899,3005.54495811,3009.4886446,3021.37589455,3219.16794777,563.33504051,5323.08864594,5327.04831123,5333.72783661,5533.88786316,/root/second_nvidia/ag-gemm-bench/results/release_curves_20260903T044900Z/relcurve_S4_q4w0/rank{rank}.log,0
