strategy,iteration,rank,q,slice,t_release_us
B0_FULL_SERIAL,0,3,4,0,439.487993717
B0_FULL_SERIAL,0,3,4,1,443.008005619
B0_FULL_SERIAL,0,3,4,2,446.655988693
B0_FULL_SERIAL,0,3,4,3,450.143992901
B0_FULL_SERIAL,1,3,4,0,2292.00005531
B0_FULL_SERIAL,1,3,4,1,2295.5520153
B0_FULL_SERIAL,1,3,4,2,2299.1039753
B0_FULL_SERIAL,1,3,4,3,2302.65593529
B0_FULL_SERIAL,2,3,4,0,606.271982193
B0_FULL_SERIAL,2,3,4,1,609.824001789
B0_FULL_SERIAL,2,3,4,2,613.344013691
B0_FULL_SERIAL,2,3,4,3,616.864025593
B0_FULL_SERIAL,3,3,4,0,1049.28004742
B0_FULL_SERIAL,3,3,4,1,1052.83200741
B0_FULL_SERIAL,3,3,4,2,1056.3839674
B0_FULL_SERIAL,3,3,4,3,1059.9360466
B0_FULL_SERIAL,4,3,4,0,472.319990396
B0_FULL_SERIAL,4,3,4,1,475.872009993
B0_FULL_SERIAL,4,3,4,2,479.423999786
B0_FULL_SERIAL,4,3,4,3,483.007997274
B0_FULL_SERIAL,5,3,4,0,675.007998943
B0_FULL_SERIAL,5,3,4,1,678.943991661
B0_FULL_SERIAL,5,3,4,2,682.847976685
B0_FULL_SERIAL,5,3,4,3,686.784029007
B0_FULL_SERIAL,6,3,4,0,535.488009453
B0_FULL_SERIAL,6,3,4,1,539.456009865
B0_FULL_SERIAL,6,3,4,2,543.359994888
B0_FULL_SERIAL,6,3,4,3,547.295987606
B0_FULL_SERIAL,7,3,4,0,1149.76000786
B0_FULL_SERIAL,7,3,4,1,1153.72800827
B0_FULL_SERIAL,7,3,4,2,1157.72795677
B0_FULL_SERIAL,7,3,4,3,1161.72802448
B0_FULL_SERIAL,8,3,4,0,499.231994152
B0_FULL_SERIAL,8,3,4,1,503.199994564
B0_FULL_SERIAL,8,3,4,2,507.488012314
B0_FULL_SERIAL,8,3,4,3,511.424005032
B0_FULL_SERIAL,9,3,4,0,3362.72001266
B0_FULL_SERIAL,9,3,4,1,3367.13600159
B0_FULL_SERIAL,9,3,4,2,3371.104002
B0_FULL_SERIAL,9,3,4,3,3375.07200241
B0_FULL_SERIAL,10,3,4,0,1200.54399967
B0_FULL_SERIAL,10,3,4,1,1204.54394817
B0_FULL_SERIAL,10,3,4,2,1208.54401588
B0_FULL_SERIAL,10,3,4,3,1212.5120163
B0_FULL_SERIAL,11,3,4,0,885.824024677
B0_FULL_SERIAL,11,3,4,1,889.823973179
B0_FULL_SERIAL,11,3,4,2,893.791973591
B0_FULL_SERIAL,11,3,4,3,897.728025913
B0_FULL_SERIAL,12,3,4,0,1414.11197186
B0_FULL_SERIAL,12,3,4,1,1418.11203957
B0_FULL_SERIAL,12,3,4,2,1422.08003998
B0_FULL_SERIAL,12,3,4,3,1426.04804039
B0_FULL_SERIAL,13,3,4,0,1811.23197079
B0_FULL_SERIAL,13,3,4,1,1815.13595581
B0_FULL_SERIAL,13,3,4,2,1819.07200813
B0_FULL_SERIAL,13,3,4,3,1823.00794125
B0_FULL_SERIAL,14,3,4,0,10188.6081696
B0_FULL_SERIAL,14,3,4,1,10192.6078796
B0_FULL_SERIAL,14,3,4,2,10196.5761185
B0_FULL_SERIAL,14,3,4,3,10200.5119324
B0_FULL_SERIAL,15,3,4,0,582.912027836
B0_FULL_SERIAL,15,3,4,1,586.911976337
B0_FULL_SERIAL,15,3,4,2,590.84802866
B0_FULL_SERIAL,15,3,4,3,594.720005989
B0_FULL_SERIAL,16,3,4,0,1373.53599072
B0_FULL_SERIAL,16,3,4,1,1377.50399113
B0_FULL_SERIAL,16,3,4,2,1381.60002232
B0_FULL_SERIAL,16,3,4,3,1385.59997082
B0_FULL_SERIAL,17,3,4,0,802.911996841
B0_FULL_SERIAL,17,3,4,1,806.783974171
B0_FULL_SERIAL,17,3,4,2,810.688018799
B0_FULL_SERIAL,17,3,4,3,814.624011517
B0_FULL_SERIAL,18,3,4,0,500.191986561
B0_FULL_SERIAL,18,3,4,1,504.127979279
B0_FULL_SERIAL,18,3,4,2,508.288025856
B0_FULL_SERIAL,18,3,4,3,512.224018574
B0_FULL_SERIAL,19,3,4,0,640.927970409
B0_FULL_SERIAL,19,3,4,1,644.767999649
B0_FULL_SERIAL,19,3,4,2,648.736000061
B0_FULL_SERIAL,19,3,4,3,652.736008167
B0_FULL_SERIAL,20,3,4,0,514.912009239
B0_FULL_SERIAL,20,3,4,1,518.848001957
B0_FULL_SERIAL,20,3,4,2,522.75198698
B0_FULL_SERIAL,20,3,4,3,526.655972004
B0_FULL_SERIAL,21,3,4,0,567.135989666
B0_FULL_SERIAL,21,3,4,1,571.135997772
B0_FULL_SERIAL,21,3,4,2,575.136005878
B0_FULL_SERIAL,21,3,4,3,579.136013985
B0_FULL_SERIAL,22,3,4,0,552.128016949
B0_FULL_SERIAL,22,3,4,1,556.096017361
B0_FULL_SERIAL,22,3,4,2,560.064017773
B0_FULL_SERIAL,22,3,4,3,564.00001049
B0_FULL_SERIAL,23,3,4,0,541.952013969
B0_FULL_SERIAL,23,3,4,1,545.823991299
B0_FULL_SERIAL,23,3,4,2,549.664020538
B0_FULL_SERIAL,23,3,4,3,553.535997868
B0_FULL_SERIAL,24,3,4,0,606.815993786
B0_FULL_SERIAL,24,3,4,1,610.719978809
B0_FULL_SERIAL,24,3,4,2,614.75199461
B0_FULL_SERIAL,24,3,4,3,618.719995022
B0_FULL_SERIAL,25,3,4,0,585.120022297
B0_FULL_SERIAL,25,3,4,1,589.088022709
B0_FULL_SERIAL,25,3,4,2,593.08797121
B0_FULL_SERIAL,25,3,4,3,597.024023533
B0_FULL_SERIAL,26,3,4,0,568.895995617
B0_FULL_SERIAL,26,3,4,1,572.863996029
B0_FULL_SERIAL,26,3,4,2,576.799988747
B0_FULL_SERIAL,26,3,4,3,580.799996853
B0_FULL_SERIAL,27,3,4,0,789.439976215
B0_FULL_SERIAL,27,3,4,1,793.344020844
B0_FULL_SERIAL,27,3,4,2,797.312021255
B0_FULL_SERIAL,27,3,4,3,801.280021667
B0_FULL_SERIAL,28,3,4,0,586.14397049
B0_FULL_SERIAL,28,3,4,1,590.048015118
B0_FULL_SERIAL,28,3,4,2,594.079971313
B0_FULL_SERIAL,28,3,4,3,598.047971725
B0_FULL_SERIAL,29,3,4,0,607.55199194
B0_FULL_SERIAL,29,3,4,1,611.58400774
B0_FULL_SERIAL,29,3,4,2,615.552008152
B0_FULL_SERIAL,29,3,4,3,619.552016258
B0_FULL_SERIAL,30,3,4,0,5045.95184326
B0_FULL_SERIAL,30,3,4,1,5050.14419556
B0_FULL_SERIAL,30,3,4,2,5054.11195755
B0_FULL_SERIAL,30,3,4,3,5058.04777145
B0_FULL_SERIAL,31,3,4,0,493.952006102
B0_FULL_SERIAL,31,3,4,1,497.855991125
B0_FULL_SERIAL,31,3,4,2,501.792013645
B0_FULL_SERIAL,31,3,4,3,505.695998669
B0_FULL_SERIAL,32,3,4,0,563.80802393
B0_FULL_SERIAL,32,3,4,1,567.807972431
B0_FULL_SERIAL,32,3,4,2,571.744024754
B0_FULL_SERIAL,32,3,4,3,575.743973255
B0_FULL_SERIAL,33,3,4,0,533.663988113
B0_FULL_SERIAL,33,3,4,1,537.567973137
B0_FULL_SERIAL,33,3,4,2,541.504025459
B0_FULL_SERIAL,33,3,4,3,545.408010483
B0_FULL_SERIAL,34,3,4,0,584.191977978
B0_FULL_SERIAL,34,3,4,1,588.223993778
B0_FULL_SERIAL,34,3,4,2,592.159986496
B0_FULL_SERIAL,34,3,4,3,596.063971519
B0_FULL_SERIAL,35,3,4,0,581.535995007
B0_FULL_SERIAL,35,3,4,1,585.727989674
B0_FULL_SERIAL,35,3,4,2,589.695990086
B0_FULL_SERIAL,35,3,4,3,593.695998192
B0_FULL_SERIAL,36,3,4,0,533.855974674
B0_FULL_SERIAL,36,3,4,1,537.823975086
B0_FULL_SERIAL,36,3,4,2,541.823983192
B0_FULL_SERIAL,36,3,4,3,545.75997591
B0_FULL_SERIAL,37,3,4,0,2609.53593254
B0_FULL_SERIAL,37,3,4,1,2613.37590218
B0_FULL_SERIAL,37,3,4,2,2617.72799492
B0_FULL_SERIAL,37,3,4,3,2621.63209915
B0_FULL_SERIAL,38,3,4,0,605.311989784
B0_FULL_SERIAL,38,3,4,1,609.31199789
B0_FULL_SERIAL,38,3,4,2,613.312005997
B0_FULL_SERIAL,38,3,4,3,617.312014103
B0_FULL_SERIAL,39,3,4,0,637.247979641
B0_FULL_SERIAL,39,3,4,1,641.215980053
B0_FULL_SERIAL,39,3,4,2,645.215988159
B0_FULL_SERIAL,39,3,4,3,649.183988571
B0_FULL_SERIAL,40,3,4,0,656.063973904
B0_FULL_SERIAL,40,3,4,1,659.936010838
B0_FULL_SERIAL,40,3,4,2,663.872003555
B0_FULL_SERIAL,40,3,4,3,667.840003967
B0_FULL_SERIAL,41,3,4,0,535.808026791
B0_FULL_SERIAL,41,3,4,1,539.776027203
B0_FULL_SERIAL,41,3,4,2,543.775975704
B0_FULL_SERIAL,41,3,4,3,547.743976116
B0_FULL_SERIAL,42,3,4,0,517.279982567
B0_FULL_SERIAL,42,3,4,1,521.279990673
B0_FULL_SERIAL,42,3,4,2,525.247991085
B0_FULL_SERIAL,42,3,4,3,529.247999191
B0_FULL_SERIAL,43,3,4,0,612.287998199
B0_FULL_SERIAL,43,3,4,1,617.120027542
B0_FULL_SERIAL,43,3,4,2,621.119976044
B0_FULL_SERIAL,43,3,4,3,625.11998415
B0_FULL_SERIAL,44,3,4,0,561.98400259
B0_FULL_SERIAL,44,3,4,1,565.919995308
B0_FULL_SERIAL,44,3,4,2,570.272028446
B0_FULL_SERIAL,44,3,4,3,574.271976948
B0_FULL_SERIAL,45,3,4,0,502.207994461
B0_FULL_SERIAL,45,3,4,1,506.175994873
B0_FULL_SERIAL,45,3,4,2,510.176002979
B0_FULL_SERIAL,45,3,4,3,514.144003391
B0_FULL_SERIAL,46,3,4,0,624.736011028
B0_FULL_SERIAL,46,3,4,1,628.768026829
B0_FULL_SERIAL,46,3,4,2,632.736027241
