case_id,mode,rank,npes,epoch,slot,payload_bytes,issue_to_comm_stream_complete_us,issue_to_release_us,issue_to_checked_us,checksum_mismatches,iteration_status
A2_put_signal_64M,put_signal,1,4,1,0,67108864,2059.104,2084.768,2406.464,0,PASS
A2_put_signal_64M,put_signal,1,4,2,0,67108864,1987.776,2000.352,2312.128,0,PASS
A2_put_signal_64M,put_signal,1,4,3,0,67108864,1996.928,2008.928,2321.024,0,PASS
A2_put_signal_64M,put_signal,1,4,4,0,67108864,1985.312,1997.312,2308.704,0,PASS
A2_put_signal_64M,put_signal,1,4,5,0,67108864,1965.408,1978.496,2290.624,0,PASS
A2_put_signal_64M,put_signal,1,4,6,0,67108864,1984.800,1996.864,2308.608,0,PASS
A2_put_signal_64M,put_signal,1,4,7,0,67108864,1962.752,1975.008,2287.008,0,PASS
A2_put_signal_64M,put_signal,1,4,8,0,67108864,1992.736,2004.736,2316.480,0,PASS
A2_put_signal_64M,put_signal,1,4,9,0,67108864,1977.504,1990.784,2302.496,0,PASS
A2_put_signal_64M,put_signal,1,4,10,0,67108864,1963.680,1975.936,2287.936,0,PASS
A2_put_signal_64M,put_signal,1,4,11,0,67108864,1969.824,1982.080,2293.984,0,PASS
A2_put_signal_64M,put_signal,1,4,12,0,67108864,1980.384,1992.704,2304.416,0,PASS
A2_put_signal_64M,put_signal,1,4,13,0,67108864,1976.000,1989.024,2300.640,0,PASS
A2_put_signal_64M,put_signal,1,4,14,0,67108864,1991.040,2003.072,2314.560,0,PASS
A2_put_signal_64M,put_signal,1,4,15,0,67108864,1970.560,1982.528,2294.336,0,PASS
A2_put_signal_64M,put_signal,1,4,16,0,67108864,1997.952,2009.920,2321.632,0,PASS
A2_put_signal_64M,put_signal,1,4,17,0,67108864,2010.368,2023.360,2334.784,0,PASS
A2_put_signal_64M,put_signal,1,4,18,0,67108864,1988.736,2000.768,2312.256,0,PASS
A2_put_signal_64M,put_signal,1,4,19,0,67108864,2032.960,2044.960,2356.736,0,PASS
A2_put_signal_64M,put_signal,1,4,20,0,67108864,1979.168,1991.136,2303.264,0,PASS
A2_put_signal_64M,put_signal,1,4,21,0,67108864,1994.016,2007.040,2319.232,0,PASS
A2_put_signal_64M,put_signal,1,4,22,0,67108864,1959.200,1971.520,2283.584,0,PASS
A2_put_signal_64M,put_signal,1,4,23,0,67108864,1992.512,2004.512,2316.320,0,PASS
